,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,132425321.0,132425321.0,132425321.0
Share Issued,132425321.0,132425321.0,132425321.0
Net Debt,5323246.0,7944313.0,21962504.0
Total Debt,6383830.0,8395341.0,25509250.0
Tangible Book Value,3770851.0,9650995.0,-6810667.0
Invested Capital,10060904.0,17932777.0,34033897.0
Working Capital,3289848.0,7811260.0,2036682.0
Net Tangible Assets,3770851.0,9650995.0,-6810667.0
Capital Lease Obligations,93777.0,113559.0,583445.0
Common Stock Equity,3770851.0,9650995.0,9108092.0
Total Capitalization,3770851.0,9650995.0,21447845.0
Total Equity Gross Minority Interest,3770851.0,9650995.0,9108092.0
Stockholders Equity,3770851.0,9650995.0,9108092.0
Gains Losses Not Affecting Retained Earnings,3638426.0,9518570.0,8975667.0
Other Equity Adjustments,3638426.0,9518570.0,8975667.0
Capital Stock,132425.0,132425.0,132425.0
Common Stock,132425.0,132425.0,132425.0
Total Liabilities Net Minority Interest,10607521.0,13219233.0,31699979.0
Total Non Current Liabilities Net Minority Interest,53720.0,69907.0,12801863.0
Long Term Debt And Capital Lease Obligation,53720.0,69907.0,12801863.0
Long Term Capital Lease Obligation,53720.0,69907.0,462110.0
Long Term Debt,,,12339753.0
Current Liabilities,10553801.0,13149326.0,18898116.0
Current Deferred Liabilities,258096.0,209540.0,2774460.0
Current Deferred Revenue,258096.0,209540.0,2774460.0
Current Debt And Capital Lease Obligation,6330110.0,8325434.0,12707387.0
Current Capital Lease Obligation,40057.0,43652.0,121335.0
Current Debt,6290053.0,8281782.0,12586052.0
Other Current Borrowings,667127.0,1229382.0,2272165.0
Line Of Credit,5622926.0,7052400.0,10313887.0
Payables And Accrued Expenses,3965595.0,4614352.0,3416269.0
Current Accrued Expenses,790657.0,,796858.0
Payables,3174938.0,4614352.0,2619411.0
Other Payable,358789.0,,778114.0
Dueto Related Parties Current,,2511544.0,
Total Tax Payable,10385.0,390.0,0.0
Income Tax Payable,10385.0,390.0,0.0
Accounts Payable,2805764.0,2102418.0,1841297.0
Total Assets,14378372.0,22870228.0,40808071.0
Total Non Current Assets,534723.0,1909642.0,19873273.0
Other Non Current Assets,,,-1000.0
Non Current Prepaid Assets,,,0.0
Goodwill And Other Intangible Assets,0.0,,15918759.0
Other Intangible Assets,,,15918759.0
Net PPE,534723.0,1909642.0,3954514.0
Accumulated Depreciation,-900121.0,,-8385402.0
Gross PPE,1434844.0,1909642.0,12339916.0
Leases,109543.0,,573555.0
Construction In Progress,0.0,,0.0
Other Properties,,1909642.0,3464352.0
Machinery Furniture Equipment,1325301.0,,5866739.0
Land And Improvements,0.0,,2435270.0
Properties,0.0,,0.0
Current Assets,13843649.0,20960586.0,20934798.0
Assets Held For Sale Current,640000.0,,0.0
Restricted Cash,253188.0,488385.0,592652.0
Prepaid Assets,5243334.0,8121017.0,6785112.0
Inventory,2484290.0,3989318.0,6427227.0
Finished Goods,2256352.0,,5652593.0
Work In Process,0.0,,382982.0
Raw Materials,227938.0,,391652.0
Receivables,4256030.0,8024397.0,4166506.0
Other Receivables,2134449.0,,2695154.0
Accounts Receivable,2121581.0,8024397.0,1471352.0
Allowance For Doubtful Accounts Receivable,-893848.0,,-167177.0
Gross Accounts Receivable,3015429.0,,1638529.0
Cash Cash Equivalents And Short Term Investments,966807.0,337469.0,2963301.0
Cash And Cash Equivalents,966807.0,337469.0,2963301.0
Cash Financial,966807.0,337469.0,2963301.0
