,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31
Ordinary Shares Number,335331248.0,313594977.0,307886217.0,303403367.0,300095288.0
Share Issued,335331248.0,313594977.0,307886217.0,303403367.0,300095288.0
Net Debt,217443000.0,2852000.0,,,
Total Debt,462480000.0,461353000.0,17542000.0,19622000.0,21613000.0
Tangible Book Value,-3129000.0,164005000.0,249854000.0,258765000.0,258511000.0
Invested Capital,635315000.0,795759000.0,435689000.0,444802000.0,441286000.0
Working Capital,305907000.0,565554000.0,151972000.0,170258000.0,160147000.0
Net Tangible Assets,-3129000.0,164005000.0,249854000.0,258765000.0,258511000.0
Capital Lease Obligations,15596000.0,15152000.0,17542000.0,19622000.0,21613000.0
Common Stock Equity,188431000.0,349558000.0,435689000.0,444802000.0,441286000.0
Total Capitalization,635315000.0,795759000.0,435689000.0,444802000.0,441286000.0
Total Equity Gross Minority Interest,188431000.0,349558000.0,435689000.0,444802000.0,441286000.0
Stockholders Equity,188431000.0,349558000.0,435689000.0,444802000.0,441286000.0
Gains Losses Not Affecting Retained Earnings,6362000.0,4458000.0,3852000.0,3694000.0,-1097000.0
Other Equity Adjustments,6362000.0,4458000.0,3852000.0,3694000.0,-1097000.0
Retained Earnings,-1449861000.0,-1297406000.0,-1238221000.0,-1215629000.0,-1203001000.0
Additional Paid In Capital,1631896000.0,1642478000.0,1670030000.0,1656709000.0,1645356000.0
Capital Stock,34000.0,28000.0,28000.0,28000.0,28000.0
Common Stock,34000.0,28000.0,28000.0,28000.0,28000.0
Total Liabilities Net Minority Interest,957255000.0,756502000.0,260736000.0,213588000.0,192510000.0
Total Non Current Liabilities Net Minority Interest,487800000.0,567913000.0,57245000.0,59034000.0,50432000.0
Other Non Current Liabilities,1060000.0,4078000.0,3212000.0,3112000.0,3413000.0
Derivative Product Liabilities,0.0,56820000.0,13369000.0,7690000.0,18077000.0
Non Current Deferred Liabilities,31556000.0,53605000.0,31525000.0,37426000.0,16550000.0
Non Current Deferred Revenue,27522000.0,48332000.0,25013000.0,29676000.0,11182000.0
Long Term Debt And Capital Lease Obligation,455184000.0,453410000.0,9139000.0,10806000.0,12392000.0
Long Term Capital Lease Obligation,8300000.0,7209000.0,9139000.0,10806000.0,12392000.0
Long Term Debt,446884000.0,446201000.0,,,
Current Liabilities,469455000.0,188589000.0,203491000.0,154554000.0,142078000.0
Other Current Liabilities,175101000.0,3897000.0,9226000.0,9482000.0,15053000.0
Current Deferred Liabilities,230249000.0,151080000.0,154655000.0,116151000.0,92188000.0
Current Deferred Revenue,220572000.0,145857000.0,148006000.0,108336000.0,82275000.0
Current Debt And Capital Lease Obligation,7296000.0,7943000.0,8403000.0,8816000.0,9221000.0
Current Capital Lease Obligation,7296000.0,7943000.0,8403000.0,8816000.0,9221000.0
Pensionand Other Post Retirement Benefit Plans Current,0.0,0.0,0.0,0.0,250000.0
Payables And Accrued Expenses,56809000.0,25669000.0,31207000.0,20105000.0,25366000.0
Current Accrued Expenses,39825000.0,19040000.0,17932000.0,13463000.0,19970000.0
Payables,16984000.0,6629000.0,13275000.0,6642000.0,5396000.0
Total Tax Payable,6372000.0,3181000.0,2222000.0,2545000.0,2792000.0
Accounts Payable,10612000.0,3448000.0,11053000.0,4097000.0,2604000.0
Total Assets,1145686000.0,1106060000.0,696425000.0,658390000.0,633796000.0
Total Non Current Assets,370324000.0,351917000.0,340962000.0,333578000.0,331571000.0
Other Non Current Assets,13603000.0,7330000.0,7740000.0,7141000.0,7295000.0
Goodwill And Other Intangible Assets,191560000.0,185553000.0,185835000.0,186037000.0,182775000.0
Other Intangible Assets,48108000.0,46599000.0,47191000.0,47547000.0,46426000.0
Goodwill,143452000.0,138954000.0,138644000.0,138490000.0,136349000.0
Net PPE,165161000.0,159034000.0,147387000.0,140400000.0,141501000.0
Accumulated Depreciation,-237979000.0,-231106000.0,-258311000.0,-253502000.0,-246839000.0
Gross PPE,403140000.0,390140000.0,405698000.0,393902000.0,388340000.0
Leases,17544000.0,17481000.0,17468000.0,17339000.0,17271000.0
Construction In Progress,79114000.0,94769000.0,74481000.0,69903000.0,65451000.0
Other Properties,281968000.0,254503000.0,291491000.0,285061000.0,285127000.0
Machinery Furniture Equipment,24514000.0,23387000.0,22258000.0,21599000.0,20491000.0
Properties,0.0,0.0,0.0,0.0,0.0
Current Assets,775362000.0,754143000.0,355463000.0,324812000.0,302225000.0
Other Current Assets,44984000.0,29581000.0,25977000.0,17447000.0,17719000.0
Restricted Cash,642000.0,906000.0,6316000.0,6607000.0,6598000.0
Inventory,6118000.0,,,,0.0
Receivables,83528000.0,46332000.0,51633000.0,74663000.0,55833000.0
Accounts Receivable,83528000.0,46332000.0,51633000.0,74663000.0,55833000.0
Allowance For Doubtful Accounts Receivable,-3000.0,-31000.0,-396000.0,-1460000.0,-807000.0
Gross Accounts Receivable,83531000.0,46363000.0,52029000.0,76123000.0,56640000.0
Cash Cash Equivalents And Short Term Investments,640090000.0,677324000.0,271537000.0,226095000.0,222075000.0
Other Short Term Investments,410649000.0,233975000.0,90450000.0,92624000.0,104027000.0
Cash And Cash Equivalents,229441000.0,443349000.0,181087000.0,133471000.0,118048000.0
