,2025-03-31
Ordinary Shares Number,23012500.0
Share Issued,23012500.0
Total Debt,198822.0
Tangible Book Value,5799468.0
Invested Capital,5903160.0
Working Capital,6208550.0
Net Tangible Assets,5799468.0
Capital Lease Obligations,95130.0
Common Stock Equity,5799468.0
Total Capitalization,5799468.0
Total Equity Gross Minority Interest,5799468.0
Stockholders Equity,5799468.0
Gains Losses Not Affecting Retained Earnings,5079.0
Other Equity Adjustments,5079.0
Retained Earnings,-269143.0
Additional Paid In Capital,6059532.0
Capital Stock,4000.0
Common Stock,4000.0
Total Liabilities Net Minority Interest,1776087.0
Total Non Current Liabilities Net Minority Interest,1053636.0
Current Liabilities,722451.0
Current Deferred Liabilities,4499.0
Current Deferred Revenue,4499.0
Current Debt And Capital Lease Obligation,198822.0
Current Capital Lease Obligation,95130.0
Current Debt,103692.0
Line Of Credit,103692.0
Payables And Accrued Expenses,519130.0
Current Accrued Expenses,173516.0
Payables,345614.0
Dueto Related Parties Current,0.0
Total Tax Payable,0.0
Income Tax Payable,0.0
Accounts Payable,345614.0
Total Assets,7575555.0
Total Non Current Assets,644554.0
Non Current Prepaid Assets,455148.0
Net PPE,189406.0
Accumulated Depreciation,-37407.0
Gross PPE,226813.0
Leases,25716.0
Other Properties,199192.0
Machinery Furniture Equipment,1905.0
Properties,0.0
Current Assets,6931001.0
Other Current Assets,1110.0
Current Deferred Assets,174915.0
Current Deferred Taxes Assets,174915.0
Prepaid Assets,669407.0
Receivables,1565328.0
Other Receivables,595870.0
Accrued Interest Receivable,1535.0
Loans Receivable,127181.0
Accounts Receivable,840742.0
Allowance For Doubtful Accounts Receivable,-38202.0
Gross Accounts Receivable,878944.0
Cash Cash Equivalents And Short Term Investments,4520241.0
Cash And Cash Equivalents,4520241.0
