,2025-12-31,2024-12-31
Ordinary Shares Number,507636985.0,507636985.0
Share Issued,507636985.0,507636985.0
Tangible Book Value,39687390.0001,42452681.0
Invested Capital,39687390.0001,42452681.0
Working Capital,8116639.0,14361243.0
Net Tangible Assets,39687390.0001,42452681.0
Common Stock Equity,39687390.0001,42452681.0
Total Capitalization,39687390.0001,42452681.0
Total Equity Gross Minority Interest,39294011.0001,42062132.0
Minority Interest,-393379.0,-390549.0
Stockholders Equity,39687390.0001,42452681.0
Gains Losses Not Affecting Retained Earnings,-19497354.0,-29579867.0
Other Equity Adjustments,1584137.0,1680297.0
Foreign Currency Translation Adjustments,-21081491.0,-31260164.0
Retained Earnings,-68294697.0,-55446893.0
Capital Stock,127479441.0,127479441.0
Common Stock,127479441.0,127479441.0
Total Liabilities Net Minority Interest,678627.0,442543.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,678627.0,442543.0
Payables And Accrued Expenses,678627.0,442543.0
Payables,678627.0,442543.0
Other Payable,526396.0,295129.0
Accounts Payable,152231.0,147414.0
Total Assets,39972638.0,42504675.0
Total Non Current Assets,31177372.0,27700889.0
Non Current Accounts Receivable,307126.0,91752.0
Net PPE,30870246.0,27609137.0
Accumulated Depreciation,-49773.0,-686757.0
Gross PPE,30920019.0,28295894.0
Construction In Progress,1602870.0,
Other Properties,29127007.0,27432482.0
Machinery Furniture Equipment,64923.0,863412.0
Land And Improvements,125219.0,
Current Assets,8795266.0,14803786.0
Prepaid Assets,3652581.0,732023.0
Receivables,101423.0,287541.0
Other Receivables,101423.0,287541.0
Cash Cash Equivalents And Short Term Investments,5041262.0,13784222.0
Other Short Term Investments,,9206127.0
Cash And Cash Equivalents,5041262.0,4578095.0
Cash Equivalents,2725086.0,4392742.0
Cash Financial,2316176.0,185353.0
