,2026-03-31,2025-12-31,2025-09-30,2025-03-31
Ordinary Shares Number,30666667.0,30666667.0,30666667.0,30666667.0
Share Issued,30666667.0,30666667.0,30666667.0,30666667.0
Net Debt,426510.0,16978.0,,
Total Debt,480000.0,200000.0,,
Tangible Book Value,240175395.0,240410462.0,239052676.0,234887039.0
Invested Capital,240655395.0,240610462.0,239052676.0,234887039.0
Working Capital,-2183492.0,-578093.0,205592.0,1061121.0
Net Tangible Assets,240175395.0,240410462.0,239052676.0,234887039.0
Common Stock Equity,240175395.0,240410462.0,239052676.0,234887039.0
Total Capitalization,240655395.0,240610462.0,239052676.0,234887039.0
Total Equity Gross Minority Interest,240175395.0,240410462.0,239052676.0,234887039.0
Stockholders Equity,240175395.0,240410462.0,239052676.0,234887039.0
Retained Earnings,-2664259.0,-778860.0,224367.0,1132396.0
Additional Paid In Capital,0.0,0.0,0.0,0.0
Capital Stock,242839654.0,241189322.0,238828309.0,233754643.0
Common Stock,242839654.0,241189322.0,238828309.0,233754643.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,2880686.0,1095805.0,275574.0,75033.0
Total Non Current Liabilities Net Minority Interest,480000.0,200000.0,0.0,0.0
Long Term Debt And Capital Lease Obligation,480000.0,200000.0,,
Long Term Debt,480000.0,200000.0,,
Current Liabilities,2400686.0,895805.0,275574.0,75033.0
Current Deferred Liabilities,70.0,70.0,70.0,70.0
Payables And Accrued Expenses,2400616.0,895735.0,275504.0,74963.0
Current Accrued Expenses,,895735.0,0.0,0.0
Payables,2400616.0,,275504.0,74963.0
Accounts Payable,2400616.0,,275504.0,74963.0
Total Assets,243056081.0,241506267.0,239328250.0,234962072.0
Total Non Current Assets,242838887.0,241188555.0,238847084.0,233825918.0
Other Non Current Assets,242838887.0,241188555.0,238827542.0,233753876.0
Non Current Prepaid Assets,,0.0,19542.0,72042.0
Current Assets,217194.0,317712.0,481166.0,1136154.0
Prepaid Assets,154434.0,125420.0,151642.0,187656.0
Receivables,9270.0,9270.0,5840.0,
Other Receivables,9270.0,9270.0,5840.0,
Cash Cash Equivalents And Short Term Investments,53490.0,183022.0,323684.0,948498.0
Cash And Cash Equivalents,53490.0,183022.0,323684.0,948498.0
Cash Financial,53490.0,183022.0,323684.0,948498.0
