,2026-03-31
Ordinary Shares Number,23446250.0
Share Issued,23446250.0
Total Debt,45078.0
Tangible Book Value,166964924.0
Invested Capital,167010002.0
Working Capital,984296.0
Net Tangible Assets,166964924.0
Common Stock Equity,166964924.0
Total Capitalization,166964924.0
Total Equity Gross Minority Interest,166964924.0
Stockholders Equity,166964924.0
Retained Earnings,-5854877.0
Additional Paid In Capital,0.0
Capital Stock,172819801.0
Common Stock,172819801.0
Preferred Stock,0.0
Total Liabilities Net Minority Interest,7166845.0
Total Non Current Liabilities Net Minority Interest,6900000.0
Tradeand Other Payables Non Current,6900000.0
Current Liabilities,266845.0
Current Debt And Capital Lease Obligation,45078.0
Current Debt,45078.0
Other Current Borrowings,45078.0
Payables And Accrued Expenses,221767.0
Current Accrued Expenses,221767.0
Total Assets,174131769.0
Total Non Current Assets,172880628.0
Other Non Current Assets,172819182.0
Non Current Prepaid Assets,61446.0
Non Current Deferred Assets,0.0
Current Assets,1251141.0
Prepaid Assets,81571.0
Receivables,1907.0
Other Receivables,1907.0
Cash Cash Equivalents And Short Term Investments,1167663.0
Cash And Cash Equivalents,1167663.0
Cash Financial,1167663.0
