,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1652224.0,1437500.0,1437500.0
Share Issued,1652224.0,1437500.0,1437500.0
Total Debt,1055232.0,963405.0,1229005.0
Tangible Book Value,6905426.0,5579276.0,6380924.0
Invested Capital,7482177.0,6268375.0,7216724.0
Working Capital,6980233.0,6074216.0,6728862.0
Net Tangible Assets,6905426.0,5579276.0,6380924.0
Capital Lease Obligations,478481.0,274306.0,393205.0
Common Stock Equity,6905426.0,5579276.0,6380924.0
Total Capitalization,7264497.0,6051825.0,6959995.0
Total Equity Gross Minority Interest,6905426.0,5579276.0,6380924.0
Stockholders Equity,6905426.0,5579276.0,6380924.0
Gains Losses Not Affecting Retained Earnings,17220.0,-42870.0,250665.0
Other Equity Adjustments,17220.0,-42870.0,250665.0
Retained Earnings,-2516356.0,-671467.0,-163354.0
Additional Paid In Capital,9401440.0,6290712.0,6290712.0
Capital Stock,3122.0,2901.0,2901.0
Common Stock,3122.0,2901.0,2901.0
Total Liabilities Net Minority Interest,3657352.0,3598059.0,5150884.0
Total Non Current Liabilities Net Minority Interest,718108.0,947559.0,1148304.0
Non Current Deferred Liabilities,251466.0,378976.0,391836.0
Non Current Deferred Taxes Liabilities,251466.0,378976.0,391836.0
Long Term Debt And Capital Lease Obligation,466642.0,568583.0,756468.0
Long Term Capital Lease Obligation,107571.0,96034.0,177397.0
Long Term Debt,359071.0,472549.0,579071.0
Current Liabilities,2939244.0,2650500.0,4002580.0
Current Deferred Liabilities,18153.0,,0.0
Current Deferred Revenue,18153.0,,0.0
Current Debt And Capital Lease Obligation,588590.0,394822.0,472537.0
Current Capital Lease Obligation,370910.0,178272.0,215808.0
Current Debt,217680.0,216550.0,256729.0
Other Current Borrowings,217680.0,216550.0,256729.0
Payables And Accrued Expenses,2332501.0,2255678.0,3530043.0
Current Accrued Expenses,127981.0,28080.0,208454.0
Payables,2204520.0,2227598.0,3321589.0
Other Payable,283276.0,488681.0,503997.0
Dueto Related Parties Current,1004334.0,1296180.0,1054597.0
Total Tax Payable,83815.0,112066.0,93399.0
Accounts Payable,833095.0,330671.0,1669596.0
Total Assets,10562778.0,9177335.0,11531808.0
Total Non Current Assets,643301.0,452619.0,800366.0
Other Non Current Assets,,,1.0
Non Current Prepaid Assets,69962.0,82782.0,72354.0
Non Current Deferred Assets,,,0.0
Non Current Accounts Receivable,89912.0,95707.0,333786.0
Net PPE,483427.0,274130.0,394225.0
Accumulated Depreciation,-26578.0,-25318.0,-23325.0
Gross PPE,510005.0,299448.0,417550.0
Other Properties,483135.0,272578.0,390680.0
Machinery Furniture Equipment,26870.0,26870.0,26870.0
Current Assets,9919477.0,8724716.0,10731442.0
Prepaid Assets,251269.0,59994.0,24029.0
Receivables,5860412.0,5731199.0,7333989.0
Other Receivables,4287038.0,4259768.0,4618205.0
Duefrom Related Parties Current,122842.0,0.0,19901.0
Accrued Interest Receivable,128588.0,84761.0,28462.0
Loans Receivable,1321944.0,1189750.0,2621944.0
Accounts Receivable,0.0,196920.0,45477.0
Allowance For Doubtful Accounts Receivable,-63845.0,-112532.0,-60994.0
Gross Accounts Receivable,63845.0,309452.0,106471.0
Cash Cash Equivalents And Short Term Investments,3807796.0,2933523.0,3373424.0
Cash And Cash Equivalents,3807796.0,2933523.0,3373424.0
Cash Financial,3807796.0,2933523.0,3373424.0
