,2025-09-30,2025-03-31
Ordinary Shares Number,11583839.0,11583839.0
Share Issued,11583839.0,11583839.0
Total Debt,73245.0,106414.0
Tangible Book Value,5993710.0,1539705.0
Invested Capital,6894745.0,2439628.0
Working Capital,3032675.0,708191.0
Net Tangible Assets,5993710.0,1539705.0
Capital Lease Obligations,73245.0,106414.0
Common Stock Equity,6894745.0,2439628.0
Total Capitalization,6894745.0,2439628.0
Total Equity Gross Minority Interest,6894745.0,2439628.0
Stockholders Equity,6894745.0,2439628.0
Gains Losses Not Affecting Retained Earnings,14116.0,9527.0
Other Equity Adjustments,14116.0,9527.0
Retained Earnings,2101998.0,1890054.0
Additional Paid In Capital,4767047.0,529963.0
Capital Stock,11584.0,10084.0
Common Stock,11584.0,10084.0
Total Liabilities Net Minority Interest,429970.0,413253.0
Total Non Current Liabilities Net Minority Interest,5708.0,39720.0
Long Term Debt And Capital Lease Obligation,5708.0,39720.0
Long Term Capital Lease Obligation,5708.0,39720.0
Current Liabilities,424262.0,373533.0
Other Current Liabilities,128390.0,
Current Debt And Capital Lease Obligation,67537.0,66694.0
Current Capital Lease Obligation,67537.0,66694.0
Payables And Accrued Expenses,228335.0,306839.0
Payables,228335.0,306839.0
Other Payable,,238861.0
Dueto Related Parties Current,137845.0,0.0
Total Tax Payable,90490.0,67978.0
Income Tax Payable,56444.0,42402.0
Accounts Payable,0.0,0.0
Total Assets,7324715.0,2852881.0
Total Non Current Assets,3867778.0,1771157.0
Non Current Prepaid Assets,2893993.0,
Non Current Deferred Assets,1434.0,767147.0
Non Current Deferred Taxes Assets,1434.0,1583.0
Goodwill And Other Intangible Assets,901035.0,899923.0
Other Intangible Assets,901035.0,899923.0
Net PPE,71316.0,104087.0
Accumulated Depreciation,-3424.0,-2689.0
Gross PPE,74740.0,106776.0
Other Properties,69284.0,101317.0
Machinery Furniture Equipment,5456.0,5459.0
Buildings And Improvements,,101317.0
Properties,,0.0
Current Assets,3456937.0,1081724.0
Other Current Assets,139687.0,
Prepaid Assets,1680471.0,20295.0
Receivables,594549.0,872943.0
Receivables Adjustments Allowances,,-30.0
Duefrom Related Parties Current,,365842.0
Accounts Receivable,594549.0,507131.0
Allowance For Doubtful Accounts Receivable,-3758.0,-6610.0
Gross Accounts Receivable,598307.0,513741.0
Cash Cash Equivalents And Short Term Investments,1042230.0,188486.0
Cash And Cash Equivalents,1042230.0,188486.0
Cash Financial,1042230.0,188486.0
