,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,903000000.0,2190000000.0,1718000000.0,692000000.0,964000000.0,,
Repurchase Of Capital Stock,-1500000000.0,-1501000000.0,-1500000000.0,-1551000000.0,-1500000000.0,,
Repayment Of Debt,-932000000.0,-201000000.0,-3291000000.0,-1612000000.0,0.0,,
Issuance Of Debt,930000000.0,400000000.0,3290000000.0,405000000.0,1491000000.0,,
Issuance Of Capital Stock,,43000000.0,0.0,,,40000000.0,0.0
Capital Expenditure,-231000000.0,-194000000.0,-256000000.0,-206000000.0,-196000000.0,,
Interest Paid Supplemental Data,18000000.0,196000000.0,19000000.0,189000000.0,2000000.0,,
Income Tax Paid Supplemental Data,7000000.0,66000000.0,196000000.0,742000000.0,95000000.0,,
End Cash Position,22443000000.0,24018000000.0,23853000000.0,18980000000.0,21101000000.0,,
Beginning Cash Position,24018000000.0,23853000000.0,18980000000.0,21101000000.0,22490000000.0,,
Effect Of Exchange Rate Changes,-50000000.0,28000000.0,-44000000.0,195000000.0,94000000.0,,
Changes In Cash,-1525000000.0,137000000.0,4917000000.0,-2316000000.0,-1483000000.0,,
Financing Cash Flow,-559000000.0,-1949000000.0,-1829000000.0,-3174000000.0,994000000.0,,
Cash Flow From Continuing Financing Activities,-559000000.0,-1949000000.0,-1829000000.0,-3174000000.0,994000000.0,,
Net Other Financing Charges,1073000000.0,-560000000.0,-328000000.0,-490000000.0,1003000000.0,,
Cash Dividends Paid,-130000000.0,,,,0.0,,
Common Stock Dividend Paid,-130000000.0,,,,0.0,,
Net Common Stock Issuance,-1500000000.0,-1458000000.0,-1500000000.0,-1477000000.0,-1500000000.0,,
Common Stock Payments,-1500000000.0,-1501000000.0,-1500000000.0,-1551000000.0,-1500000000.0,,
Common Stock Issuance,,43000000.0,0.0,,,40000000.0,0.0
Net Issuance Payments Of Debt,-2000000.0,199000000.0,-1000000.0,-1207000000.0,1491000000.0,,
Net Long Term Debt Issuance,-2000000.0,199000000.0,-1000000.0,-1207000000.0,1491000000.0,,
Long Term Debt Payments,-932000000.0,-201000000.0,-3291000000.0,-1612000000.0,0.0,,
Long Term Debt Issuance,930000000.0,400000000.0,3290000000.0,405000000.0,1491000000.0,,
Investing Cash Flow,-2100000000.0,-298000000.0,4772000000.0,-40000000.0,-3637000000.0,,
Cash Flow From Continuing Investing Activities,-2100000000.0,-298000000.0,4772000000.0,-40000000.0,-3637000000.0,,
Net Other Investing Changes,-353000000.0,438000000.0,1983000000.0,-571000000.0,-2825000000.0,,
Net Investment Purchase And Sale,-1402000000.0,-542000000.0,3045000000.0,736000000.0,-618000000.0,,
Sale Of Investment,4521000000.0,3906000000.0,7432000000.0,6331000000.0,5552000000.0,,
Purchase Of Investment,-5923000000.0,-4448000000.0,-4387000000.0,-5595000000.0,-6170000000.0,,
Net Business Purchase And Sale,-122000000.0,,,,0.0,,
Purchase Of Business,-122000000.0,,,,0.0,,
Net PPE Purchase And Sale,-223000000.0,-194000000.0,-256000000.0,-205000000.0,-194000000.0,,
Sale Of PPE,8000000.0,0.0,0.0,1000000.0,2000000.0,,
Purchase Of PPE,-231000000.0,-194000000.0,-256000000.0,-206000000.0,-196000000.0,,
Operating Cash Flow,1134000000.0,2384000000.0,1974000000.0,898000000.0,1160000000.0,,
Cash Flow From Continuing Operating Activities,1134000000.0,2384000000.0,1974000000.0,898000000.0,1160000000.0,,
Change In Working Capital,-555000000.0,495000000.0,101000000.0,-984000000.0,-676000000.0,,
Change In Other Working Capital,-313000000.0,246000000.0,-69000000.0,-1184000000.0,-311000000.0,,
Change In Other Current Liabilities,-437000000.0,,,,-279000000.0,,
Change In Other Current Assets,249000000.0,,,,64000000.0,,
Change In Payables And Accrued Expense,-52000000.0,10000000.0,44000000.0,2000000.0,-52000000.0,,
Change In Payable,-52000000.0,10000000.0,44000000.0,2000000.0,-52000000.0,,
Change In Account Payable,-52000000.0,10000000.0,44000000.0,2000000.0,-52000000.0,,
Change In Receivables,-2000000.0,133000000.0,126000000.0,-17000000.0,-98000000.0,,
Changes In Account Receivables,-2000000.0,133000000.0,126000000.0,-17000000.0,-98000000.0,,
Other Non Cash Items,276000000.0,-17000000.0,-29000000.0,217000000.0,139000000.0,,
Stock Based Compensation,259000000.0,210000000.0,257000000.0,286000000.0,249000000.0,,
Amortization Of Securities,-8000000.0,-6000000.0,-20000000.0,-27000000.0,-30000000.0,,
Deferred Tax,-290000000.0,124000000.0,182000000.0,-83000000.0,-6000000.0,,
Deferred Income Tax,-290000000.0,124000000.0,182000000.0,-83000000.0,-6000000.0,,
Depreciation Amortization Depletion,238000000.0,234000000.0,245000000.0,239000000.0,245000000.0,,
Depreciation And Amortization,238000000.0,234000000.0,245000000.0,239000000.0,245000000.0,,
Operating Gains Losses,101000000.0,-93000000.0,-10000000.0,-11000000.0,-48000000.0,,
Gain Loss On Investment Securities,101000000.0,-93000000.0,-10000000.0,-11000000.0,-48000000.0,,
Net Income From Continuing Operations,1113000000.0,1437000000.0,1248000000.0,1261000000.0,1287000000.0,,
