,2026-01-31,2025-10-31,2025-01-31,2024-10-31
Free Cash Flow,-21027000.0,-22290000.0,-18740000.0,-11669000.0
Repayment Of Debt,-1821000.0,-2471000.0,-40000.0,-85000.0
Issuance Of Debt,0.0,24975000.0,15000000.0,1680000.0
Issuance Of Capital Stock,65629000.0,218000.0,0.0,0.0
Capital Expenditure,-3482000.0,-3562000.0,-5844000.0,-1924000.0
Interest Paid Supplemental Data,835000.0,428000.0,1476000.0,1602000.0
Income Tax Paid Supplemental Data,118000.0,49000.0,0.0,0.0
End Cash Position,57562000.0,15389000.0,13844000.0,19976000.0
Beginning Cash Position,15389000.0,22843000.0,19976000.0,30200000.0
Effect Of Exchange Rate Changes,-255000.0,6000.0,,0.0
Changes In Cash,42428000.0,-7460000.0,-6132000.0,-10224000.0
Financing Cash Flow,67338000.0,17416000.0,15449000.0,1586000.0
Cash Flow From Continuing Financing Activities,67338000.0,17416000.0,15449000.0,1586000.0
Net Other Financing Charges,4094000.0,-5806000.0,0.0,-9000.0
Proceeds From Stock Option Exercised,,500000.0,489000.0,0.0
Net Preferred Stock Issuance,-1000.0,218000.0,0.0,0.0
Preferred Stock Issuance,-1000.0,218000.0,0.0,0.0
Net Issuance Payments Of Debt,-1821000.0,22504000.0,14960000.0,1595000.0
Net Long Term Debt Issuance,-1821000.0,22504000.0,14960000.0,1595000.0
Long Term Debt Payments,-1821000.0,-2471000.0,-40000.0,-85000.0
Long Term Debt Issuance,0.0,24975000.0,15000000.0,1680000.0
Investing Cash Flow,-7365000.0,-6148000.0,-8685000.0,-2065000.0
Cash Flow From Continuing Investing Activities,-7365000.0,-6148000.0,-8685000.0,-2065000.0
Net Business Purchase And Sale,-3883000.0,-2586000.0,-2841000.0,-141000.0
Purchase Of Business,-3883000.0,-2586000.0,-2841000.0,-141000.0
Net PPE Purchase And Sale,-736000.0,67000.0,-159000.0,58000.0
Purchase Of PPE,-736000.0,67000.0,-159000.0,58000.0
Capital Expenditure Reported,-2746000.0,-3629000.0,-5685000.0,-1982000.0
Operating Cash Flow,-17545000.0,-18728000.0,-12896000.0,-9745000.0
Cash Flow From Continuing Operating Activities,-17545000.0,-18728000.0,-12910000.0,-9745000.0
Change In Working Capital,1002000.0,6126000.0,2283000.0,-116000.0
Change In Other Working Capital,2743000.0,2000.0,318000.0,579000.0
Change In Other Current Liabilities,807000.0,-92000.0,1264000.0,-1288000.0
Change In Other Current Assets,3527000.0,-298000.0,24000.0,-74000.0
Change In Payables And Accrued Expense,-6434000.0,8624000.0,1194000.0,1070000.0
Change In Accrued Expense,-5261000.0,8918000.0,754000.0,992000.0
Change In Payable,-1173000.0,-294000.0,440000.0,78000.0
Change In Account Payable,-1173000.0,-294000.0,440000.0,78000.0
Change In Prepaid Assets,-217000.0,-55000.0,-1023000.0,-141000.0
Change In Receivables,576000.0,-2055000.0,506000.0,-262000.0
Changes In Account Receivables,576000.0,-2055000.0,506000.0,-262000.0
Other Non Cash Items,2737000.0,3934000.0,1240000.0,1072000.0
Stock Based Compensation,10522000.0,1653000.0,346000.0,595000.0
Unrealized Gain Loss On Investment Securities,13025000.0,9067000.0,-2059000.0,538000.0
Provisionand Write Offof Assets,251000.0,-334000.0,19000.0,15000.0
Deferred Tax,326000.0,-106000.0,-236000.0,-148000.0
Deferred Income Tax,326000.0,-106000.0,-236000.0,-148000.0
Depreciation Amortization Depletion,3117000.0,2846000.0,2140000.0,1949000.0
Depreciation And Amortization,3117000.0,2846000.0,2140000.0,1949000.0
Operating Gains Losses,0.0,-2888000.0,126000.0,-24000.0
Earnings Losses From Equity Investments,0.0,-2888000.0,144000.0,163000.0
Gain Loss On Sale Of PPE,,0.0,,-187000.0
Net Income From Continuing Operations,-48648000.0,-39026000.0,-44782000.0,-13626000.0
