,2025-12-31,2025-09-30,2024-12-31,2024-09-30
Free Cash Flow,-140563000.0,-64659000.0,-7052000.0,-10662000.0
Repayment Of Debt,-304830000.0,,0.0,
Issuance Of Debt,293560000.0,173290000.0,10000000.0,0.0
Issuance Of Capital Stock,-6141000.0,,,
Capital Expenditure,-2654000.0,-2988000.0,-2445000.0,-1683000.0
Interest Paid Supplemental Data,11651000.0,21837000.0,17300000.0,709000.0
Income Tax Paid Supplemental Data,,121000.0,131000.0,5000.0
End Cash Position,894848000.0,1107997000.0,646858000.0,506969000.0
Beginning Cash Position,1107997000.0,597891000.0,506969000.0,586756000.0
Changes In Cash,-213149000.0,510106000.0,139889000.0,-79787000.0
Financing Cash Flow,-23563000.0,613656000.0,140446000.0,-71777000.0
Cash Flow From Continuing Financing Activities,-23563000.0,613656000.0,140446000.0,-71777000.0
Net Other Financing Charges,-6152000.0,43210000.0,130446000.0,-71777000.0
Net Common Stock Issuance,-6141000.0,,,
Common Stock Issuance,-6141000.0,,,
Net Issuance Payments Of Debt,-11270000.0,123140000.0,10000000.0,0.0
Net Long Term Debt Issuance,30980000.0,123140000.0,0.0,0.0
Long Term Debt Payments,-188330000.0,,0.0,
Long Term Debt Issuance,219310000.0,173290000.0,0.0,0.0
Investing Cash Flow,-51677000.0,-41879000.0,4050000.0,969000.0
Cash Flow From Continuing Investing Activities,-51677000.0,-41879000.0,4050000.0,969000.0
Net Other Investing Changes,-49001000.0,-38832000.0,6495000.0,3002000.0
Net Investment Purchase And Sale,-22000.0,,0.0,
Purchase Of Investment,-22000.0,,0.0,
Net Intangibles Purchase And Sale,-473000.0,-1085000.0,-781000.0,-19000.0
Purchase Of Intangibles,-473000.0,-1085000.0,-781000.0,-19000.0
Capital Expenditure Reported,-2181000.0,-1903000.0,-1664000.0,-1664000.0
Operating Cash Flow,-137909000.0,-61671000.0,-4607000.0,-8979000.0
Cash Flow From Continuing Operating Activities,-137909000.0,-61671000.0,-4607000.0,-8979000.0
Change In Working Capital,-110110000.0,32934000.0,26777000.0,21623000.0
Change In Other Current Liabilities,4275000.0,-50121000.0,23749000.0,-36230000.0
Change In Other Current Assets,-107148000.0,75982000.0,-24799000.0,35246000.0
Change In Payables And Accrued Expense,-11961000.0,15872000.0,12194000.0,5946000.0
Change In Payable,-11961000.0,15872000.0,12194000.0,5946000.0
Change In Account Payable,-9667000.0,15043000.0,1347000.0,-8283000.0
Change In Receivables,4724000.0,-8799000.0,15633000.0,16661000.0
Changes In Account Receivables,4724000.0,-8799000.0,15633000.0,16661000.0
Other Non Cash Items,180316000.0,-110372000.0,-225450000.0,40576000.0
Stock Based Compensation,35997000.0,45751000.0,1113000.0,1338000.0
Unrealized Gain Loss On Investment Securities,-113002000.0,116263000.0,207955000.0,4786000.0
Provisionand Write Offof Assets,5965000.0,7693000.0,3311000.0,4727000.0
Depreciation Amortization Depletion,7534000.0,7672000.0,8305000.0,8151000.0
Depreciation And Amortization,7534000.0,7672000.0,8305000.0,8151000.0
Operating Gains Losses,-4436000.0,,,
Gain Loss On Investment Securities,-4436000.0,,,
Net Income From Continuing Operations,-140823000.0,-159514000.0,-26994000.0,-90180000.0
