,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-486511.693381,-1013382.050217,-398259.0,104600.0,-809607.847946
Tax Rate For Calcs,0.223992,0.188501,0.171,0.2,0.258001
Normalized EBITDA,188610000.0,190480000.0,245222000.0,219945000.0,186151000.0
Total Unusual Items,-2172000.0,-5376000.0,-2329000.0,523000.0,-3138000.0
Total Unusual Items Excluding Goodwill,-2172000.0,-5376000.0,-2329000.0,523000.0,-3138000.0
Net Income From Continuing Operation Net Minority Interest,72674000.0,74344000.0,127927000.0,111720000.0,78798000.0
Reconciled Depreciation,75725000.0,76578000.0,75234000.0,69904000.0,65647000.0
Reconciled Cost Of Revenue,630959000.0,624515000.0,598046000.0,598994000.0,550891000.0
EBITDA,186438000.0,185104000.0,242893000.0,220468000.0,183013000.0
EBIT,110713000.0,108526000.0,167659000.0,150564000.0,117366000.0
Net Interest Income,-13300000.0,-12422000.0,-11132000.0,-8970000.0,-8537000.0
Interest Expense,16942000.0,17004000.0,13532000.0,10850000.0,11351000.0
Interest Income,3642000.0,4582000.0,2400000.0,1880000.0,2814000.0
Normalized Income,74359488.306619,78706617.949783,129857741.0,111301600.0,81126392.152054
Net Income From Continuing And Discontinued Operation,72674000.0,74344000.0,127927000.0,111720000.0,78798000.0
Total Expenses,874286000.0,852414000.0,822040000.0,820037000.0,771815000.0
Total Operating Income As Reported,107496000.0,106274000.0,136923000.0,144393000.0,113448000.0
Diluted Average Shares,64834000.0,65796000.0,66630000.0,67048000.0,67491000.0
Basic Average Shares,64050000.0,65001000.0,65709000.0,65995000.0,66271000.0
Diluted EPS,1.12,1.13,1.92,1.67,1.17
Basic EPS,1.13,1.14,1.95,1.69,1.19
Diluted NI Availto Com Stockholders,72674000.0,74344000.0,127927000.0,111720000.0,78798000.0
Net Income Common Stockholders,72674000.0,74344000.0,127927000.0,111720000.0,78798000.0
Net Income,72674000.0,74344000.0,127927000.0,111720000.0,78798000.0
Minority Interests,-93000.0,74000.0,95000.0,-12000.0,135000.0
Net Income Including Noncontrolling Interests,72767000.0,74270000.0,127832000.0,111732000.0,78663000.0
Net Income Continuous Operations,72767000.0,74270000.0,127832000.0,111732000.0,78663000.0
Tax Provision,21004000.0,17252000.0,26295000.0,27982000.0,27352000.0
Pretax Income,93771000.0,91522000.0,154127000.0,139714000.0,106015000.0
Other Income Expense,-1511000.0,-6378000.0,26168000.0,2712000.0,-938000.0
Other Non Operating Income Expenses,-53000.0,-2253000.0,232000.0,-120000.0,114000.0
Special Income Charges,-1086000.0,-4048000.0,-2168000.0,-1579000.0,-2042000.0
Restructuring And Mergern Acquisition,1086000.0,4048000.0,2168000.0,1579000.0,2042000.0
Earnings From Equity Interest,714000.0,1251000.0,28265000.0,2309000.0,2086000.0
Gain On Sale Of Security,-1086000.0,-1328000.0,-161000.0,2102000.0,-1096000.0
Net Non Operating Interest Income Expense,-13300000.0,-12422000.0,-11132000.0,-8970000.0,-8537000.0
Interest Expense Non Operating,16942000.0,17004000.0,13532000.0,10850000.0,11351000.0
Interest Income Non Operating,3642000.0,4582000.0,2400000.0,1880000.0,2814000.0
Operating Income,108582000.0,110322000.0,139091000.0,145972000.0,115490000.0
Operating Expense,243327000.0,227899000.0,223994000.0,221043000.0,220924000.0
Depreciation Amortization Depletion Income Statement,75725000.0,76578000.0,75234000.0,69904000.0,65647000.0
Depreciation And Amortization In Income Statement,75725000.0,76578000.0,75234000.0,69904000.0,65647000.0
Selling General And Administration,167602000.0,151321000.0,148760000.0,151139000.0,155277000.0
Gross Profit,351909000.0,338221000.0,363085000.0,367015000.0,336414000.0
Cost Of Revenue,630959000.0,624515000.0,598046000.0,598994000.0,550891000.0
Total Revenue,982868000.0,962736000.0,961131000.0,966009000.0,887305000.0
Operating Revenue,982868000.0,962736000.0,961131000.0,966009000.0,887305000.0
