,2026-03-31,2025-10-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-498102.0,-18185.0
Net Income From Continuing Operation Net Minority Interest,725333.0,-18185.0
EBITDA,-498102.0,-18185.0
EBIT,-498102.0,-18185.0
Net Interest Income,1223435.0,
Interest Income,1223435.0,
Normalized Income,725333.0,-18185.0
Net Income From Continuing And Discontinued Operation,725333.0,-18185.0
Total Expenses,498102.0,18185.0
Total Operating Income As Reported,-498102.0,
Diluted NI Availto Com Stockholders,725333.0,-18185.0
Net Income Common Stockholders,725333.0,-18185.0
Net Income,725333.0,-18185.0
Net Income Including Noncontrolling Interests,725333.0,-18185.0
Net Income Continuous Operations,725333.0,-18185.0
Pretax Income,725333.0,-18185.0
Net Non Operating Interest Income Expense,1223435.0,
Interest Income Non Operating,1223435.0,
Operating Income,-498102.0,-18185.0
Operating Expense,498102.0,18185.0
Selling General And Administration,498102.0,18185.0
General And Administrative Expense,498102.0,18185.0
Other Gand A,498102.0,18185.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
