,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-238051.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.187,0.080855,0.118,0.085,0.163,,
Normalized EBITDA,109959000.0,120369000.0,109377000.0,110939000.0,101969000.0,,
Total Unusual Items,-1273000.0,,,,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,-1273000.0,,,,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,51027000.0,67889000.0,56690000.0,61006000.0,51937000.0,,
Reconciled Depreciation,32456000.0,34019000.0,33563000.0,32067000.0,29784000.0,,
Reconciled Cost Of Revenue,417219000.0,435510000.0,415096000.0,394827000.0,362512000.0,,
EBITDA,108686000.0,120369000.0,109377000.0,110939000.0,101969000.0,,
EBIT,76230000.0,86350000.0,75814000.0,78872000.0,72185000.0,,
Net Interest Income,-13459000.0,-12489000.0,-11562000.0,-12200000.0,-10104000.0,,
Interest Expense,13459000.0,12489000.0,11562000.0,12200000.0,10104000.0,,
Normalized Income,52061949.0,67889000.0,56690000.0,61006000.0,51937000.0,,
Net Income From Continuing And Discontinued Operation,51027000.0,67889000.0,56690000.0,61006000.0,51937000.0,,
Total Expenses,618416000.0,632578000.0,621933000.0,592756000.0,552676000.0,,
Total Operating Income As Reported,77959000.0,87542000.0,76288000.0,79236000.0,72626000.0,,
Diluted Average Shares,39395000.0,39882000.0,40137000.0,40002000.0,40844000.0,,
Basic Average Shares,38814000.0,39250000.0,39516000.0,39511000.0,40166000.0,,
Diluted EPS,1.295266,1.7,1.41,1.53,1.27,,
Basic EPS,1.314655,1.73,1.43,1.54,1.29,,
Diluted NI Availto Com Stockholders,51027000.0,67889000.0,56690000.0,61006000.0,51937000.0,,
Net Income Common Stockholders,51027000.0,67889000.0,56690000.0,61006000.0,51937000.0,,
Net Income,51027000.0,67889000.0,56690000.0,61006000.0,51937000.0,,
Minority Interests,,0.0,0.0,0.0,0.0,2000.0,
Net Income Including Noncontrolling Interests,51027000.0,67889000.0,56690000.0,61006000.0,51937000.0,,
Net Income Continuous Operations,51027000.0,67889000.0,56690000.0,61006000.0,51937000.0,,
Tax Provision,11744000.0,5972000.0,7562000.0,5666000.0,10144000.0,,
Pretax Income,62771000.0,73861000.0,64252000.0,66672000.0,62081000.0,,
Other Income Expense,-1729000.0,-1192000.0,-474000.0,-364000.0,,-962000.0,
Other Non Operating Income Expenses,-456000.0,-1192000.0,-474000.0,-364000.0,,-962000.0,
Special Income Charges,-1273000.0,,,,0.0,0.0,0.0
Gain On Sale Of Ppe,,,,,,0.0,0.0
Other Special Charges,1273000.0,,,,,,
Net Non Operating Interest Income Expense,-13459000.0,-12489000.0,-11562000.0,-12200000.0,-10104000.0,,
Interest Expense Non Operating,13459000.0,12489000.0,11562000.0,12200000.0,10104000.0,,
Operating Income,77959000.0,87542000.0,76288000.0,79236000.0,72185000.0,,
Operating Expense,180129000.0,176024000.0,186910000.0,179332000.0,173655000.0,,
Depreciation Amortization Depletion Income Statement,11388000.0,12975000.0,13636000.0,13470000.0,13275000.0,,
Depreciation And Amortization In Income Statement,11388000.0,12975000.0,13636000.0,13470000.0,13275000.0,,
Amortization,11388000.0,12975000.0,13636000.0,13470000.0,13275000.0,,
Amortization Of Intangibles Income Statement,11388000.0,12975000.0,13636000.0,13470000.0,13275000.0,,
Research And Development,30089000.0,32542000.0,33859000.0,33940000.0,28417000.0,,
Selling General And Administration,138652000.0,130507000.0,139415000.0,131922000.0,131963000.0,,
General And Administrative Expense,,,,,131963000.0,,
Other Gand A,,,,,131522000.0,,
Salaries And Wages,,,,,441000.0,,
Gross Profit,258088000.0,263566000.0,263198000.0,258568000.0,245840000.0,,
Cost Of Revenue,438287000.0,456554000.0,435023000.0,413424000.0,379021000.0,,
Total Revenue,696375000.0,720120000.0,698221000.0,671992000.0,624861000.0,,
Operating Revenue,696375000.0,720120000.0,698221000.0,671992000.0,624861000.0,,
