,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.175257,0.182447,0.180251,0.181671,0.17373
Net Income From Continuing Operation Net Minority Interest,8993000.0,10172000.0,9082000.0,8063000.0,7077000.0
Reconciled Depreciation,550000.0,564000.0,554000.0,537000.0,553000.0
Net Interest Income,20689000.0,21111000.0,20058000.0,18409000.0,17799000.0
Interest Expense,18450000.0,19621000.0,20947000.0,21416000.0,20910000.0
Interest Income,39139000.0,40732000.0,41005000.0,39825000.0,38709000.0
Normalized Income,8993000.0,10172000.0,9082000.0,8063000.0,7077000.0
Net Income From Continuing And Discontinued Operation,8993000.0,10172000.0,9082000.0,8063000.0,7077000.0
Diluted Average Shares,11241250.0,11178022.0,11212346.0,11198611.0,11233333.0
Basic Average Shares,11102469.0,11056522.0,11075610.0,11045205.0,11057812.0
Diluted EPS,0.8,0.91,0.81,0.72,0.63
Basic EPS,0.81,0.92,0.82,0.73,0.64
Diluted NI Availto Com Stockholders,8993000.0,10172000.0,9082000.0,8063000.0,7077000.0
Net Income Common Stockholders,8993000.0,10172000.0,9082000.0,8063000.0,7077000.0
Net Income,8993000.0,10172000.0,9082000.0,8063000.0,7077000.0
Net Income Including Noncontrolling Interests,8993000.0,10172000.0,9082000.0,8063000.0,7077000.0
Net Income Continuous Operations,8993000.0,10172000.0,9082000.0,8063000.0,7077000.0
Tax Provision,1911000.0,2270000.0,1997000.0,1790000.0,1488000.0
Pretax Income,10904000.0,12442000.0,11079000.0,9853000.0,8565000.0
Gain On Sale Of Security,13000.0,,,-1000.0,-1000.0
Depreciation Amortization Depletion Income Statement,7000.0,6000.0,7000.0,6000.0,7000.0
Depreciation And Amortization In Income Statement,7000.0,6000.0,7000.0,6000.0,7000.0
Amortization,7000.0,6000.0,7000.0,6000.0,7000.0
Amortization Of Intangibles Income Statement,7000.0,6000.0,7000.0,6000.0,7000.0
Selling General And Administration,7900000.0,7827000.0,7372000.0,6977000.0,7544000.0
General And Administrative Expense,7900000.0,7827000.0,7372000.0,6977000.0,7544000.0
Insurance And Claims,570000.0,629000.0,698000.0,701000.0,694000.0
Salaries And Wages,7330000.0,7198000.0,6674000.0,6276000.0,6850000.0
Total Revenue,25141000.0,25895000.0,24533000.0,22537000.0,21800000.0
Operating Revenue,25141000.0,25895000.0,24533000.0,22537000.0,21800000.0
Occupancy And Equipment,2499000.0,2314000.0,2305000.0,2314000.0,2339000.0
Other Non Interest Expense,3210000.0,2984000.0,3070000.0,2902000.0,2954000.0
