,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-7808129.0,-13937643.0,-7347635.0,-5613267.0,-32017094.0,
Total Unusual Items,2801.0,-309381.0,-380162.0,0.0,,-16250.0
Total Unusual Items Excluding Goodwill,2801.0,-309381.0,-380162.0,0.0,,-16250.0
Net Income From Continuing Operation Net Minority Interest,-8819932.0,-15524104.0,-8615920.0,-5680170.0,-32326016.0,
Reconciled Depreciation,31980.0,0.0,18308.0,18153.0,0.0,
EBITDA,-7805328.0,-14247024.0,-7727797.0,-5613267.0,-32017094.0,
EBIT,-7837308.0,-14247024.0,-7746105.0,-5631420.0,-32017094.0,
Net Interest Income,-1169593.0,-1589048.0,-1301111.0,-212274.0,-425174.0,
Interest Expense,982624.0,1277080.0,869815.0,48750.0,308922.0,
Interest Income,5196.0,205.0,6815.0,28725.0,51699.0,
Normalized Income,-8822733.0,-15214723.0,-8235758.0,-5680170.0,-32326016.0,
Net Income From Continuing And Discontinued Operation,-8819932.0,-15524104.0,-8615920.0,-5680170.0,-32326016.0,
Total Expenses,7008539.0,13625675.0,6934647.0,5708034.0,31940832.0,
Total Operating Income As Reported,-7055662.0,-13696922.0,-6934647.0,-5708034.0,-31900842.0,
Diluted Average Shares,23293453.0,,19211745.0,19026776.0,18135317.0,
Basic Average Shares,23293453.0,,19211745.0,19026776.0,18135317.0,
Diluted EPS,-0.38,,-0.45,-0.3,-1.78,
Basic EPS,-0.38,,-0.45,-0.3,-1.78,
Diluted NI Availto Com Stockholders,-8819932.0,-15524104.0,-8615920.0,-5680170.0,-32326016.0,
Net Income Common Stockholders,-8819932.0,-15524104.0,-8615920.0,-5680170.0,-32326016.0,
Net Income,-8819932.0,-15524104.0,-8615920.0,-5680170.0,-32326016.0,
Net Income Including Noncontrolling Interests,-8819932.0,-15524104.0,-8615920.0,-5680170.0,-32326016.0,
Net Income Continuous Operations,-8819932.0,-15524104.0,-8615920.0,-5680170.0,-32326016.0,
Pretax Income,-8819932.0,-15524104.0,-8615920.0,-5680170.0,-32326016.0,
Other Income Expense,-641800.0,-309381.0,-380162.0,240138.0,,-16250.0
Other Non Operating Income Expenses,-644601.0,,,240138.0,,
Special Income Charges,,0.0,0.0,0.0,,-16250.0
Other Special Charges,,,,,,16250.0
Gain On Sale Of Security,2801.0,-309381.0,-380162.0,,,
Net Non Operating Interest Income Expense,-1169593.0,-1589048.0,-1301111.0,-212274.0,-425174.0,
Total Other Finance Cost,192165.0,312173.0,438111.0,192249.0,167951.0,
Interest Expense Non Operating,982624.0,1277080.0,869815.0,48750.0,308922.0,
Interest Income Non Operating,5196.0,205.0,6815.0,28725.0,51699.0,
Operating Income,-7008539.0,-13625675.0,-6934647.0,-5708034.0,-31900842.0,
Operating Expense,7008539.0,13625675.0,6934647.0,5708034.0,31940832.0,
Other Operating Expenses,1312877.0,-21247.0,,,11737806.0,0.0
Research And Development,1286336.0,1247665.0,715038.0,677332.0,998222.0,
Selling General And Administration,4409326.0,12399257.0,6219609.0,5030702.0,19204804.0,
General And Administrative Expense,4409326.0,12399257.0,6219609.0,5030702.0,19204804.0,
Other Gand A,1676929.0,2808294.0,1179363.0,1504626.0,1807030.0,
Salaries And Wages,2732397.0,9590963.0,5040246.0,3526076.0,17397774.0,
Total Revenue,0.0,0.0,0.0,0.0,39990.0,
Operating Revenue,0.0,0.0,0.0,0.0,39990.0,
