,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21
Normalized EBITDA,-289973.0,-219268.0,-119427.0
Net Income From Continuing Operation Net Minority Interest,1696575.0,1956816.0,224370.0
EBITDA,-289973.0,-219268.0,-119427.0
EBIT,-289973.0,-219268.0,-119427.0
Net Interest Income,1986548.0,2176084.0,343797.0
Interest Income,1986548.0,2176084.0,343797.0
Normalized Income,1696575.0,1956816.0,224370.0
Net Income From Continuing And Discontinued Operation,1696575.0,1956816.0,224370.0
Total Expenses,289973.0,219268.0,119427.0
Total Operating Income As Reported,,-219268.0,-119427.0
Diluted NI Availto Com Stockholders,1696575.0,1956816.0,224370.0
Net Income Common Stockholders,1696575.0,1956816.0,224370.0
Net Income,1696575.0,1956816.0,224370.0
Net Income Including Noncontrolling Interests,1696575.0,1956816.0,224370.0
Net Income Continuous Operations,1696575.0,1956816.0,224370.0
Pretax Income,1696575.0,1956816.0,224370.0
Net Non Operating Interest Income Expense,1986548.0,2176084.0,343797.0
Interest Income Non Operating,1986548.0,2176084.0,343797.0
Operating Income,-289973.0,-219268.0,-119427.0
Operating Expense,289973.0,219268.0,119427.0
Selling General And Administration,289973.0,219268.0,119427.0
General And Administrative Expense,289973.0,219268.0,119427.0
Other Gand A,289973.0,219268.0,119427.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
