,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,-17170.0,0.0,0.0,-134.032912
Tax Rate For Calcs,0.0,0.085,0.0,0.0,0.000119
Normalized EBITDA,-12770000.0,-11925000.0,-11039000.0,-13730000.0,-15091000.0
Total Unusual Items,134000.0,-202000.0,-267000.0,-6111000.0,-1124000.0
Total Unusual Items Excluding Goodwill,134000.0,-202000.0,-267000.0,-6111000.0,-1124000.0
Net Income From Continuing Operation Net Minority Interest,-13144000.0,-12649000.0,-11836000.0,-20398000.0,-16771000.0
Reconciled Depreciation,501000.0,512000.0,527000.0,553000.0,552000.0
EBITDA,-12636000.0,-12127000.0,-11306000.0,-19841000.0,-16215000.0
EBIT,-13137000.0,-12639000.0,-11833000.0,-20394000.0,-16767000.0
Net Interest Income,165000.0,224000.0,359000.0,413000.0,493000.0
Interest Expense,7000.0,6000.0,3000.0,4000.0,5000.0
Interest Income,176000.0,234000.0,366000.0,420000.0,502000.0
Normalized Income,-13278000.0,-12464170.0,-11569000.0,-14287000.0,-15647134.032912
Net Income From Continuing And Discontinued Operation,-13144000.0,-12649000.0,-11836000.0,-20398000.0,-16771000.0
Total Expenses,13443000.0,12667000.0,11930000.0,14700000.0,16142000.0
Total Operating Income As Reported,-13443000.0,-12622000.0,-12045000.0,-17317000.0,-16142000.0
Diluted Average Shares,37502552.0,,37399154.0,37392355.0,36874641.0
Basic Average Shares,37502552.0,,37399154.0,37392355.0,36874641.0
Diluted EPS,-0.35,,-0.33,-0.56,-0.45
Basic EPS,-0.35,,-0.33,-0.56,-0.45
Diluted NI Availto Com Stockholders,-13144000.0,-12649000.0,-11836000.0,-20398000.0,-16771000.0
Net Income Common Stockholders,-13144000.0,-12649000.0,-11836000.0,-20398000.0,-16771000.0
Net Income,-13144000.0,-12649000.0,-11836000.0,-20398000.0,-16771000.0
Net Income Including Noncontrolling Interests,-13144000.0,-12649000.0,-11836000.0,-20398000.0,-16770000.0
Net Income Continuous Operations,-13144000.0,-12649000.0,-11836000.0,-20398000.0,-16770000.0
Tax Provision,0.0,4000.0,0.0,0.0,-2000.0
Pretax Income,-13144000.0,-12645000.0,-11836000.0,-20398000.0,-16772000.0
Other Income Expense,134000.0,-202000.0,-267000.0,-6111000.0,-1124000.0
Special Income Charges,,44000.0,-116000.0,-2617000.0,
Restructuring And Mergern Acquisition,,-44000.0,116000.0,2617000.0,
Gain On Sale Of Security,134000.0,-246000.0,-151000.0,-3494000.0,-1124000.0
Net Non Operating Interest Income Expense,165000.0,224000.0,359000.0,413000.0,493000.0
Total Other Finance Cost,4000.0,4000.0,4000.0,3000.0,4000.0
Interest Expense Non Operating,7000.0,6000.0,3000.0,4000.0,5000.0
Interest Income Non Operating,176000.0,234000.0,366000.0,420000.0,502000.0
Operating Income,-13443000.0,-12667000.0,-11930000.0,-14700000.0,-16142000.0
Operating Expense,13443000.0,12667000.0,11930000.0,14700000.0,16142000.0
Research And Development,9445000.0,9240000.0,8328000.0,10706000.0,11921000.0
Selling General And Administration,3998000.0,3056000.0,3602000.0,3994000.0,4221000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
