,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,-11130000.0,-32685971.210025,-31107000.0
Tax Rate For Calcs,0.4,0.3,0.002544,0.3
Normalized EBITDA,-1390740000.0,-4600750000.0,-1042010000.0,391860000.0
Total Unusual Items,0.0,-37100000.0,-12847180000.0,-103690000.0
Total Unusual Items Excluding Goodwill,0.0,-37100000.0,-12847180000.0,-103690000.0
Net Income From Continuing Operation Net Minority Interest,-1663450000.0,-4906750000.0,-13913810000.0,-374330000.0
Reconciled Depreciation,186330000.0,109160000.0,45180000.0,117530000.0
EBITDA,-1390740000.0,-4637850000.0,-13889190000.0,288170000.0
EBIT,-1577070000.0,-4747010000.0,-13934370000.0,170640000.0
Net Interest Income,-23780000.0,-38920000.0,-14930000.0,-16120000.0
Interest Expense,23780000.0,38920000.0,14930000.0,16120000.0
Normalized Income,-1663450000.0,-4880780000.0,-1099315971.210025,-301747000.0
Net Income From Continuing And Discontinued Operation,-1663450000.0,-4906750000.0,-13913810000.0,-374330000.0
Total Expenses,38046890000.0,40674050000.0,26353370000.0,28211690000.0
Diluted Average Shares,4620694444.0,4304166667.0,4513131000.0,4513131000.0
Basic Average Shares,4620694444.0,4304166667.0,4513131000.0,4513131000.0
Diluted EPS,-0.36,-1.14,-3.082962,-0.082942
Basic EPS,-0.36,-1.14,-3.082962,-0.082942
Diluted NI Availto Com Stockholders,-1663450000.0,-4906750000.0,-13913810000.0,-374330000.0
Net Income Common Stockholders,-1663450000.0,-4906750000.0,-13913810000.0,-374330000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-1663450000.0,-4906750000.0,-13913810000.0,-374330000.0
Net Income Including Noncontrolling Interests,-1663450000.0,-4906750000.0,-13913810000.0,-374330000.0
Net Income Continuous Operations,-1663450000.0,-4906750000.0,-13913810000.0,-374330000.0
Tax Provision,62600000.0,120820000.0,-35490000.0,528850000.0
Pretax Income,-1600850000.0,-4785930000.0,-13949300000.0,154520000.0
Other Non Operating Income Expenses,1157700000.0,788160000.0,1266430000.0,1699610000.0
Special Income Charges,0.0,-37100000.0,-12847180000.0,-103690000.0
Other Special Charges,,37100000.0,12783510000.0,103690000.0
Restructuring And Mergern Acquisition,0.0,,63670000.0,
Net Non Operating Interest Income Expense,-23780000.0,-38920000.0,-14930000.0,-16120000.0
Interest Expense Non Operating,23780000.0,38920000.0,14930000.0,16120000.0
Operating Income,-2734770000.0,-5498070000.0,-2353620000.0,-1425280000.0
Operating Expense,38046890000.0,40674050000.0,26353370000.0,28211690000.0
Other Operating Expenses,35540730000.0,38213160000.0,23909480000.0,26144780000.0
Depreciation And Amortization In Income Statement,186330000.0,109160000.0,45180000.0,117530000.0
Depreciation Income Statement,186330000.0,109160000.0,45180000.0,117530000.0
Total Revenue,35312120000.0,35175980000.0,23999750000.0,26786410000.0
Operating Revenue,35312120000.0,35175980000.0,23999750000.0,26786410000.0
