,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.197,0.226995,0.234,0.223,0.201
Net Income From Continuing Operation Net Minority Interest,42947000.0,56165000.0,51455000.0,46528000.0,42922000.0
EBIT,56619000.0,72746000.0,67272000.0,59966000.0,53798000.0
Net Interest Income,-3158000.0,-88000.0,-133000.0,-86000.0,-85000.0
Interest Expense,3158000.0,88000.0,133000.0,86000.0,85000.0
Interest Income,18278000.0,16352000.0,14813000.0,13586000.0,12282000.0
Normalized Income,42947000.0,56165000.0,51455000.0,46528000.0,42922000.0
Net Income From Continuing And Discontinued Operation,42947000.0,56165000.0,51455000.0,46528000.0,42922000.0
Total Expenses,225477000.0,182973000.0,177521000.0,141145000.0,120920000.0
Diluted Average Shares,27340840.0,27321828.0,27446519.0,27628733.0,27399997.0
Basic Average Shares,26572165.0,26508803.0,26637592.0,26756095.0,26658106.0
Diluted EPS,1.57,2.06,1.87,1.68,1.57
Basic EPS,1.62,2.12,1.93,1.74,1.61
Diluted NI Availto Com Stockholders,42947000.0,56165000.0,51455000.0,46528000.0,42922000.0
Net Income Common Stockholders,42947000.0,56165000.0,51455000.0,46528000.0,42922000.0
Net Income,42947000.0,56165000.0,51455000.0,46528000.0,42922000.0
Net Income Including Noncontrolling Interests,42947000.0,56165000.0,51455000.0,46528000.0,42922000.0
Net Income Continuous Operations,42947000.0,56165000.0,51455000.0,46528000.0,42922000.0
Tax Provision,10514000.0,16493000.0,15684000.0,13352000.0,10791000.0
Pretax Income,53461000.0,72658000.0,67139000.0,59880000.0,53713000.0
Net Non Operating Interest Income Expense,-3158000.0,-88000.0,-133000.0,-86000.0,-85000.0
Interest Expense Non Operating,3158000.0,88000.0,133000.0,86000.0,85000.0
Total Revenue,278938000.0,255631000.0,244660000.0,201025000.0,174633000.0
Operating Revenue,278938000.0,255631000.0,244660000.0,201025000.0,174633000.0
Loss Adjustment Expense,87097000.0,70855000.0,72812000.0,46183000.0,38743000.0
Net Policyholder Benefits And Claims,87097000.0,70855000.0,72812000.0,46183000.0,38743000.0
