,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,3360000.0,-357000.0,30600.0,-1453500.0,-2823600.0
Tax Rate For Calcs,0.4,0.21,0.306,0.255,0.156
Normalized EBITDA,111900000.0,145000000.0,237400000.0,199000000.0,115200000.0
Total Unusual Items,8400000.0,-1700000.0,100000.0,-5700000.0,-18100000.0
Total Unusual Items Excluding Goodwill,8400000.0,-1700000.0,100000.0,-5700000.0,-18100000.0
Net Income From Continuing Operation Net Minority Interest,37500000.0,51500000.0,122000000.0,97600000.0,38400000.0
Reconciled Depreciation,39900000.0,37700000.0,34800000.0,33800000.0,32200000.0
Reconciled Cost Of Revenue,617400000.0,665100000.0,643900000.0,620600000.0,561000000.0
EBITDA,120300000.0,143300000.0,237500000.0,193300000.0,97100000.0
EBIT,80400000.0,105600000.0,202700000.0,159500000.0,64900000.0
Net Interest Income,-10000000.0,-8900000.0,-16300000.0,-22000000.0,-14100000.0
Interest Expense,14100000.0,14400000.0,22500000.0,28200000.0,19400000.0
Interest Income,4100000.0,5500000.0,6200000.0,6200000.0,5300000.0
Normalized Income,32460000.0,52843000.0,121930600.0,101846500.0,53676400.0
Net Income From Continuing And Discontinued Operation,37500000.0,51500000.0,122000000.0,97600000.0,38400000.0
Total Expenses,939800000.0,1007500000.0,950700000.0,915700000.0,840300000.0
Total Operating Income As Reported,72000000.0,101000000.0,195000000.0,158600000.0,75200000.0
Diluted Average Shares,46990091.0,49126383.0,44809457.0,42954631.0,46239523.0
Basic Average Shares,38075194.0,39329933.0,39691357.0,40996071.0,43244690.0
Diluted EPS,0.83,1.08,2.75,2.27,0.85
Basic EPS,0.984893,1.309435,3.073717,2.380716,0.88797
Diluted NI Availto Com Stockholders,39000000.0,52900000.0,123000000.0,97700000.0,39400000.0
Average Dilution Earnings,1500000.0,1400000.0,1000000.0,100000.0,1000000.0
Net Income Common Stockholders,37500000.0,51500000.0,122000000.0,97600000.0,38400000.0
Net Income,37500000.0,51500000.0,122000000.0,97600000.0,38400000.0
Minority Interests,200000.0,-300000.0,-3100000.0,-100000.0,0.0
Net Income Including Noncontrolling Interests,37300000.0,51800000.0,125100000.0,97700000.0,38400000.0
Net Income Continuous Operations,37300000.0,,,,
Tax Provision,29000000.0,39400000.0,55100000.0,33600000.0,7100000.0
Pretax Income,66300000.0,91200000.0,180200000.0,131300000.0,45500000.0
Other Income Expense,4300000.0,-1100000.0,1500000.0,-5300000.0,-15600000.0
Other Non Operating Income Expenses,-4100000.0,600000.0,1400000.0,400000.0,2500000.0
Gain On Sale Of Security,8400000.0,-1500000.0,100000.0,-5700000.0,-18100000.0
Net Non Operating Interest Income Expense,-10000000.0,-8900000.0,-16300000.0,-22000000.0,-14100000.0
Interest Expense Non Operating,14100000.0,14400000.0,22500000.0,28200000.0,19400000.0
Interest Income Non Operating,4100000.0,5500000.0,6200000.0,6200000.0,5300000.0
Operating Income,72000000.0,101200000.0,195000000.0,158600000.0,75200000.0
Operating Expense,322400000.0,342400000.0,306800000.0,295100000.0,279300000.0
Depreciation Amortization Depletion Income Statement,39900000.0,37700000.0,34800000.0,33800000.0,32200000.0
Depreciation And Amortization In Income Statement,39900000.0,37700000.0,34800000.0,33800000.0,32200000.0
Selling General And Administration,282500000.0,304700000.0,272000000.0,261300000.0,247100000.0
General And Administrative Expense,282500000.0,304700000.0,272000000.0,261300000.0,247100000.0
Other Gand A,92600000.0,116800000.0,84600000.0,87800000.0,83000000.0
Salaries And Wages,189900000.0,187900000.0,187400000.0,173500000.0,164100000.0
Gross Profit,394400000.0,443600000.0,501800000.0,453700000.0,354500000.0
Cost Of Revenue,617400000.0,665100000.0,643900000.0,620600000.0,561000000.0
Total Revenue,1011800000.0,1108700000.0,1145700000.0,1074300000.0,915500000.0
Operating Revenue,1011800000.0,1108700000.0,1145700000.0,1074300000.0,915500000.0
