,2026-03-31,2025-09-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,56444.43
Tax Rate For Calcs,0.0,0.21,0.21
Normalized EBITDA,-1885399.0,-513304.0,-610163.0
Total Unusual Items,,,268783.0
Total Unusual Items Excluding Goodwill,,,268783.0
Net Income From Continuing Operation Net Minority Interest,-235067.0,2137767.0,2214005.0
EBITDA,-1885399.0,-513304.0,-341380.0
EBIT,-1885399.0,-513304.0,-341380.0
Net Interest Income,1650332.0,2651071.0,2286602.0
Interest Income,1650332.0,2651071.0,2286602.0
Normalized Income,-235067.0,2137767.0,2001666.43
Net Income From Continuing And Discontinued Operation,-235067.0,2137767.0,2214005.0
Total Expenses,1885399.0,513304.0,341380.0
Total Operating Income As Reported,-1885399.0,-513304.0,-341380.0
Diluted NI Availto Com Stockholders,-235067.0,2137767.0,2214005.0
Net Income Common Stockholders,-235067.0,2137767.0,2214005.0
Net Income,-235067.0,2137767.0,2214005.0
Net Income Including Noncontrolling Interests,-235067.0,2137767.0,2214005.0
Net Income Continuous Operations,-235067.0,2137767.0,2214005.0
Pretax Income,-235067.0,2137767.0,2214005.0
Other Income Expense,,,268783.0
Gain On Sale Of Security,,,268783.0
Net Non Operating Interest Income Expense,1650332.0,2651071.0,2286602.0
Interest Income Non Operating,1650332.0,2651071.0,2286602.0
Operating Income,-1885399.0,-513304.0,-341380.0
Operating Expense,1885399.0,513304.0,341380.0
Selling General And Administration,1885399.0,513304.0,341380.0
General And Administrative Expense,1885399.0,513304.0,341380.0
Other Gand A,1885399.0,513304.0,341380.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
