,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-534660.9,0.0,67581.177881,0.0,0.0
Tax Rate For Calcs,0.3,0.0,0.028786,0.3,0.3
Normalized EBITDA,-1537287.0,-1221195.0,-1364036.0,-1360247.0,-897237.0
Total Unusual Items,-1782203.0,-1720361.0,2347697.0,,0.0
Total Unusual Items Excluding Goodwill,-1782203.0,-1720361.0,2347697.0,,0.0
Net Income From Continuing Operation Net Minority Interest,-3681540.0,-3267429.0,649238.0,-1602046.0,-1122928.0
Reconciled Depreciation,125412.0,113168.0,106935.0,103854.0,105534.0
Reconciled Cost Of Revenue,-351963.0,3320813.0,2534689.0,3593300.0,-659237.0
EBITDA,-3319490.0,-2941556.0,983661.0,-1360247.0,-897237.0
EBIT,-3444902.0,-3054724.0,876726.0,-1464101.0,-1002771.0
Net Interest Income,-206585.0,-212705.0,-208245.0,-134864.0,-93050.0
Interest Expense,206585.0,212705.0,208245.0,134864.0,93050.0
Normalized Income,-2433997.9,-1547068.0,-1630877.822119,-1602046.0,-1122928.0
Net Income From Continuing And Discontinued Operation,-3681540.0,-3267429.0,649238.0,-1602046.0,-1122928.0
Total Expenses,5140423.0,3790554.0,4460881.0,5564741.0,4719061.0
Total Operating Income As Reported,-1624630.0,-1334363.0,-1470971.0,-1464101.0,-1002771.0
Diluted Average Shares,,115963.0,67700.0,21822.0,
Basic Average Shares,,115963.0,67700.0,21822.0,
Diluted EPS,,-28.25,9.5,-73.0,
Basic EPS,,-28.25,9.5,-73.0,
Diluted NI Availto Com Stockholders,-3681540.0,-3267429.0,649238.0,-1602046.0,-1122928.0
Net Income Common Stockholders,-3681540.0,-3267429.0,649238.0,-1602046.0,-1122928.0
Net Income,-3681540.0,-3267429.0,649238.0,-1602046.0,-1122928.0
Net Income Including Noncontrolling Interests,-3681540.0,-3267429.0,649238.0,-1602046.0,-1122928.0
Net Income Continuous Operations,-3681540.0,-3267429.0,649238.0,-1602046.0,-1122928.0
Tax Provision,30053.0,0.0,19243.0,3081.0,27107.0
Pretax Income,-3651487.0,-3267429.0,668481.0,-1598965.0,-1095821.0
Other Income Expense,-1820272.0,-1720361.0,2347697.0,,0.0
Other Non Operating Income Expenses,,,,,0.0
Special Income Charges,,,,,0.0
Other Special Charges,,,,,0.0
Gain On Sale Of Security,-1782203.0,-1720361.0,2347697.0,,
Net Non Operating Interest Income Expense,-206585.0,-212705.0,-208245.0,-134864.0,-93050.0
Interest Expense Non Operating,206585.0,212705.0,208245.0,134864.0,93050.0
Operating Income,-1624630.0,-1334363.0,-1470971.0,-1464101.0,-1002771.0
Operating Expense,5492386.0,469741.0,1926192.0,1971441.0,5378298.0
Depreciation Amortization Depletion Income Statement,125412.0,113168.0,106935.0,103854.0,105534.0
Depreciation And Amortization In Income Statement,125412.0,113168.0,106935.0,103854.0,105534.0
Selling General And Administration,5366974.0,356573.0,1819257.0,1867587.0,5272764.0
Selling And Marketing Expense,27898.0,27605.0,46844.0,16045.0,15510.0
General And Administrative Expense,5339076.0,328968.0,1772413.0,1851542.0,5257254.0
Other Gand A,856925.0,328968.0,663272.0,596753.0,-92510.0
Salaries And Wages,,,1109141.0,1254789.0,
Gross Profit,3867756.0,-864622.0,455221.0,507340.0,4375527.0
Cost Of Revenue,-351963.0,3320813.0,2534689.0,3593300.0,-659237.0
Total Revenue,3515793.0,2456191.0,2989910.0,4100640.0,3716290.0
Operating Revenue,3515793.0,2456191.0,2989910.0,4100640.0,3716290.0
