,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.4,0.21,0.21,0.21
Normalized EBITDA,48000.0,407000.0,-1045000.0,-562000.0,176000.0
Net Income From Continuing Operation Net Minority Interest,-524000.0,-184000.0,-1573000.0,-994000.0,-1686000.0
Reconciled Depreciation,372000.0,422000.0,366000.0,378000.0,381000.0
Reconciled Cost Of Revenue,7058000.0,9247000.0,8471000.0,8889000.0,6841000.0
EBITDA,48000.0,407000.0,-1045000.0,-562000.0,176000.0
EBIT,-324000.0,-15000.0,-1411000.0,-940000.0,-205000.0
Normalized Income,-524000.0,-184000.0,-1573000.0,-994000.0,-1686000.0
Net Income From Continuing And Discontinued Operation,-524000.0,-184000.0,-1573000.0,-994000.0,-1686000.0
Total Expenses,12123000.0,14739000.0,13895000.0,14511000.0,12101000.0
Total Operating Income As Reported,-324000.0,-15000.0,-1411000.0,-940000.0,-205000.0
Diluted Average Shares,17311000.0,17187000.0,17009000.0,16793000.0,16727000.0
Basic Average Shares,17311000.0,17187000.0,17009000.0,16793000.0,16727000.0
Diluted EPS,-0.03,-0.01,-0.09,-0.06,-0.1
Basic EPS,-0.03,-0.01,-0.09,-0.06,-0.1
Diluted NI Availto Com Stockholders,-524000.0,-184000.0,-1573000.0,-994000.0,-1686000.0
Net Income Common Stockholders,-524000.0,-184000.0,-1573000.0,-994000.0,-1686000.0
Net Income,-524000.0,-184000.0,-1573000.0,-994000.0,-1686000.0
Net Income Including Noncontrolling Interests,-524000.0,-184000.0,-1573000.0,-994000.0,-1686000.0
Net Income Continuous Operations,-524000.0,-184000.0,-1573000.0,-994000.0,-1686000.0
Tax Provision,58000.0,20000.0,4000.0,21000.0,12000.0
Pretax Income,-466000.0,-164000.0,-1569000.0,-973000.0,-1674000.0
Other Income Expense,-142000.0,-149000.0,-158000.0,-33000.0,-1469000.0
Other Non Operating Income Expenses,-142000.0,-149000.0,-158000.0,-33000.0,-1469000.0
Operating Income,-324000.0,-15000.0,-1411000.0,-940000.0,-205000.0
Operating Expense,5065000.0,5492000.0,5424000.0,5622000.0,5260000.0
Research And Development,905000.0,949000.0,972000.0,871000.0,876000.0
Selling General And Administration,4160000.0,4543000.0,4452000.0,4751000.0,4384000.0
Selling And Marketing Expense,2537000.0,2751000.0,2657000.0,2535000.0,2453000.0
General And Administrative Expense,1623000.0,1792000.0,1795000.0,2216000.0,1931000.0
Other Gand A,1623000.0,1792000.0,1795000.0,2216000.0,1931000.0
Gross Profit,4741000.0,5477000.0,4013000.0,4682000.0,5055000.0
Cost Of Revenue,7058000.0,9247000.0,8471000.0,8889000.0,6841000.0
Total Revenue,11799000.0,14724000.0,12484000.0,13571000.0,11896000.0
Operating Revenue,11799000.0,21273000.0,10235000.0,11341000.0,11896000.0
