,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.4,0.04,0.21,0.097
Normalized EBITDA,13533000.0,16017000.0,19105000.0,17871000.0,11435000.0
Net Income From Continuing Operation Net Minority Interest,8530000.0,18713000.0,13721000.0,15436000.0,4687000.0
Reconciled Depreciation,5446000.0,4829000.0,3913000.0,5504000.0,4440000.0
Reconciled Cost Of Revenue,91958000.0,111080000.0,114917000.0,105148000.0,94725000.0
EBITDA,13533000.0,16017000.0,19105000.0,17871000.0,11435000.0
EBIT,8087000.0,11188000.0,15192000.0,12367000.0,6995000.0
Net Interest Income,-835000.0,-858000.0,-902000.0,-2186000.0,-1802000.0
Interest Expense,835000.0,858000.0,902000.0,2186000.0,1802000.0
Normalized Income,8530000.0,18713000.0,13721000.0,15436000.0,4687000.0
Net Income From Continuing And Discontinued Operation,8530000.0,18713000.0,13721000.0,15436000.0,4687000.0
Total Expenses,147822000.0,163254000.0,167144000.0,161657000.0,145350000.0
Total Operating Income As Reported,7292000.0,10433000.0,14862000.0,11816000.0,7036000.0
Diluted Average Shares,15390000.0,15260000.0,15229000.0,14917000.0,14628000.0
Basic Average Shares,14740000.0,14655000.0,14603000.0,14444000.0,14163000.0
Diluted EPS,0.55,1.23,0.9,1.03,0.32
Basic EPS,0.58,1.28,0.94,1.07,0.33
Diluted NI Availto Com Stockholders,8530000.0,18713000.0,13721000.0,15436000.0,4687000.0
Net Income Common Stockholders,8530000.0,18713000.0,13721000.0,15436000.0,4687000.0
Net Income,8530000.0,18713000.0,13721000.0,15436000.0,4687000.0
Net Income Including Noncontrolling Interests,8530000.0,18713000.0,13721000.0,15436000.0,4687000.0
Net Income Continuous Operations,8530000.0,18713000.0,13721000.0,15436000.0,4687000.0
Tax Provision,-1278000.0,-8383000.0,569000.0,-5255000.0,506000.0
Pretax Income,7252000.0,10330000.0,14290000.0,10181000.0,5193000.0
Other Income Expense,795000.0,755000.0,330000.0,551000.0,-41000.0
Other Non Operating Income Expenses,795000.0,755000.0,330000.0,551000.0,-41000.0
Net Non Operating Interest Income Expense,-835000.0,-858000.0,-902000.0,-2186000.0,-1802000.0
Interest Expense Non Operating,835000.0,858000.0,902000.0,2186000.0,1802000.0
Operating Income,7292000.0,10433000.0,14862000.0,11816000.0,7036000.0
Operating Expense,55864000.0,52174000.0,52227000.0,56509000.0,50625000.0
Depreciation Amortization Depletion Income Statement,5446000.0,4829000.0,3913000.0,5504000.0,4440000.0
Depreciation And Amortization In Income Statement,5446000.0,4829000.0,3913000.0,5504000.0,4440000.0
Selling General And Administration,50418000.0,47345000.0,48314000.0,51005000.0,46185000.0
General And Administrative Expense,50418000.0,47345000.0,48314000.0,51005000.0,46185000.0
Other Gand A,13725000.0,13943000.0,13447000.0,15247000.0,12651000.0
Salaries And Wages,36693000.0,33402000.0,34867000.0,35758000.0,33534000.0
Gross Profit,63156000.0,62607000.0,67089000.0,68325000.0,57661000.0
Cost Of Revenue,91958000.0,111080000.0,114917000.0,105148000.0,94725000.0
Total Revenue,155114000.0,173687000.0,182006000.0,173473000.0,152386000.0
Operating Revenue,155114000.0,173687000.0,182006000.0,173473000.0,152386000.0
