,2026-03-31,2025-12-31,2025-09-30,2025-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.0
Normalized EBITDA,-531741.0,-185573.0,-93665.0,-41420.0
Net Income From Continuing Operation Net Minority Interest,2011318.0,2627834.0,1869556.0,-41420.0
EBITDA,-531741.0,-185573.0,-93665.0,-41420.0
EBIT,-531741.0,-185573.0,-93665.0,-41420.0
Net Interest Income,2543059.0,2813407.0,1963221.0,
Interest Income,2543059.0,2813407.0,1963221.0,
Normalized Income,2011318.0,2627834.0,1869556.0,-41420.0
Net Income From Continuing And Discontinued Operation,2011318.0,2627834.0,1869556.0,-41420.0
Total Expenses,531741.0,185573.0,93665.0,41420.0
Diluted Average Shares,41200000.0,,30966641.0,36914286.0
Basic Average Shares,41200000.0,,30966641.0,36914286.0
Diluted EPS,0.17,,0.06,-0.001122
Basic EPS,0.17,,0.06,-0.001122
Diluted NI Availto Com Stockholders,2011318.0,2627834.0,1869556.0,-41420.0
Net Income Common Stockholders,2011318.0,2627834.0,1869556.0,-41420.0
Net Income,2011318.0,2627834.0,1869556.0,-41420.0
Net Income Including Noncontrolling Interests,2011318.0,2627834.0,1869556.0,-41420.0
Net Income Continuous Operations,2011318.0,2627834.0,1869556.0,-41420.0
Pretax Income,2011318.0,2627834.0,1869556.0,-41420.0
Net Non Operating Interest Income Expense,2543059.0,2813407.0,1963221.0,
Interest Income Non Operating,2543059.0,2813407.0,1963221.0,
Operating Income,-531741.0,-185573.0,-93665.0,-41420.0
Operating Expense,531741.0,185573.0,93665.0,41420.0
Other Operating Expenses,531741.0,185573.0,93665.0,41420.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
