,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.0
Normalized EBITDA,-1053658.0,-103192.0,-31329.0
Net Income From Continuing Operation Net Minority Interest,970782.0,126029.0,-31329.0
EBITDA,-1053658.0,-103192.0,-31329.0
EBIT,-1053658.0,-103192.0,-31329.0
Net Interest Income,2024440.0,,
Interest Income,2024440.0,,
Normalized Income,970782.0,126029.0,-31329.0
Net Income From Continuing And Discontinued Operation,970782.0,126029.0,-31329.0
Total Expenses,1053658.0,103192.0,31329.0
Total Operating Income As Reported,-1053658.0,-103192.0,-31329.0
Diluted Average Shares,28750000.0,,25000000.0
Basic Average Shares,28750000.0,,25000000.0
Diluted EPS,0.03,,-0.001253
Basic EPS,0.03,,-0.001253
Diluted NI Availto Com Stockholders,970782.0,126029.0,-31329.0
Net Income Common Stockholders,970782.0,126029.0,-31329.0
Net Income,970782.0,126029.0,-31329.0
Net Income Including Noncontrolling Interests,970782.0,126029.0,-31329.0
Net Income Continuous Operations,970782.0,126029.0,-31329.0
Pretax Income,970782.0,126029.0,-31329.0
Net Non Operating Interest Income Expense,2024440.0,,
Interest Income Non Operating,2024440.0,,
Operating Income,-1053658.0,-103192.0,-31329.0
Operating Expense,1053658.0,103192.0,31329.0
Selling General And Administration,1053658.0,103192.0,31329.0
General And Administrative Expense,1053658.0,103192.0,31329.0
Other Gand A,1053658.0,103192.0,31329.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
