,2024-12-31
Tax Effect Of Unusual Items,-146250.0
Tax Rate For Calcs,0.125
Normalized EBITDA,-8428000.0
Total Unusual Items,-1170000.0
Total Unusual Items Excluding Goodwill,-1170000.0
Net Income From Continuing Operation Net Minority Interest,-16383000.0
Reconciled Depreciation,424000.0
Reconciled Cost Of Revenue,10980000.0
EBITDA,-9598000.0
EBIT,-10022000.0
Net Interest Income,-7851000.0
Interest Expense,5776000.0
Interest Income,-903000.0
Normalized Income,-15359250.0
Net Income From Continuing And Discontinued Operation,-16956000.0
Total Expenses,24421000.0
Total Operating Income As Reported,-11514000.0
Diluted Average Shares,13259461.0
Basic Average Shares,13259461.0
Diluted EPS,-1.279
Basic EPS,-1.279
Diluted NI Availto Com Stockholders,-16956000.0
Net Income Common Stockholders,-16956000.0
Net Income,-16956000.0
Net Income Including Noncontrolling Interests,-16956000.0
Net Income Discontinuous Operations,-573000.0
Net Income Continuous Operations,-16383000.0
Tax Provision,585000.0
Pretax Income,-15798000.0
Other Income Expense,-1170000.0
Special Income Charges,-1170000.0
Write Off,-1246000.0
Restructuring And Mergern Acquisition,1903000.0
Net Non Operating Interest Income Expense,-7851000.0
Interest Expense Non Operating,5776000.0
Interest Income Non Operating,-903000.0
Operating Income,-8564000.0
Operating Expense,13441000.0
Other Operating Expenses,3616000.0
Research And Development,1453000.0
Selling General And Administration,8372000.0
Gross Profit,4877000.0
Cost Of Revenue,10980000.0
Total Revenue,15857000.0
Operating Revenue,15857000.0
