,2026-03-31,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.25,0.25
Net Income From Continuing Operation Net Minority Interest,29915000.0,657453000.0,334199000.0
Net Interest Income,-427000.0,6353000.0,-6313000.0
Interest Expense,2949000.0,,9104000.0
Interest Income,2522000.0,-2751000.0,2791000.0
Normalized Income,29915000.0,657453000.0,334199000.0
Net Income From Continuing And Discontinued Operation,29915000.0,657453000.0,334199000.0
Diluted Average Shares,31113623.0,,34439685.0
Basic Average Shares,31113623.0,,34439685.0
Diluted EPS,0.961476,,9.703892
Basic EPS,0.961476,,9.703892
Diluted NI Availto Com Stockholders,29915000.0,657453000.0,334199000.0
Net Income Common Stockholders,29915000.0,657453000.0,334199000.0
Net Income,29915000.0,657453000.0,334199000.0
Net Income Including Noncontrolling Interests,29915000.0,657453000.0,334199000.0
Net Income Continuous Operations,29915000.0,657453000.0,334199000.0
Selling General And Administration,17776000.0,-10191000.0,12822000.0
General And Administrative Expense,17776000.0,-10191000.0,12822000.0
Total Revenue,-427000.0,1001403000.0,-6313000.0
Operating Revenue,-427000.0,1001403000.0,-6313000.0
