,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0
Normalized EBITDA,-306061.0,-618371.0,-307277.0
Total Unusual Items,-149942.0,-165946.0,-114070.0
Total Unusual Items Excluding Goodwill,-149942.0,-165946.0,-114070.0
Net Income From Continuing Operation Net Minority Interest,-382554.0,-940259.0,-335142.0
EBITDA,-456003.0,-784317.0,-421347.0
EBIT,-456003.0,-784317.0,-421347.0
Net Interest Income,21284.0,1798.0,22356.0
Interest Expense,-20630.0,15764.0,7247.0
Interest Income,21284.0,17562.0,29603.0
Normalized Income,-232612.0,-774313.0,-221072.0
Net Income From Continuing And Discontinued Operation,-382554.0,-940259.0,-335142.0
Total Expenses,456003.0,635933.0,336880.0
Diluted Average Shares,16637088.0,15944697.0,15337088.0
Basic Average Shares,16637088.0,15944697.0,15337088.0
Diluted EPS,-0.02,-0.06,-0.02
Basic EPS,-0.02,-0.06,-0.02
Diluted NI Availto Com Stockholders,-382554.0,-940259.0,-335142.0
Net Income Common Stockholders,-382554.0,-940259.0,-335142.0
Net Income,-382554.0,-940259.0,-335142.0
Minority Interests,202107.0,-140178.0,93452.0
Net Income Including Noncontrolling Interests,-584661.0,-800081.0,-428594.0
Net Income Continuous Operations,-584661.0,-800081.0,-428594.0
Pretax Income,-584661.0,-800081.0,-428594.0
Other Income Expense,-149942.0,-165946.0,-114070.0
Gain On Sale Of Security,-149942.0,-165946.0,-114070.0
Net Non Operating Interest Income Expense,21284.0,1798.0,22356.0
Interest Expense Non Operating,-20630.0,15764.0,7247.0
Interest Income Non Operating,21284.0,17562.0,29603.0
Operating Income,-456003.0,-635933.0,-336880.0
Operating Expense,456003.0,635933.0,336880.0
Other Operating Expenses,137774.0,147398.0,119838.0
Selling General And Administration,318229.0,488535.0,217042.0
Selling And Marketing Expense,39345.0,67550.0,66500.0
General And Administrative Expense,278884.0,420985.0,150542.0
Other Gand A,168434.0,185737.0,150542.0
Salaries And Wages,110450.0,235248.0,0.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
