,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-800000.0,1260000.0,-5250000.0,1050000.0,8610000.0,,
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21,,
Normalized EBITDA,271000000.0,302000000.0,238000000.0,287000000.0,257000000.0,,
Total Unusual Items,-2000000.0,6000000.0,-25000000.0,5000000.0,41000000.0,,
Total Unusual Items Excluding Goodwill,-2000000.0,6000000.0,-25000000.0,5000000.0,41000000.0,,
Net Income From Continuing Operation Net Minority Interest,-46000000.0,6000000.0,-100000000.0,-6000000.0,0.0,,
Reconciled Depreciation,233000000.0,229000000.0,230000000.0,224000000.0,212000000.0,,
Reconciled Cost Of Revenue,880000000.0,906000000.0,932000000.0,920000000.0,876000000.0,,
EBITDA,269000000.0,308000000.0,213000000.0,292000000.0,298000000.0,,
EBIT,36000000.0,79000000.0,-17000000.0,68000000.0,86000000.0,,
Net Interest Income,-86000000.0,-89000000.0,-87000000.0,-86000000.0,-79000000.0,,
Interest Expense,83000000.0,87000000.0,84000000.0,82000000.0,78000000.0,,
Interest Income,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,
Normalized Income,-44800000.0,1260000.0,-80250000.0,-9950000.0,-32390000.0,,
Net Income From Continuing And Discontinued Operation,-46000000.0,6000000.0,-100000000.0,-6000000.0,0.0,,
Total Expenses,1254000000.0,1267000000.0,1307000000.0,1287000000.0,1242000000.0,,
Total Operating Income As Reported,36000000.0,-295000000.0,35000000.0,23000000.0,56000000.0,,
Diluted Average Shares,227000000.0,228000000.0,228000000.0,229000000.0,228000000.0,,
Basic Average Shares,227000000.0,228000000.0,228000000.0,229000000.0,228000000.0,,
Diluted EPS,-0.18,0.03,-0.44,-0.03,0.01,,
Basic EPS,-0.18,0.03,-0.44,-0.03,0.01,,
Diluted NI Availto Com Stockholders,-41000000.0,6000000.0,-100000000.0,-6000000.0,2000000.0,,
Net Income Common Stockholders,-41000000.0,6000000.0,-100000000.0,-6000000.0,2000000.0,,
Otherunder Preferred Stock Dividend,-5000000.0,,,0.0,-2000000.0,,
Net Income,-46000000.0,6000000.0,-100000000.0,-6000000.0,0.0,,
Minority Interests,5000000.0,0.0,12000000.0,1000000.0,0.0,,
Net Income Including Noncontrolling Interests,-51000000.0,6000000.0,-112000000.0,-7000000.0,0.0,,
Net Income Continuous Operations,-51000000.0,6000000.0,-112000000.0,-7000000.0,0.0,,
Tax Provision,4000000.0,-14000000.0,11000000.0,-7000000.0,8000000.0,,
Pretax Income,-47000000.0,-8000000.0,-101000000.0,-14000000.0,8000000.0,,
Other Income Expense,-4000000.0,12000000.0,-84000000.0,9000000.0,37000000.0,,
Other Non Operating Income Expenses,1000000.0,6000000.0,-57000000.0,1000000.0,,-2000000.0,
Special Income Charges,-7000000.0,-2000000.0,-38000000.0,-40000000.0,6000000.0,,
Other Special Charges,,0.0,3000000.0,,,4000000.0,6000000.0
Restructuring And Mergern Acquisition,7000000.0,-46000000.0,35000000.0,40000000.0,-6000000.0,,
Earnings From Equity Interest,-3000000.0,0.0,-2000000.0,3000000.0,-4000000.0,,
Gain On Sale Of Security,5000000.0,8000000.0,13000000.0,45000000.0,35000000.0,,
Net Non Operating Interest Income Expense,-86000000.0,-89000000.0,-87000000.0,-86000000.0,-79000000.0,,
Total Other Finance Cost,5000000.0,4000000.0,5000000.0,6000000.0,3000000.0,,
Interest Expense Non Operating,83000000.0,87000000.0,84000000.0,82000000.0,78000000.0,,
Interest Income Non Operating,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,
Operating Income,43000000.0,69000000.0,70000000.0,63000000.0,50000000.0,,
Operating Expense,374000000.0,361000000.0,375000000.0,367000000.0,366000000.0,,
Depreciation Amortization Depletion Income Statement,233000000.0,229000000.0,230000000.0,224000000.0,212000000.0,,
Depreciation And Amortization In Income Statement,233000000.0,229000000.0,230000000.0,224000000.0,212000000.0,,
Amortization,56000000.0,56000000.0,56000000.0,54000000.0,54000000.0,,
Amortization Of Intangibles Income Statement,56000000.0,56000000.0,56000000.0,54000000.0,54000000.0,,
Depreciation Income Statement,177000000.0,173000000.0,174000000.0,170000000.0,158000000.0,,
Selling General And Administration,141000000.0,132000000.0,145000000.0,143000000.0,154000000.0,,
General And Administrative Expense,141000000.0,132000000.0,145000000.0,143000000.0,154000000.0,,
Other Gand A,141000000.0,132000000.0,145000000.0,143000000.0,154000000.0,,
Gross Profit,417000000.0,430000000.0,445000000.0,430000000.0,416000000.0,,
Cost Of Revenue,880000000.0,906000000.0,932000000.0,920000000.0,876000000.0,,
Total Revenue,1297000000.0,1336000000.0,1377000000.0,1350000000.0,1292000000.0,,
Operating Revenue,1293000000.0,1352000000.0,1372000000.0,1345000000.0,1286000000.0,,
