,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,-53760.0,0.0
Tax Rate For Calcs,0.0,0.0,0.21,0.0
Normalized EBITDA,2005000.0,2454000.0,1857000.0,415000.0
Total Unusual Items,-3000.0,-70000.0,-256000.0,0.0
Total Unusual Items Excluding Goodwill,-3000.0,-70000.0,-256000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-4118000.0,-1657000.0,21000.0,-372000.0
Reconciled Depreciation,4723000.0,3351000.0,1371000.0,726000.0
Reconciled Cost Of Revenue,1579000.0,1481000.0,703000.0,631000.0
EBITDA,2002000.0,2384000.0,1601000.0,415000.0
EBIT,-2721000.0,-967000.0,230000.0,-311000.0
Net Interest Income,-1397000.0,-690000.0,-209000.0,-61000.0
Interest Expense,1397000.0,690000.0,209000.0,61000.0
Normalized Income,-4115000.0,-1587000.0,223240.0,-372000.0
Net Income From Continuing And Discontinued Operation,-4118000.0,-1657000.0,21000.0,-372000.0
Total Expenses,13627000.0,8531000.0,3658000.0,2393000.0
Rent Expense Supplemental,4667000.0,1469000.0,810000.0,512000.0
Total Operating Income As Reported,-2671000.0,-946000.0,482000.0,-213000.0
Diluted Average Shares,48778674.0,,48778674.0,
Basic Average Shares,48778674.0,,48778674.0,
Diluted EPS,-0.084422,,0.000431,
Basic EPS,-0.084422,,0.000431,
Diluted NI Availto Com Stockholders,-4118000.0,-1657000.0,21000.0,-372000.0
Net Income Common Stockholders,-4118000.0,-1657000.0,21000.0,-372000.0
Net Income,-4118000.0,-1657000.0,21000.0,-372000.0
Net Income Including Noncontrolling Interests,-4118000.0,-1657000.0,21000.0,-372000.0
Net Income Continuous Operations,-4118000.0,-1657000.0,21000.0,-372000.0
Pretax Income,-4118000.0,-1657000.0,21000.0,-372000.0
Other Income Expense,-50000.0,-21000.0,-252000.0,-98000.0
Other Non Operating Income Expenses,-47000.0,,4000.0,-98000.0
Special Income Charges,-3000.0,-70000.0,-256000.0,0.0
Gain On Sale Of Ppe,0.0,0.0,-195000.0,0.0
Impairment Of Capital Assets,3000.0,,61000.0,
Gain On Sale Of Security,,0.0,,
Net Non Operating Interest Income Expense,-1397000.0,-690000.0,-209000.0,-61000.0
Interest Expense Non Operating,1397000.0,690000.0,209000.0,61000.0
Operating Income,-2671000.0,-946000.0,482000.0,-213000.0
Operating Expense,12048000.0,7050000.0,2955000.0,1762000.0
Depreciation Amortization Depletion Income Statement,4723000.0,3351000.0,1371000.0,726000.0
Depreciation And Amortization In Income Statement,4723000.0,3351000.0,1371000.0,726000.0
Selling General And Administration,7325000.0,3699000.0,1584000.0,1036000.0
General And Administrative Expense,7325000.0,3699000.0,1584000.0,1036000.0
Other Gand A,2658000.0,15450000.0,774000.0,887000.0
Rent And Landing Fees,4667000.0,1469000.0,810000.0,512000.0
Salaries And Wages,,205000.0,,
Gross Profit,9377000.0,6104000.0,3437000.0,1549000.0
Cost Of Revenue,1579000.0,1481000.0,703000.0,631000.0
Total Revenue,10956000.0,7585000.0,4140000.0,2180000.0
Operating Revenue,10956000.0,7585000.0,4140000.0,2180000.0
