,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.0
Normalized EBITDA,-84559000.0,-20395000.0
Net Income From Continuing Operation Net Minority Interest,-78865000.0,-17983000.0
Reconciled Depreciation,101000.0,63000.0
EBITDA,-84559000.0,-20395000.0
EBIT,-84660000.0,-20458000.0
Net Interest Income,5716000.0,1675000.0
Interest Income,5716000.0,1675000.0
Normalized Income,-78865000.0,-17983000.0
Net Income From Continuing And Discontinued Operation,-78865000.0,-17983000.0
Total Expenses,84660000.0,20458000.0
Total Operating Income As Reported,-84660000.0,-20458000.0
Diluted Average Shares,117948773.0,117948773.0
Basic Average Shares,117948773.0,117948773.0
Diluted EPS,-0.668638,-0.152464
Basic EPS,-0.668638,-0.152464
Diluted NI Availto Com Stockholders,-78865000.0,-17983000.0
Net Income Common Stockholders,-78865000.0,-17983000.0
Net Income,-78865000.0,-17983000.0
Net Income Including Noncontrolling Interests,-78865000.0,-17983000.0
Net Income Continuous Operations,-78865000.0,-17983000.0
Pretax Income,-78865000.0,-17983000.0
Other Income Expense,79000.0,800000.0
Other Non Operating Income Expenses,79000.0,800000.0
Net Non Operating Interest Income Expense,5716000.0,1675000.0
Interest Income Non Operating,5716000.0,1675000.0
Operating Income,-84660000.0,-20458000.0
Operating Expense,84660000.0,20458000.0
Research And Development,70873000.0,10130000.0
Selling General And Administration,13787000.0,10328000.0
General And Administrative Expense,13787000.0,10328000.0
Other Gand A,13787000.0,10328000.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
