,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,6916.0,0.0,0.0,0.0,-46.0,
Tax Rate For Calcs,0.133,0.227456,0.21,0.21,0.046,
Normalized EBITDA,-283000.0,-510000.0,-80000.0,298000.0,-629000.0,
Total Unusual Items,52000.0,,,,-1000.0,
Total Unusual Items Excluding Goodwill,52000.0,,,,-1000.0,
Net Income From Continuing Operation Net Minority Interest,-338000.0,-574000.0,-336000.0,100000.0,-805000.0,
Reconciled Depreciation,219000.0,223000.0,233000.0,232000.0,219000.0,
Reconciled Cost Of Revenue,1738000.0,1948000.0,1721000.0,1876000.0,1715000.0,
EBITDA,-231000.0,-510000.0,-80000.0,298000.0,-630000.0,
EBIT,-450000.0,-733000.0,-313000.0,66000.0,-849000.0,
Net Interest Income,2000.0,,,,6000.0,
Interest Income,2000.0,,,,6000.0,
Normalized Income,-383084.0,-574000.0,-336000.0,100000.0,-804046.0,
Net Income From Continuing And Discontinued Operation,-338000.0,-574000.0,-336000.0,100000.0,-805000.0,
Total Expenses,3524000.0,3586000.0,3272000.0,3348000.0,3513000.0,
Total Operating Income As Reported,-450000.0,-733000.0,-313000.0,66000.0,-849000.0,
Diluted Average Shares,15750000.0,15289000.0,14812999.0,9864000.0,9864000.0,
Basic Average Shares,15750000.0,15289000.0,14812999.0,9864000.0,9864000.0,
Diluted EPS,-0.02,-0.04,-0.03,0.0,-0.09,
Basic EPS,-0.02,-0.04,-0.03,0.0,-0.09,
Diluted NI Availto Com Stockholders,-338000.0,-607000.0,-436000.0,0.0,-905000.0,
Net Income Common Stockholders,-338000.0,-607000.0,-436000.0,0.0,-905000.0,
Preferred Stock Dividends,,33000.0,100000.0,100000.0,100000.0,100000.0
Net Income,-338000.0,-574000.0,-336000.0,100000.0,-805000.0,
Net Income Including Noncontrolling Interests,-338000.0,-574000.0,-336000.0,100000.0,-805000.0,
Net Income Continuous Operations,-338000.0,-574000.0,-336000.0,100000.0,-805000.0,
Tax Provision,-52000.0,-169000.0,26000.0,-9000.0,-39000.0,
Pretax Income,-390000.0,-743000.0,-310000.0,91000.0,-844000.0,
Other Income Expense,58000.0,-10000.0,3000.0,25000.0,-1000.0,
Other Non Operating Income Expenses,6000.0,-10000.0,3000.0,25000.0,5000.0,
Gain On Sale Of Security,52000.0,,,,-1000.0,
Net Non Operating Interest Income Expense,2000.0,,,,6000.0,
Interest Income Non Operating,2000.0,,,,6000.0,
Operating Income,-450000.0,-733000.0,-313000.0,66000.0,-849000.0,
Operating Expense,1786000.0,1638000.0,1551000.0,1472000.0,1798000.0,
Research And Development,303000.0,353000.0,354000.0,363000.0,434000.0,
Selling General And Administration,1483000.0,1285000.0,1197000.0,1109000.0,1364000.0,
Gross Profit,1336000.0,905000.0,1238000.0,1538000.0,949000.0,
Cost Of Revenue,1738000.0,1948000.0,1721000.0,1876000.0,1715000.0,
Total Revenue,3074000.0,2853000.0,2959000.0,3414000.0,2664000.0,
Operating Revenue,3074000.0,2853000.0,2959000.0,3414000.0,2664000.0,
