,2024-12-31
Tax Effect Of Unusual Items,0.0
Tax Rate For Calcs,0.0
Normalized EBITDA,-649108.0
Total Unusual Items,39945.0
Total Unusual Items Excluding Goodwill,39945.0
Net Income From Continuing Operation Net Minority Interest,-610130.0
Reconciled Cost Of Revenue,7920.0
EBITDA,-609163.0
EBIT,-609163.0
Net Interest Income,-4357.0
Interest Expense,966.0
Normalized Income,-650075.0
Net Income From Continuing And Discontinued Operation,-610130.0
Total Expenses,3123234.0
Diluted Average Shares,2624676.0
Basic Average Shares,2624676.0
Diluted EPS,-0.26
Basic EPS,-0.26
Diluted NI Availto Com Stockholders,-610130.0
Net Income Common Stockholders,-610130.0
Net Income,-610130.0
Net Income Including Noncontrolling Interests,-610130.0
Net Income Continuous Operations,-610130.0
Pretax Income,-610129.0
Other Income Expense,2517462.0
Other Non Operating Income Expenses,2477517.0
Special Income Charges,-98416.0
Other Special Charges,98416.0
Gain On Sale Of Security,138361.0
Net Non Operating Interest Income Expense,-4357.0
Total Other Finance Cost,3391.0
Interest Expense Non Operating,966.0
Operating Income,-3123234.0
Operating Expense,3115314.0
Other Operating Expenses,176910.0
Other Taxes,800000.0
Research And Development,0.0
Selling General And Administration,2138404.0
General And Administrative Expense,2138404.0
Other Gand A,1590499.0
Insurance And Claims,186550.0
Salaries And Wages,361355.0
Gross Profit,-7920.0
Cost Of Revenue,7920.0
Total Revenue,0.0
Operating Revenue,0.0
