,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,11014164.305949,1932515.337423,3202127.659574,-1580246.91358,7322766.570605,,
Tax Rate For Calcs,0.229462,0.128834,0.228723,0.197531,0.221902,,
Normalized EBITDA,672000000.0,586000000.0,522000000.0,515000000.0,659000000.0,,
Total Unusual Items,48000000.0,15000000.0,14000000.0,-8000000.0,33000000.0,,
Total Unusual Items Excluding Goodwill,48000000.0,15000000.0,14000000.0,-8000000.0,33000000.0,,
Net Income From Continuing Operation Net Minority Interest,152000000.0,-143000000.0,85000000.0,64000000.0,144000000.0,,
Reconciled Depreciation,219000000.0,780000000.0,213000000.0,211000000.0,209000000.0,,
Reconciled Cost Of Revenue,541000000.0,568000000.0,465000000.0,430000000.0,520000000.0,,
EBITDA,720000000.0,601000000.0,536000000.0,507000000.0,692000000.0,,
EBIT,501000000.0,-179000000.0,323000000.0,296000000.0,483000000.0,,
Net Interest Income,-129000000.0,-130000000.0,-123000000.0,-117000000.0,-119000000.0,,
Interest Expense,148000000.0,147000000.0,135000000.0,134000000.0,136000000.0,,
Interest Income,19000000.0,21000000.0,12000000.0,17000000.0,17000000.0,,
Normalized Income,115014164.305949,-156067484.662577,74202127.659574,70419753.08642,118322766.570605,,
Net Income From Continuing And Discontinued Operation,152000000.0,-143000000.0,85000000.0,64000000.0,144000000.0,,
Total Expenses,1021000000.0,1375000000.0,914000000.0,897000000.0,1007000000.0,,
Total Operating Income As Reported,482000000.0,-196000000.0,311000000.0,279000000.0,466000000.0,,
Diluted Average Shares,113243099.0,,112813296.0,112856489.0,112505307.0,,112314249.0
Basic Average Shares,112429287.0,,112354296.0,112472125.0,112254473.0,,112169320.0
Diluted EPS,1.34,,0.75,0.57,1.28,,0.83
Basic EPS,1.35,,0.76,0.57,1.28,,0.83
Diluted NI Availto Com Stockholders,152000000.0,-143000000.0,85000000.0,64000000.0,144000000.0,,
Net Income Common Stockholders,152000000.0,-143000000.0,85000000.0,64000000.0,144000000.0,,
Net Income,152000000.0,-143000000.0,85000000.0,64000000.0,144000000.0,,
Minority Interests,-120000000.0,141000000.0,-60000000.0,-66000000.0,-126000000.0,,
Net Income Including Noncontrolling Interests,272000000.0,-284000000.0,145000000.0,130000000.0,270000000.0,,
Net Income Continuous Operations,272000000.0,-284000000.0,145000000.0,130000000.0,270000000.0,,
Tax Provision,81000000.0,-42000000.0,43000000.0,32000000.0,77000000.0,,
Pretax Income,353000000.0,-326000000.0,188000000.0,162000000.0,347000000.0,,
Other Income Expense,77000000.0,-211000000.0,41000000.0,18000000.0,62000000.0,,
Earnings From Equity Interest,29000000.0,40000000.0,27000000.0,26000000.0,29000000.0,,
Gain On Sale Of Security,48000000.0,15000000.0,14000000.0,-8000000.0,33000000.0,,
Net Non Operating Interest Income Expense,-129000000.0,-130000000.0,-123000000.0,-117000000.0,-119000000.0,,
Interest Expense Non Operating,148000000.0,147000000.0,135000000.0,134000000.0,136000000.0,,
Interest Income Non Operating,19000000.0,21000000.0,12000000.0,17000000.0,17000000.0,,
Operating Income,405000000.0,15000000.0,270000000.0,261000000.0,404000000.0,,
Operating Expense,480000000.0,807000000.0,449000000.0,467000000.0,487000000.0,,
Other Operating Expenses,59000000.0,,35000000.0,64000000.0,71000000.0,79000000.0,
Other Taxes,22000000.0,20000000.0,22000000.0,22000000.0,22000000.0,,
Depreciation Amortization Depletion Income Statement,219000000.0,780000000.0,213000000.0,211000000.0,209000000.0,,
Depreciation And Amortization In Income Statement,219000000.0,780000000.0,213000000.0,211000000.0,209000000.0,,
Selling General And Administration,180000000.0,177000000.0,179000000.0,170000000.0,185000000.0,,
General And Administrative Expense,180000000.0,177000000.0,179000000.0,170000000.0,185000000.0,,
Salaries And Wages,180000000.0,177000000.0,179000000.0,170000000.0,185000000.0,,
Gross Profit,885000000.0,822000000.0,719000000.0,728000000.0,891000000.0,,
Cost Of Revenue,541000000.0,568000000.0,465000000.0,430000000.0,520000000.0,,
Total Revenue,1426000000.0,1390000000.0,1184000000.0,1158000000.0,1411000000.0,,
Operating Revenue,1380000000.0,1345000000.0,1147000000.0,1112000000.0,1366000000.0,,
