,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-301004.695996,-2654.177539,-6766.433699,9190.927556,12202.028652
Tax Rate For Calcs,0.165843,0.085619,0.173498,0.183819,0.184879
Total Unusual Items,-1815000.0,-31000.0,-39000.0,50000.0,66000.0
Total Unusual Items Excluding Goodwill,-1815000.0,-31000.0,-39000.0,50000.0,66000.0
Net Income From Continuing Operation Net Minority Interest,16875000.0,18572000.0,17502000.0,16877000.0,15590000.0
Reconciled Depreciation,2372000.0,2388000.0,2761000.0,2405000.0,2352000.0
Net Interest Income,46855000.0,46354000.0,45361000.0,44615000.0,43685000.0
Interest Expense,19314000.0,21071000.0,23929000.0,22263000.0,22459000.0
Interest Income,66169000.0,67425000.0,69290000.0,66878000.0,66144000.0
Normalized Income,18388995.304004,18600345.822461,17534233.566301,16836190.927556,15536202.028652
Net Income From Continuing And Discontinued Operation,16875000.0,18572000.0,17502000.0,16877000.0,15590000.0
Diluted Average Shares,20780188.0,20848634.0,20904857.0,20945522.0,21150550.0
Basic Average Shares,20574506.0,20639758.0,20702235.0,20749925.0,20943094.0
Diluted EPS,0.81,0.89,0.84,0.81,0.74
Basic EPS,0.82,0.9,0.85,0.81,0.74
Diluted NI Availto Com Stockholders,16875000.0,18572000.0,17502000.0,16877000.0,15590000.0
Net Income Common Stockholders,16875000.0,18572000.0,17502000.0,16877000.0,15590000.0
Net Income,16875000.0,18572000.0,17502000.0,16877000.0,15590000.0
Net Income Including Noncontrolling Interests,16875000.0,18572000.0,17502000.0,16877000.0,15590000.0
Net Income Continuous Operations,16875000.0,18572000.0,17502000.0,16877000.0,15590000.0
Tax Provision,3355000.0,1739000.0,3674000.0,3801000.0,3536000.0
Pretax Income,20230000.0,20311000.0,21176000.0,20678000.0,19126000.0
Special Income Charges,-1800000.0,,,,0.0
Other Special Charges,1500000.0,,,,
Restructuring And Mergern Acquisition,300000.0,,,,0.0
Gain On Sale Of Security,-26000.0,-15000.0,-36000.0,11000.0,-330000.0
Depreciation Amortization Depletion Income Statement,115000.0,122000.0,121000.0,122000.0,122000.0
Depreciation And Amortization In Income Statement,115000.0,122000.0,121000.0,122000.0,122000.0
Amortization,115000.0,122000.0,121000.0,122000.0,122000.0
Amortization Of Intangibles Income Statement,115000.0,122000.0,121000.0,122000.0,122000.0
Selling General And Administration,24104000.0,24670000.0,22531000.0,22869000.0,22187000.0
Selling And Marketing Expense,1210000.0,991000.0,526000.0,833000.0,861000.0
General And Administrative Expense,22894000.0,23679000.0,22005000.0,22036000.0,21326000.0
Insurance And Claims,799000.0,861000.0,615000.0,637000.0,711000.0
Salaries And Wages,22095000.0,22818000.0,21390000.0,21399000.0,20615000.0
Total Revenue,56945000.0,56527000.0,55461000.0,54069000.0,52270000.0
Operating Revenue,56945000.0,56527000.0,55461000.0,54069000.0,52270000.0
Occupancy And Equipment,3307000.0,3068000.0,3019000.0,2839000.0,3108000.0
Professional Expense And Contract Services Expense,591000.0,787000.0,682000.0,500000.0,479000.0
Other Non Interest Expense,6449000.0,5849000.0,5946000.0,5956000.0,6538000.0
