,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,535825.6,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-1674844.0,-64829.0
Total Unusual Items,1339564.0,
Total Unusual Items Excluding Goodwill,1339564.0,
Net Income From Continuing Operation Net Minority Interest,1004284.0,-64829.0
EBITDA,-335280.0,-64829.0
EBIT,-335280.0,-64829.0
Normalized Income,200545.6,-64829.0
Net Income From Continuing And Discontinued Operation,1004284.0,-64829.0
Total Expenses,335280.0,64829.0
Diluted Average Shares,23872791.0,28251667.0
Basic Average Shares,23558184.0,28251667.0
Diluted EPS,0.04,-0.002379
Basic EPS,0.04,-0.002379
Diluted NI Availto Com Stockholders,1004284.0,-64829.0
Net Income Common Stockholders,1004284.0,-64829.0
Net Income,1004284.0,-64829.0
Net Income Including Noncontrolling Interests,1004284.0,-64829.0
Net Income Continuous Operations,1004284.0,-64829.0
Pretax Income,1004284.0,-64829.0
Other Income Expense,1339564.0,
Gain On Sale Of Security,1339564.0,
Operating Income,-335280.0,-64829.0
Operating Expense,335280.0,64829.0
Selling General And Administration,335280.0,64829.0
General And Administrative Expense,335280.0,64829.0
Other Gand A,335280.0,64829.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
