,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-1904.0,-541865.0
Tax Rate For Calcs,0.288,0.241008,0.252,0.238,0.185
Normalized EBITDA,66770000.0,68544000.0,77488000.0,75388000.0,70571000.0
Total Unusual Items,0.0,0.0,0.0,-8000.0,-2929000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,-8000.0,-2929000.0
Net Income From Continuing Operation Net Minority Interest,49295000.0,51953000.0,58633000.0,56780000.0,52582000.0
Reconciled Depreciation,1833000.0,1532000.0,1660000.0,1584000.0,1541000.0
Reconciled Cost Of Revenue,126641000.0,121745000.0,119812000.0,116215000.0,114567000.0
EBITDA,66770000.0,68544000.0,77488000.0,75380000.0,67642000.0
EBIT,64937000.0,67012000.0,75828000.0,73796000.0,66101000.0
Normalized Income,49295000.0,51953000.0,58633000.0,56786096.0,54969135.0
Net Income From Continuing And Discontinued Operation,49295000.0,51953000.0,58633000.0,56780000.0,52582000.0
Total Expenses,217278000.0,203377000.0,199967000.0,198625000.0,196686000.0
Total Operating Income As Reported,64937000.0,67012000.0,75828000.0,73788000.0,63172000.0
Diluted Average Shares,60038000.0,60642000.0,60954000.0,61074000.0,61527000.0
Basic Average Shares,59688000.0,60036000.0,60381000.0,60612000.0,60870000.0
Diluted EPS,0.82,0.86,0.96,0.93,0.85
Basic EPS,0.83,0.87,0.97,0.94,0.86
Diluted NI Availto Com Stockholders,49295000.0,51953000.0,58633000.0,56780000.0,52582000.0
Net Income Common Stockholders,49295000.0,51953000.0,58633000.0,56780000.0,52582000.0
Net Income,49295000.0,51953000.0,58633000.0,56780000.0,52582000.0
Net Income Including Noncontrolling Interests,49295000.0,51953000.0,58633000.0,56780000.0,52582000.0
Net Income Continuous Operations,49295000.0,51953000.0,58633000.0,56780000.0,52582000.0
Tax Provision,19979000.0,16497000.0,19799000.0,17723000.0,11927000.0
Pretax Income,69274000.0,68450000.0,78432000.0,74503000.0,64509000.0
Other Income Expense,4337000.0,-2951000.0,2604000.0,707000.0,-1592000.0
Other Non Operating Income Expenses,4337000.0,-2951000.0,2604000.0,715000.0,1337000.0
Special Income Charges,0.0,0.0,0.0,-8000.0,-2929000.0
Restructuring And Mergern Acquisition,0.0,0.0,0.0,8000.0,2929000.0
Operating Income,64937000.0,67012000.0,75828000.0,73796000.0,66101000.0
Operating Expense,90637000.0,81632000.0,80155000.0,82410000.0,82119000.0
Depreciation Amortization Depletion Income Statement,1833000.0,,,,
Depreciation And Amortization In Income Statement,1833000.0,1532000.0,1660000.0,1584000.0,1541000.0
Research And Development,37346000.0,38533000.0,36360000.0,34871000.0,35298000.0
Selling General And Administration,51458000.0,41567000.0,42135000.0,45955000.0,45280000.0
Selling And Marketing Expense,27752000.0,22078000.0,18057000.0,19979000.0,21061000.0
General And Administrative Expense,23706000.0,19489000.0,24078000.0,25976000.0,24219000.0
Other Gand A,23706000.0,19489000.0,24078000.0,25976000.0,24219000.0
Gross Profit,155574000.0,148644000.0,155983000.0,156206000.0,148220000.0
Cost Of Revenue,126641000.0,121745000.0,119812000.0,116215000.0,114567000.0
Total Revenue,282215000.0,270389000.0,275795000.0,272421000.0,262787000.0
Operating Revenue,282215000.0,270389000.0,275795000.0,272421000.0,262787000.0
