,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-5250122.0,-9478113.0,-9387387.0,-8199510.0,-13238557.0,
Total Unusual Items,-185833.0,-359164.0,-223089.0,1394334.0,-3010994.0,
Total Unusual Items Excluding Goodwill,-185833.0,-359164.0,-223089.0,1394334.0,-3010994.0,
Net Income From Continuing Operation Net Minority Interest,-5476661.0,-9867058.0,-9638843.0,-7528817.0,-16811050.0,
Reconciled Depreciation,24514.0,22503.0,23391.0,34337.0,44181.0,
Reconciled Cost Of Revenue,292552.0,70490.0,184061.0,486691.0,0.0,
EBITDA,-5435955.0,-9837277.0,-9610476.0,-6805176.0,-16249551.0,
EBIT,-5460469.0,-9859780.0,-9633867.0,-6839513.0,-16293732.0,
Net Interest Income,-16192.0,-7278.0,-4976.0,-637850.0,-517318.0,
Interest Expense,16192.0,7278.0,4976.0,689304.0,517318.0,
Interest Income,,,,51454.0,,
Normalized Income,-5290828.0,-9507894.0,-9415754.0,-8923151.0,-13800056.0,
Net Income From Continuing And Discontinued Operation,-5476661.0,-9867058.0,-9638843.0,-7528817.0,-16811050.0,
Total Expenses,5698865.0,9704604.0,10108751.0,8345301.0,13300794.0,
Rent Expense Supplemental,5208.0,5849.0,31525.0,15478.0,15408.0,
Diluted Average Shares,11314601.0,9869727.0,8746491.0,,6386293.0,5780312.0
Basic Average Shares,11314601.0,9869727.0,8746491.0,,6386293.0,5780312.0
Diluted EPS,-0.484035,-1.0,-1.102024,,-2.632364,-1.48
Basic EPS,-0.47,-1.0,-1.1,,-2.63,-1.48
Diluted NI Availto Com Stockholders,-5476661.0,-9867058.0,-9638843.0,-7528817.0,-16811050.0,
Net Income Common Stockholders,-5476661.0,-9867058.0,-9638843.0,-7528817.0,-16811050.0,
Net Income,-5476661.0,-9867058.0,-9638843.0,-7528817.0,-16811050.0,
Net Income Including Noncontrolling Interests,-5476661.0,-9867058.0,-9638843.0,-7528817.0,-16811050.0,
Net Income Continuous Operations,-5476661.0,-9867058.0,-9638843.0,-7528817.0,-16811050.0,
Pretax Income,-5476661.0,-9867058.0,-9638843.0,-7528817.0,-16811050.0,
Other Income Expense,-179536.0,-255876.0,174884.0,1454334.0,-2992938.0,
Other Non Operating Income Expenses,6297.0,103288.0,397973.0,,18056.0,35147.0
Special Income Charges,-185833.0,-359164.0,-223089.0,,0.0,0.0
Other Special Charges,185833.0,359164.0,223089.0,,,
Gain On Sale Of Security,,,,,-3010994.0,2464873.0
Net Non Operating Interest Income Expense,-16192.0,-7278.0,-4976.0,-637850.0,-517318.0,
Interest Expense Non Operating,16192.0,7278.0,4976.0,689304.0,517318.0,
Interest Income Non Operating,,,,51454.0,,
Operating Income,-5280933.0,-9603904.0,-9808751.0,-8345301.0,-13300794.0,
Operating Expense,5406313.0,9634114.0,9924690.0,7858610.0,13300794.0,
Other Operating Expenses,-128430.0,-17720.0,-64189.0,2699368.0,41214.0,
Depreciation Amortization Depletion Income Statement,24514.0,22503.0,23391.0,34337.0,44181.0,
Depreciation And Amortization In Income Statement,24514.0,22503.0,23391.0,34337.0,44181.0,
Depreciation Income Statement,24514.0,22503.0,23391.0,34337.0,44181.0,
Research And Development,3318796.0,4242443.0,4301393.0,3896047.0,2984580.0,
Selling General And Administration,2191433.0,5386888.0,5664095.0,1262791.0,10230819.0,
Selling And Marketing Expense,174201.0,561458.0,1630034.0,,1250035.0,1401530.0
General And Administrative Expense,2017232.0,4825430.0,4034061.0,2894480.0,8980784.0,
Other Gand A,1245789.0,2430760.0,2304088.0,3004145.0,1253047.0,
Rent And Landing Fees,5208.0,5849.0,31525.0,15478.0,15408.0,
Salaries And Wages,766235.0,2388821.0,1698448.0,-125143.0,7712329.0,
Gross Profit,125380.0,30210.0,115939.0,-486691.0,0.0,
Cost Of Revenue,292552.0,70490.0,184061.0,486691.0,0.0,
Total Revenue,417932.0,100700.0,300000.0,0.0,0.0,
Operating Revenue,417932.0,100700.0,300000.0,0.0,0.0,
