,2026-03-31,2025-12-31,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.0
Normalized EBITDA,-108644.0,-84314.0,-250844.0,-34688.0
Net Income From Continuing Operation Net Minority Interest,509845.0,589062.0,216467.0,-34688.0
EBITDA,-108644.0,-84314.0,-250844.0,-34688.0
EBIT,-108644.0,-84314.0,-250844.0,-34688.0
Net Interest Income,618489.0,673376.0,467311.0,0.0
Interest Income,618489.0,673376.0,467311.0,0.0
Normalized Income,509845.0,589062.0,216467.0,-34688.0
Net Income From Continuing And Discontinued Operation,509845.0,589062.0,216467.0,-34688.0
Total Expenses,108644.0,84314.0,250844.0,34688.0
Total Operating Income As Reported,-108644.0,-84314.0,-250844.0,-34688.0
Diluted NI Availto Com Stockholders,509845.0,589062.0,216467.0,-34688.0
Net Income Common Stockholders,509845.0,589062.0,216467.0,-34688.0
Net Income,509845.0,589062.0,216467.0,-34688.0
Net Income Including Noncontrolling Interests,509845.0,589062.0,216467.0,-34688.0
Net Income Continuous Operations,509845.0,589062.0,216467.0,-34688.0
Pretax Income,509845.0,589062.0,216467.0,-34688.0
Net Non Operating Interest Income Expense,618489.0,673376.0,467311.0,0.0
Interest Income Non Operating,618489.0,673376.0,467311.0,0.0
Operating Income,-108644.0,-84314.0,-250844.0,-34688.0
Operating Expense,108644.0,84314.0,250844.0,34688.0
Selling General And Administration,108644.0,84314.0,250844.0,34688.0
General And Administrative Expense,108644.0,84314.0,250844.0,34688.0
Other Gand A,108644.0,84314.0,250844.0,34688.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
