,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-9104400.0,-9756500.0,5885000.0,3362750.0,3133000.0
Tax Rate For Calcs,0.4,0.25,0.25,0.25,0.25
Normalized EBITDA,-406709000.0,-335089000.0,-403000000.0,-465575000.0,-450706000.0
Total Unusual Items,-22761000.0,-39026000.0,23540000.0,13451000.0,12532000.0
Total Unusual Items Excluding Goodwill,-22761000.0,-39026000.0,23540000.0,13451000.0,12532000.0
Net Income From Continuing Operation Net Minority Interest,-389085000.0,-556126000.0,-307257000.0,-406445000.0,-385072000.0
Reconciled Cost Of Revenue,74536000.0,224526000.0,114683000.0,91474000.0,47082000.0
EBITDA,-429470000.0,-374115000.0,-379460000.0,-452124000.0,-438174000.0
EBIT,-429470000.0,-374115000.0,-379460000.0,-452124000.0,-438174000.0
Net Interest Income,51603000.0,46224000.0,47502000.0,33327000.0,38327000.0
Interest Income,53904000.0,45879000.0,51482000.0,35200000.0,39746000.0
Normalized Income,-375428400.0,-526856500.0,-324912000.0,-416533250.0,-394471000.0
Net Income From Continuing And Discontinued Operation,-389085000.0,-556126000.0,-307257000.0,-406445000.0,-385072000.0
Total Expenses,543610000.0,866733000.0,550442000.0,579302000.0,510611000.0
Total Operating Income As Reported,-430976000.0,-577180000.0,-379513000.0,-453864000.0,-436213000.0
Diluted Average Shares,341302632.0,325219883.0,301232353.0,301070370.0,279037681.0
Basic Average Shares,341302632.0,325219883.0,301232353.0,301070370.0,279037681.0
Diluted EPS,-1.14,-1.71,-1.02,-1.35,-1.38
Basic EPS,-1.14,-1.71,-1.02,-1.35,-1.38
Diluted NI Availto Com Stockholders,-389085000.0,-556126000.0,-307257000.0,-406445000.0,-385072000.0
Net Income Common Stockholders,-389085000.0,-556126000.0,-307257000.0,-406445000.0,-385072000.0
Net Income,-389085000.0,-556126000.0,-307257000.0,-406445000.0,-385072000.0
Net Income Including Noncontrolling Interests,-389085000.0,-556126000.0,-307257000.0,-406445000.0,-385072000.0
Net Income Continuous Operations,-389085000.0,-556126000.0,-307257000.0,-406445000.0,-385072000.0
Tax Provision,89000.0,695000.0,1528000.0,1436000.0,441000.0
Pretax Income,-388996000.0,-555431000.0,-305729000.0,-405009000.0,-384631000.0
Other Income Expense,-11129000.0,-48912000.0,26229000.0,13788000.0,15216000.0
Other Non Operating Income Expenses,11632000.0,-9886000.0,2689000.0,337000.0,2684000.0
Special Income Charges,-13138000.0,-14551000.0,-2742000.0,-2077000.0,-723000.0
Write Off,13138000.0,11083000.0,2742000.0,2077000.0,723000.0
Gain On Sale Of Security,-9623000.0,-24475000.0,26282000.0,15528000.0,13255000.0
Net Non Operating Interest Income Expense,51603000.0,46224000.0,47502000.0,33327000.0,38327000.0
Total Other Finance Cost,2301000.0,,3980000.0,1873000.0,1419000.0
Interest Income Non Operating,53904000.0,45879000.0,51482000.0,35200000.0,39746000.0
Operating Income,-429470000.0,-552743000.0,-379460000.0,-452124000.0,-438174000.0
Operating Expense,469074000.0,642207000.0,435759000.0,487828000.0,463529000.0
Research And Development,363325000.0,411188000.0,316368000.0,318918000.0,325717000.0
Selling General And Administration,105749000.0,243575000.0,119391000.0,168910000.0,137812000.0
Selling And Marketing Expense,22681000.0,26824000.0,19024000.0,13849000.0,13931000.0
General And Administrative Expense,83068000.0,216751000.0,100367000.0,155061000.0,123881000.0
Other Gand A,83068000.0,216751000.0,100367000.0,155061000.0,123881000.0
Gross Profit,39604000.0,89464000.0,56299000.0,35704000.0,25355000.0
Cost Of Revenue,74536000.0,224526000.0,114683000.0,91474000.0,47082000.0
Total Revenue,114140000.0,313990000.0,170982000.0,127178000.0,72437000.0
Operating Revenue,114140000.0,313990000.0,170982000.0,127178000.0,72437000.0
