,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-2971249.9775,-35389565.987643,,-13543597.383558,-862905.025362,-9635569.599407
Tax Rate For Calcs,0.044418,0.121735,,0.06703,0.048016,0.025958
Normalized EBITDA,1167448662.36,1323897591.67,,2018861478.84,1463371433.74,1365363424.78
Total Unusual Items,-66892867.85,-290709262.68,,-202053084.95,-17971335.2,-371202746.48
Total Unusual Items Excluding Goodwill,-66892867.85,-290709262.68,,-202053084.95,-17971335.2,-371202746.48
Net Income From Continuing Operation Net Minority Interest,1013451151.58,795871435.17,,1645563001.39,1322825045.35,931665811.64
Reconciled Cost Of Revenue,7193872723.82,9649596269.16,,8113826850.49,6196369983.34,8889391236.9
EBITDA,1100555794.51,1033188328.99,,1816808393.89,1445400098.54,994160678.3
EBIT,1100555794.51,1033188328.99,,1816808393.89,1445400098.54,994160678.3
Net Interest Income,-14667258.66,-35564705.48,61455246.46,-3771565.26,15601947.64,
Interest Expense,30177867.25,59325226.48,,36282913.36,34140398.5,37918469.74
Interest Income,58313519.66,67700379.1,,53204329.3,51765488.0,50409622.11
Normalized Income,1077372769.4525,1051191131.862357,,1834072488.956442,1339933475.524638,1293232988.520593
Net Income From Continuing And Discontinued Operation,1013451151.58,795871435.17,,1645563001.39,1322825045.35,931665811.64
Total Expenses,8932318173.57,11829941041.59,,9828347371.96,7728240476.53,10336887925.11
Total Operating Income As Reported,1068564824.63,964089347.15,,1775969017.05,1420606890.19,973538097.24
Diluted Average Shares,2739057166.0,,,,2699642950.0,
Basic Average Shares,2739057166.0,,,,2699642950.0,
Diluted EPS,0.37,,,,0.49,
Basic EPS,0.37,,,,0.49,
Net Income Common Stockholders,1013451151.58,795871435.17,,1645563001.39,1322825045.35,931665811.64
Otherunder Preferred Stock Dividend,0.0,0.0,,0.0,0.0,0.0
Net Income,1013451151.58,795871435.17,,1645563001.39,1322825045.35,931665811.64
Minority Interests,-9382687.73,-59438195.01,,-15614040.36,-20672127.66,245451.63
Net Income Including Noncontrolling Interests,1022833839.31,855309630.18,,1661177041.75,1343497173.01,931420360.01
Net Income Continuous Operations,1022833839.31,855309630.18,,1661177041.75,1343497173.01,931420360.01
Tax Provision,47544087.95,118553472.33,,119348438.78,67762527.03,24821848.55
Pretax Income,1070377927.26,973863102.51,,1780525480.53,1411259700.04,956242208.56
Other Non Operating Income Expenses,1813102.63,9773755.36,-7205719.61,4556463.48,-9347190.15,
Special Income Charges,-81577415.79,-287811609.72,,-206426394.62,56516023.2,-341036815.77
Other Special Charges,-216496.81,-2872950.75,,134766.45,-104801.66,-218652.85
Write Off,-43588898.71,57462848.99,,75248802.82,-61612388.49,52821548.11
Impairment Of Capital Assets,125382811.31,233221711.48,,131042825.35,5201166.95,288433920.51
Net Non Operating Interest Income Expense,-14667258.66,-35564705.48,61455246.46,-3771565.26,15601947.64,
Total Other Finance Cost,42802911.07,43939858.1,-45246750.02,20692981.2,2023141.86,
Interest Expense Non Operating,30177867.25,59325226.48,,36282913.36,34140398.5,37918469.74
Interest Income Non Operating,58313519.66,67700379.1,,53204329.3,51765488.0,50409622.11
Operating Income,1210905204.55,1612296688.85,,1703098680.82,1249671253.68,1306642424.34
Operating Expense,1738445449.75,2180344772.43,,1714520521.47,1531870493.19,1447496688.21
Other Operating Expenses,64102540.45,102097029.29,,73888012.85,55842448.85,74518780.46
Research And Development,1007346162.97,1261906564.2,,1075802332.34,889887069.35,941419415.08
Selling General And Administration,780038085.68,-1139637525.24,1813130248.72,-232905244.86,727831209.58,
Selling And Marketing Expense,315007916.74,-490139079.28,817455443.49,-97439524.91,326116306.69,
General And Administrative Expense,465030168.94,-649498445.96,995674805.23,-135465719.95,401714902.89,
Gross Profit,2949350654.3,3792641461.28,,3417619202.29,2781541746.87,2754139112.55
Cost Of Revenue,7193872723.82,9649596269.16,,8113826850.49,6196369983.34,8889391236.9
Total Revenue,10143223378.12,13442237730.44,,11531446052.78,8977911730.21,11643530349.45
Operating Revenue,10143223378.12,13442237730.44,,11531446052.78,8977911730.21,11643530349.45
