,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.204615,0.220089,0.214626,0.212996,0.202991,,
Total Unusual Items,,,,,,-14000000.0,-13000000.0
Total Unusual Items Excluding Goodwill,,,,,,-14000000.0,-13000000.0
Net Income From Continuing Operation Net Minority Interest,517000000.0,528000000.0,494000000.0,436000000.0,373000000.0,,
Reconciled Depreciation,113000000.0,112000000.0,119000000.0,124000000.0,123000000.0,,
Net Interest Income,1562000000.0,1537000000.0,1488000000.0,1437000000.0,1391000000.0,,
Interest Expense,858000000.0,909000000.0,970000000.0,970000000.0,961000000.0,,
Interest Income,2420000000.0,2446000000.0,2458000000.0,2407000000.0,2352000000.0,,
Normalized Income,517000000.0,528000000.0,494000000.0,436000000.0,373000000.0,,
Net Income From Continuing And Discontinued Operation,517000000.0,528000000.0,494000000.0,436000000.0,373000000.0,,
Diluted Average Shares,429894837.0,434077960.0,435472350.0,436539774.0,442200180.0,,
Basic Average Shares,425344491.0,429483110.0,431365552.0,433640210.0,438320757.0,,
Diluted EPS,1.13,1.13,1.05,0.92,0.77,,
Basic EPS,1.14,1.14,1.06,0.93,0.78,,
Diluted NI Availto Com Stockholders,484000000.0,489000000.0,457000000.0,402000000.0,340000000.0,,
Net Income Common Stockholders,484000000.0,489000000.0,457000000.0,402000000.0,340000000.0,,
Otherunder Preferred Stock Dividend,,0.0,5000000.0,,,,
Preferred Stock Dividends,33000000.0,39000000.0,32000000.0,34000000.0,33000000.0,,
Net Income,517000000.0,528000000.0,494000000.0,436000000.0,373000000.0,,
Net Income Including Noncontrolling Interests,517000000.0,528000000.0,494000000.0,436000000.0,373000000.0,,
Net Income Continuous Operations,517000000.0,528000000.0,494000000.0,436000000.0,373000000.0,,
Tax Provision,133000000.0,149000000.0,135000000.0,118000000.0,95000000.0,,
Pretax Income,650000000.0,677000000.0,629000000.0,554000000.0,468000000.0,,
Special Income Charges,,,,,,-14000000.0,-13000000.0
Other Special Charges,,,,,,-9000000.0,
Restructuring And Mergern Acquisition,,,,,,23000000.0,13000000.0
Gain On Sale Of Security,7000000.0,8000000.0,2000000.0,5000000.0,7000000.0,,
Selling General And Administration,829000000.0,802000000.0,781000000.0,764000000.0,774000000.0,,
Selling And Marketing Expense,41000000.0,41000000.0,44000000.0,45000000.0,40000000.0,,
General And Administrative Expense,788000000.0,761000000.0,737000000.0,719000000.0,734000000.0,,
Insurance And Claims,30000000.0,45000000.0,32000000.0,38000000.0,38000000.0,,
Salaries And Wages,758000000.0,716000000.0,705000000.0,681000000.0,696000000.0,,
Total Revenue,2168000000.0,2157000000.0,2118000000.0,2037000000.0,1935000000.0,,
Operating Revenue,2168000000.0,2157000000.0,2118000000.0,2037000000.0,1935000000.0,,
Occupancy And Equipment,311000000.0,308000000.0,303000000.0,301000000.0,306000000.0,,
Other Non Interest Expense,238000000.0,259000000.0,251000000.0,254000000.0,234000000.0,,
