,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.302,0.273948,0.273791,0.278745,0.294
Normalized EBITDA,43894000.0,31679000.0,31570000.0,19697000.0,46924000.0
Net Income From Continuing Operation Net Minority Interest,29569000.0,24762000.0,28044000.0,26553000.0,26650000.0
Reconciled Depreciation,2515000.0,2539000.0,2532000.0,2520000.0,2492000.0
EBITDA,43894000.0,31679000.0,31570000.0,19697000.0,46924000.0
EBIT,41379000.0,29140000.0,29038000.0,17177000.0,44432000.0
Net Interest Income,1718000.0,1937000.0,2312000.0,2344000.0,2714000.0
Interest Income,1718000.0,1937000.0,2312000.0,2344000.0,2714000.0
Normalized Income,29569000.0,24762000.0,28044000.0,26553000.0,26650000.0
Net Income From Continuing And Discontinued Operation,29569000.0,24762000.0,28044000.0,26553000.0,26650000.0
Total Expenses,124924000.0,118285000.0,118082000.0,124785000.0,101075000.0
Total Operating Income As Reported,41379000.0,29140000.0,29038000.0,17177000.0,44432000.0
Diluted Average Shares,50119000.0,50602000.0,51179000.0,51502000.0,51650000.0
Basic Average Shares,49790000.0,50277000.0,50872000.0,51185000.0,51283000.0
Diluted EPS,0.59,0.49,0.55,0.52,0.52
Basic EPS,0.59,0.49,0.55,0.52,0.52
Diluted NI Availto Com Stockholders,29569000.0,24762000.0,28044000.0,26553000.0,26650000.0
Net Income Common Stockholders,29569000.0,24762000.0,28044000.0,26553000.0,26650000.0
Net Income,29569000.0,24762000.0,28044000.0,26553000.0,26650000.0
Net Income Including Noncontrolling Interests,29569000.0,24762000.0,28044000.0,26553000.0,26650000.0
Net Income Continuous Operations,29569000.0,24762000.0,28044000.0,26553000.0,26650000.0
Tax Provision,12770000.0,9343000.0,10573000.0,10262000.0,11110000.0
Pretax Income,42339000.0,34105000.0,38617000.0,36815000.0,37760000.0
Other Income Expense,-758000.0,3028000.0,7267000.0,17294000.0,-9386000.0
Other Non Operating Income Expenses,-758000.0,-14177000.0,7267000.0,17294000.0,-9386000.0
Net Non Operating Interest Income Expense,1718000.0,1937000.0,2312000.0,2344000.0,2714000.0
Interest Income Non Operating,1718000.0,1937000.0,2312000.0,2344000.0,2714000.0
Operating Income,41379000.0,29140000.0,29038000.0,17177000.0,44432000.0
Operating Expense,124924000.0,118285000.0,118082000.0,124785000.0,101075000.0
Other Operating Expenses,27311000.0,30679000.0,22702000.0,21166000.0,20165000.0
Selling General And Administration,97613000.0,87606000.0,95380000.0,103619000.0,80910000.0
General And Administrative Expense,97613000.0,87606000.0,95380000.0,103619000.0,80910000.0
Other Gand A,6204000.0,6715000.0,7654000.0,6145000.0,5007000.0
Salaries And Wages,91409000.0,80891000.0,87726000.0,97474000.0,75903000.0
Total Revenue,166303000.0,147425000.0,147120000.0,141962000.0,145507000.0
Operating Revenue,151817000.0,129382000.0,137073000.0,132868000.0,137437000.0
