,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.225,0.248466,0.232,0.1686,0.23
Net Income From Continuing Operation Net Minority Interest,67784000.0,69931000.0,73840000.0,73247000.0,59248000.0
Reconciled Depreciation,8369000.0,7937000.0,7855000.0,9365000.0,8405000.0
Net Interest Income,167530000.0,170302000.0,169331000.0,163583000.0,160526000.0
Interest Expense,62168000.0,66537000.0,73244000.0,73156000.0,74624000.0
Interest Income,229698000.0,236839000.0,242575000.0,236739000.0,235150000.0
Normalized Income,67784000.0,69931000.0,73840000.0,73247000.0,59248000.0
Net Income From Continuing And Discontinued Operation,67784000.0,69931000.0,73840000.0,73247000.0,59248000.0
Diluted Average Shares,123345708.0,124158037.0,124970898.0,125833064.0,127166932.0
Basic Average Shares,122457604.0,123342709.0,124267090.0,125321837.0,126281802.0
Diluted EPS,0.55,0.56,0.59,0.58,0.47
Basic EPS,0.55,0.57,0.59,0.58,0.47
Diluted NI Availto Com Stockholders,67784000.0,69931000.0,73840000.0,73247000.0,59248000.0
Net Income Common Stockholders,67784000.0,69931000.0,73840000.0,73247000.0,59248000.0
Net Income,67784000.0,69931000.0,73840000.0,73247000.0,59248000.0
Net Income Including Noncontrolling Interests,67784000.0,69931000.0,73840000.0,73247000.0,59248000.0
Net Income Continuous Operations,67784000.0,69931000.0,73840000.0,73247000.0,59248000.0
Tax Provision,19680000.0,23120000.0,22307000.0,14855000.0,17695000.0
Pretax Income,87464000.0,93051000.0,96147000.0,88102000.0,76943000.0
Gain On Sale Of Security,0.0,0.0,0.0,0.0,37000.0
Selling General And Administration,66342000.0,67094000.0,63566000.0,61536000.0,62283000.0
Selling And Marketing Expense,2252000.0,2326000.0,2033000.0,2035000.0,2179000.0
General And Administrative Expense,64090000.0,64768000.0,61533000.0,59501000.0,60104000.0
Salaries And Wages,64090000.0,64768000.0,61533000.0,59501000.0,60104000.0
Total Revenue,211945000.0,217509000.0,217697000.0,209135000.0,203084000.0
Operating Revenue,211945000.0,217509000.0,217697000.0,209135000.0,203084000.0
Occupancy And Equipment,22597000.0,21642000.0,20932000.0,21971000.0,21971000.0
Professional Expense And Contract Services Expense,13964000.0,13676000.0,15785000.0,15997000.0,14839000.0
Other Non Interest Expense,16578000.0,14346000.0,16767000.0,17029000.0,16548000.0
