,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-2154000000.0,-71720000.0,-580360000.0,-620180000.0,-9229617.378866
Tax Rate For Calcs,0.4,0.22,0.22,0.22,0.002727
Normalized EBITDA,125729000000.0,102228000000.0,80431000000.0,77468000000.0,107891000000.0
Total Unusual Items,-5385000000.0,-326000000.0,-2638000000.0,-2819000000.0,-3385000000.0
Total Unusual Items Excluding Goodwill,-5385000000.0,-326000000.0,-2638000000.0,-2819000000.0,-3385000000.0
Net Income From Continuing Operation Net Minority Interest,1822000000.0,-60391000000.0,-32970000000.0,-36547000000.0,-22305000000.0
Reconciled Depreciation,84437000000.0,79557000000.0,79123000000.0,76049000000.0,92671000000.0
Reconciled Cost Of Revenue,1848456000000.0,1442147000000.0,1388374000000.0,1286214000000.0,1784161000000.0
EBITDA,120344000000.0,101902000000.0,77793000000.0,74649000000.0,104506000000.0
EBIT,35907000000.0,22345000000.0,-1330000000.0,-1400000000.0,11835000000.0
Net Interest Income,-29122000000.0,-28700000000.0,-28504000000.0,-29109000000.0,-32572000000.0
Interest Expense,30801000000.0,29594000000.0,29858000000.0,30593000000.0,34207000000.0
Interest Income,1754000000.0,960000000.0,1413000000.0,1540000000.0,1689000000.0
Normalized Income,5053000000.0,-60136720000.0,-30912360000.0,-34348180000.0,-18929229617.378864
Net Income From Continuing And Discontinued Operation,1822000000.0,-60391000000.0,-32970000000.0,-36547000000.0,-22305000000.0
Total Expenses,2199999000000.0,1782263000000.0,1723148000000.0,1588774000000.0,2121250000000.0
Rent Expense Supplemental,50387000000.0,47030000000.0,47734000000.0,41969000000.0,46419000000.0
Total Operating Income As Reported,34228000000.0,21451000000.0,-2684000000.0,-2884000000.0,10200000000.0
Diluted Average Shares,12966640084.0,,,,11152500000.0
Basic Average Shares,12966640084.0,,,,11152500000.0
Diluted EPS,0.0,,,,-2.0
Basic EPS,0.0,,,,-2.0
Diluted NI Availto Com Stockholders,1822000000.0,-60391000000.0,-32970000000.0,-36547000000.0,-22305000000.0
Net Income Common Stockholders,1822000000.0,-60391000000.0,-32970000000.0,-36547000000.0,-22305000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,1822000000.0,-60391000000.0,-32970000000.0,-36547000000.0,-22305000000.0
Minority Interests,175000000.0,41000000.0,-55000000.0,-11000000.0,6000000.0
Net Income Including Noncontrolling Interests,1647000000.0,-60432000000.0,-32915000000.0,-36536000000.0,-22311000000.0
Net Income Continuous Operations,1647000000.0,-60432000000.0,-32915000000.0,-36536000000.0,-22311000000.0
Tax Provision,3459000000.0,53183000000.0,1727000000.0,4543000000.0,-61000000.0
Pretax Income,5106000000.0,-7249000000.0,-31188000000.0,-31993000000.0,-22372000000.0
Other Non Operating Income Expenses,36874000000.0,24747000000.0,22566000000.0,8664000000.0,26572000000.0
Special Income Charges,-5385000000.0,-326000000.0,-2638000000.0,-2819000000.0,-3385000000.0
Other Special Charges,5385000000.0,326000000.0,2638000000.0,2819000000.0,3385000000.0
Net Non Operating Interest Income Expense,-29122000000.0,-28700000000.0,-28504000000.0,-29109000000.0,-32572000000.0
Total Other Finance Cost,75000000.0,66000000.0,59000000.0,56000000.0,54000000.0
Interest Expense Non Operating,30801000000.0,29594000000.0,29858000000.0,30593000000.0,34207000000.0
Interest Income Non Operating,1754000000.0,960000000.0,1413000000.0,1540000000.0,1689000000.0
Operating Income,2779000000.0,-2970000000.0,-22612000000.0,-8729000000.0,-12987000000.0
Operating Expense,351543000000.0,340116000000.0,334774000000.0,302560000000.0,337089000000.0
Other Operating Expenses,11847000000.0,10681000000.0,12258000000.0,12128000000.0,12419000000.0
Depreciation And Amortization In Income Statement,84437000000.0,79557000000.0,79123000000.0,76049000000.0,92671000000.0
Depreciation Income Statement,84437000000.0,79557000000.0,79123000000.0,76049000000.0,92671000000.0
Selling General And Administration,30699000000.0,308849000000.0,40591000000.0,21526000000.0,21540000000.0
Selling And Marketing Expense,-43870000000.0,234572000000.0,-29781000000.0,-42003000000.0,-57866000000.0
General And Administrative Expense,74569000000.0,74277000000.0,70372000000.0,63529000000.0,79406000000.0
Rent And Landing Fees,50387000000.0,47030000000.0,47734000000.0,41969000000.0,46419000000.0
Gross Profit,354322000000.0,337146000000.0,312162000000.0,293831000000.0,324102000000.0
Cost Of Revenue,1848456000000.0,1442147000000.0,1388374000000.0,1286214000000.0,1784161000000.0
Total Revenue,2202778000000.0,1779293000000.0,1700536000000.0,1580045000000.0,2108263000000.0
Operating Revenue,2202778000000.0,1779293000000.0,1700536000000.0,1580045000000.0,2108263000000.0
