,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-10000000.0,-5596182.085169,1494382.022472,-16822429.906542,-2618000.0,,
Tax Rate For Calcs,0.2,0.054332,0.186798,0.186916,0.187,,
Normalized EBITDA,1616000000.0,1220000000.0,1128000000.0,1146000000.0,1189000000.0,,
Total Unusual Items,-50000000.0,-103000000.0,8000000.0,-90000000.0,-14000000.0,,
Total Unusual Items Excluding Goodwill,-50000000.0,-103000000.0,8000000.0,-90000000.0,-14000000.0,,
Net Income From Continuing Operation Net Minority Interest,702000000.0,371000000.0,342000000.0,288000000.0,406000000.0,,
Reconciled Depreciation,229000000.0,231000000.0,218000000.0,208000000.0,206000000.0,,
Reconciled Cost Of Revenue,961000000.0,1010000000.0,931000000.0,932000000.0,907000000.0,,
EBITDA,1566000000.0,1117000000.0,1136000000.0,1056000000.0,1175000000.0,,
EBIT,1337000000.0,886000000.0,918000000.0,848000000.0,969000000.0,,
Net Interest Income,-205000000.0,-205000000.0,-206000000.0,-206000000.0,-204000000.0,,
Interest Expense,205000000.0,205000000.0,206000000.0,206000000.0,204000000.0,,
Normalized Income,742000000.0,468403817.914831,335494382.022472,361177570.093458,417382000.0,,
Net Income From Continuing And Discontinued Operation,702000000.0,371000000.0,342000000.0,288000000.0,406000000.0,,
Total Expenses,4486000000.0,4658000000.0,4472000000.0,4419000000.0,4322000000.0,,
Total Operating Income As Reported,1296000000.0,853000000.0,889000000.0,823000000.0,943000000.0,,
Diluted Average Shares,87596000.0,,88610000.0,91791000.0,95019000.0,95882000.0,
Basic Average Shares,86801000.0,,87951000.0,91135000.0,94242000.0,95102000.0,
Diluted EPS,8.01,,3.86,3.14,4.27,3.32,
Basic EPS,8.09,,3.89,3.16,4.31,3.34,
Diluted NI Availto Com Stockholders,702000000.0,371000000.0,342000000.0,288000000.0,406000000.0,,
Average Dilution Earnings,0.0,0.0,0.0,0.0,0.0,,
Net Income Common Stockholders,702000000.0,371000000.0,342000000.0,288000000.0,406000000.0,,
Net Income,702000000.0,371000000.0,342000000.0,288000000.0,406000000.0,,
Minority Interests,-204000000.0,-273000000.0,-237000000.0,-234000000.0,-216000000.0,,
Net Income Including Noncontrolling Interests,906000000.0,644000000.0,579000000.0,522000000.0,622000000.0,,
Net Income Continuous Operations,906000000.0,644000000.0,579000000.0,522000000.0,622000000.0,,
Tax Provision,226000000.0,37000000.0,133000000.0,120000000.0,143000000.0,,
Pretax Income,1132000000.0,681000000.0,712000000.0,642000000.0,765000000.0,,
Other Income Expense,42000000.0,17000000.0,101000000.0,-4000000.0,68000000.0,,
Other Non Operating Income Expenses,41000000.0,37000000.0,29000000.0,25000000.0,26000000.0,,
Special Income Charges,-50000000.0,-103000000.0,8000000.0,-90000000.0,-14000000.0,,
Gain On Sale Of Business,1000000.0,-5000000.0,20000000.0,-38000000.0,22000000.0,,
Other Special Charges,27000000.0,49000000.0,-11000000.0,28000000.0,17000000.0,,
Write Off,7000000.0,,10000000.0,3000000.0,,,0.0
Restructuring And Mergern Acquisition,17000000.0,1000000.0,13000000.0,21000000.0,19000000.0,,
Earnings From Equity Interest,51000000.0,83000000.0,64000000.0,61000000.0,56000000.0,,
Net Non Operating Interest Income Expense,-205000000.0,-205000000.0,-206000000.0,-206000000.0,-204000000.0,,
Interest Expense Non Operating,205000000.0,205000000.0,206000000.0,206000000.0,204000000.0,,
Operating Income,1295000000.0,869000000.0,817000000.0,852000000.0,901000000.0,,
Operating Expense,3525000000.0,3648000000.0,3541000000.0,3487000000.0,3415000000.0,,
Other Operating Expenses,1122000000.0,1195000000.0,1119000000.0,1119000000.0,1090000000.0,,
Depreciation Amortization Depletion Income Statement,229000000.0,231000000.0,218000000.0,208000000.0,206000000.0,,
Depreciation And Amortization In Income Statement,229000000.0,231000000.0,218000000.0,208000000.0,206000000.0,,
Selling General And Administration,2174000000.0,2222000000.0,2204000000.0,2160000000.0,2119000000.0,,
General And Administrative Expense,2174000000.0,2222000000.0,2204000000.0,2160000000.0,2119000000.0,,
Salaries And Wages,2174000000.0,2222000000.0,2204000000.0,2160000000.0,2119000000.0,,
Gross Profit,4820000000.0,4517000000.0,4358000000.0,4339000000.0,4316000000.0,,
Cost Of Revenue,961000000.0,1010000000.0,931000000.0,932000000.0,907000000.0,,
Total Revenue,5781000000.0,5527000000.0,5289000000.0,5271000000.0,5223000000.0,,
Operating Revenue,5781000000.0,5527000000.0,5289000000.0,5271000000.0,5223000000.0,,
