,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,1730574.0,-72424.775199,-932880.0,93624.0,326117.0,,
Tax Rate For Calcs,0.237,0.242223,0.23,0.249,0.253,,
Normalized EBITDA,229292000.0,235037000.0,237533000.0,215895000.0,212847000.0,,
Total Unusual Items,7302000.0,-299000.0,-4056000.0,376000.0,1289000.0,,
Total Unusual Items Excluding Goodwill,7302000.0,-299000.0,-4056000.0,376000.0,1289000.0,,
Net Income From Continuing Operation Net Minority Interest,147992000.0,143094000.0,145831000.0,132716000.0,130853000.0,,
Reconciled Depreciation,20845000.0,26033000.0,26200000.0,21514000.0,21212000.0,,
Reconciled Cost Of Revenue,806671000.0,818321000.0,803686000.0,787153000.0,769040000.0,,
EBITDA,236594000.0,234738000.0,233477000.0,216271000.0,214136000.0,,
EBIT,215749000.0,208705000.0,207277000.0,194757000.0,192924000.0,,
Net Interest Income,-11602000.0,-11881000.0,-12785000.0,-13485000.0,-11446000.0,,
Interest Expense,21755000.0,19871000.0,17925000.0,18019000.0,17701000.0,,
Interest Income,10153000.0,7990000.0,5140000.0,4534000.0,6255000.0,,
Normalized Income,142420574.0,143320575.224801,148954120.0,132433654.290532,129890117.0,,
Net Income From Continuing And Discontinued Operation,147992000.0,143094000.0,145831000.0,132716000.0,130853000.0,,
Total Expenses,1097489000.0,1121471000.0,1091881000.0,1075016000.0,1031224000.0,,
Total Operating Income As Reported,198583000.0,195461000.0,191642000.0,179402000.0,183702000.0,,
Diluted Average Shares,172845179.0,174994509.0,176104577.0,177052346.0,178435142.0,,
Basic Average Shares,170307477.0,171854675.0,173576957.0,174611241.0,175528308.0,,
Diluted EPS,0.86,0.82,0.83,0.75,0.73,,
Basic EPS,0.87,0.83,0.84,0.76,0.75,,
Diluted NI Availto Com Stockholders,147992000.0,143094000.0,145831000.0,132716000.0,130853000.0,,
Net Income Common Stockholders,147992000.0,143094000.0,145831000.0,132716000.0,130853000.0,,
Net Income,147992000.0,143094000.0,145831000.0,132716000.0,130853000.0,,
Net Income Including Noncontrolling Interests,147992000.0,143094000.0,145831000.0,132716000.0,130853000.0,,
Net Income Continuous Operations,147992000.0,143094000.0,145831000.0,132716000.0,130853000.0,,
Tax Provision,46002000.0,45740000.0,43521000.0,44022000.0,44370000.0,,
Pretax Income,193994000.0,188834000.0,189352000.0,176738000.0,175223000.0,,
Other Income Expense,7013000.0,2908000.0,2761000.0,10821000.0,2967000.0,,
Other Non Operating Income Expenses,-289000.0,3207000.0,6817000.0,10445000.0,1678000.0,,
Special Income Charges,,-2346000.0,-7734000.0,,,0.0,0.0
Gain On Sale Of Business,,,,,,0.0,0.0
Impairment Of Capital Assets,,2346000.0,7734000.0,,,,0.0
Gain On Sale Of Security,7302000.0,2047000.0,3678000.0,376000.0,1289000.0,,
Net Non Operating Interest Income Expense,-11602000.0,-11881000.0,-12785000.0,-13485000.0,-11446000.0,,
Interest Expense Non Operating,21755000.0,19871000.0,17925000.0,18019000.0,17701000.0,,
Interest Income Non Operating,10153000.0,7990000.0,5140000.0,4534000.0,6255000.0,,
Operating Income,198583000.0,197807000.0,199376000.0,179402000.0,183702000.0,,
Operating Expense,273085000.0,284487000.0,270280000.0,270666000.0,245292000.0,,
Other Operating Expenses,-364000.0,-14000.0,-110000.0,-44000.0,-112000.0,,
Depreciation Amortization Depletion Income Statement,3112000.0,7370000.0,8285000.0,4317000.0,4320000.0,,
Depreciation And Amortization In Income Statement,3112000.0,7370000.0,8285000.0,4317000.0,4320000.0,,
Amortization,3112000.0,7370000.0,8285000.0,4317000.0,4320000.0,,
Amortization Of Intangibles Income Statement,3112000.0,7370000.0,8285000.0,4317000.0,4320000.0,,
Selling General And Administration,270337000.0,277131000.0,262105000.0,266393000.0,241084000.0,,
Gross Profit,471668000.0,482294000.0,469656000.0,450068000.0,428994000.0,,
Cost Of Revenue,824404000.0,836984000.0,821601000.0,804350000.0,785932000.0,,
Total Revenue,1296072000.0,1319278000.0,1291257000.0,1254418000.0,1214926000.0,,
Operating Revenue,1296072000.0,1319278000.0,1291257000.0,1254418000.0,1214926000.0,,
