,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-17874800.0,-14945910.0,-1428420.0,3723720.0,-9983190.0,
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21,
Normalized EBITDA,-43163000.0,-12232000.0,-20043000.0,-27632000.0,-37836000.0,
Total Unusual Items,-44687000.0,-71171000.0,-6802000.0,17732000.0,-47539000.0,
Total Unusual Items Excluding Goodwill,-44687000.0,-71171000.0,-6802000.0,17732000.0,-47539000.0,
Net Income From Continuing Operation Net Minority Interest,-88748000.0,-85035000.0,-27743000.0,-11058000.0,-86431000.0,
Reconciled Cost Of Revenue,85599000.0,181691000.0,133853000.0,90903000.0,82130000.0,
EBITDA,-87850000.0,-83403000.0,-26845000.0,-9900000.0,-85375000.0,
EBIT,-87850000.0,-83403000.0,-26845000.0,-9900000.0,-85375000.0,
Net Interest Income,-779000.0,-788000.0,-309000.0,-309000.0,-294000.0,
Interest Expense,929000.0,827000.0,403000.0,385000.0,351000.0,
Interest Income,150000.0,39000.0,94000.0,76000.0,57000.0,
Normalized Income,-61935800.0,-28809910.0,-22369420.0,-25066280.0,-48875190.0,
Net Income From Continuing And Discontinued Operation,-88748000.0,-85035000.0,-27743000.0,-11058000.0,-86431000.0,
Total Expenses,117204000.0,211118000.0,173192000.0,128142000.0,120921000.0,
Total Operating Income As Reported,-54314000.0,-23620000.0,-23910000.0,-27070000.0,-37629000.0,
Diluted Average Shares,691421259.0,634499237.0,519183513.0,399657384.0,321194604.0,
Basic Average Shares,691421259.0,634499237.0,519183513.0,399657384.0,321194604.0,
Diluted EPS,-0.129,-0.1335,-0.054,-0.027,-0.2685,
Basic EPS,-0.129,-0.1335,-0.054,-0.027,-0.2685,
Diluted NI Availto Com Stockholders,-88748000.0,-85035000.0,-27743000.0,-11058000.0,-86431000.0,
Net Income Common Stockholders,-88748000.0,-85035000.0,-27743000.0,-11058000.0,-86431000.0,
Net Income,-88748000.0,-85035000.0,-27743000.0,-11058000.0,-86431000.0,
Net Income Including Noncontrolling Interests,-88748000.0,-85035000.0,-27743000.0,-11058000.0,-86431000.0,
Net Income Continuous Operations,-88748000.0,-85035000.0,-27743000.0,-11058000.0,-86431000.0,
Earnings From Equity Interest Net Of Tax,221000.0,,,,0.0,
Tax Provision,190000.0,805000.0,495000.0,773000.0,705000.0,
Pretax Income,-88779000.0,-84230000.0,-27248000.0,-10285000.0,-85726000.0,
Other Income Expense,-33489000.0,-68598000.0,-4223000.0,17957000.0,-47287000.0,
Other Non Operating Income Expenses,11198000.0,2573000.0,2579000.0,225000.0,252000.0,
Special Income Charges,197000.0,-8776000.0,-1194000.0,863000.0,516000.0,
Gain On Sale Of Ppe,197000.0,197000.0,0.0,863000.0,516000.0,
Write Off,,,,,,0.0
Impairment Of Capital Assets,0.0,8973000.0,1194000.0,0.0,0.0,
Gain On Sale Of Security,-44884000.0,-62395000.0,-5608000.0,16869000.0,-48055000.0,
Net Non Operating Interest Income Expense,-779000.0,-788000.0,-309000.0,-309000.0,-294000.0,
Interest Expense Non Operating,929000.0,827000.0,403000.0,385000.0,351000.0,
Interest Income Non Operating,150000.0,39000.0,94000.0,76000.0,57000.0,
Operating Income,-54511000.0,-14844000.0,-22716000.0,-27933000.0,-38145000.0,
Operating Expense,31605000.0,29427000.0,39339000.0,37239000.0,38791000.0,
Research And Development,15390000.0,11456000.0,16336000.0,16406000.0,18947000.0,
Selling General And Administration,16215000.0,17971000.0,23003000.0,20833000.0,19844000.0,
Selling And Marketing Expense,1195000.0,1103000.0,5074000.0,4472000.0,2936000.0,
General And Administrative Expense,15020000.0,16868000.0,17929000.0,16361000.0,16908000.0,
Other Gand A,15020000.0,16868000.0,17929000.0,16361000.0,16908000.0,
Gross Profit,-22906000.0,14583000.0,16623000.0,9306000.0,646000.0,
Cost Of Revenue,85599000.0,181691000.0,133853000.0,90903000.0,82130000.0,
Total Revenue,62693000.0,196274000.0,150476000.0,100209000.0,82776000.0,
Operating Revenue,61987000.0,195287000.0,149161000.0,99995000.0,82576000.0,
