,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-1600000.0,-7918367.346939,2346000.0,-7140000.0,-420000.0,
Tax Rate For Calcs,0.4,0.040816,0.391,0.21,0.21,
Normalized EBITDA,851000000.0,870000000.0,863000000.0,932000000.0,852000000.0,
Total Unusual Items,-4000000.0,-194000000.0,6000000.0,-34000000.0,-2000000.0,
Total Unusual Items Excluding Goodwill,-4000000.0,-194000000.0,6000000.0,-34000000.0,-2000000.0,
Net Income From Continuing Operation Net Minority Interest,-98000000.0,-250000000.0,-55000000.0,-82000000.0,-115000000.0,
Reconciled Depreciation,347000000.0,344000000.0,352000000.0,364000000.0,357000000.0,
Reconciled Cost Of Revenue,1427000000.0,1483000000.0,1456000000.0,1422000000.0,1382000000.0,
EBITDA,847000000.0,676000000.0,869000000.0,898000000.0,850000000.0,
EBIT,500000000.0,332000000.0,517000000.0,534000000.0,493000000.0,
Net Interest Income,-569000000.0,-575000000.0,-576000000.0,-579000000.0,-574000000.0,
Interest Expense,571000000.0,577000000.0,581000000.0,586000000.0,580000000.0,
Interest Income,2000000.0,2000000.0,5000000.0,7000000.0,6000000.0,
Normalized Income,-95600000.0,-63918367.346939,-58654000.0,-55140000.0,-113420000.0,
Net Income From Continuing And Discontinued Operation,-98000000.0,-250000000.0,-55000000.0,-82000000.0,-115000000.0,
Total Expenses,2366000000.0,2391000000.0,2366000000.0,2347000000.0,2304000000.0,
Total Operating Income As Reported,500000000.0,331000000.0,513000000.0,526000000.0,488000000.0,
Diluted Average Shares,204000000.0,203000000.0,207000000.0,209000000.0,212000000.0,
Basic Average Shares,204000000.0,203000000.0,207000000.0,209000000.0,212000000.0,
Diluted EPS,-0.48,-1.23,-0.27,-0.39,-0.54,
Basic EPS,-0.48,-1.23,-0.27,-0.39,-0.54,
Diluted NI Availto Com Stockholders,-98000000.0,-250000000.0,-55000000.0,-82000000.0,-115000000.0,
Net Income Common Stockholders,-98000000.0,-250000000.0,-55000000.0,-82000000.0,-115000000.0,
Net Income,-98000000.0,-250000000.0,-55000000.0,-82000000.0,-115000000.0,
Minority Interests,-15000000.0,-15000000.0,-16000000.0,-17000000.0,-17000000.0,
Net Income Including Noncontrolling Interests,-83000000.0,-235000000.0,-39000000.0,-65000000.0,-98000000.0,
Net Income Continuous Operations,-83000000.0,-235000000.0,-39000000.0,-65000000.0,-98000000.0,
Tax Provision,12000000.0,-10000000.0,-25000000.0,13000000.0,11000000.0,
Pretax Income,-71000000.0,-245000000.0,-64000000.0,-52000000.0,-87000000.0,
Other Income Expense,-6000000.0,-195000000.0,9000000.0,-33000000.0,-3000000.0,
Other Non Operating Income Expenses,-2000000.0,-1000000.0,3000000.0,1000000.0,-1000000.0,
Special Income Charges,-4000000.0,-194000000.0,6000000.0,-34000000.0,-2000000.0,
Other Special Charges,,0.0,4000000.0,,,38000000.0
Write Off,,182000000.0,0.0,,,184000000.0
Impairment Of Capital Assets,,,,0.0,,
Restructuring And Mergern Acquisition,4000000.0,12000000.0,-10000000.0,34000000.0,2000000.0,
Net Non Operating Interest Income Expense,-569000000.0,-575000000.0,-576000000.0,-579000000.0,-574000000.0,
Interest Expense Non Operating,571000000.0,577000000.0,581000000.0,586000000.0,580000000.0,
Interest Income Non Operating,2000000.0,2000000.0,5000000.0,7000000.0,6000000.0,
Operating Income,504000000.0,525000000.0,503000000.0,560000000.0,490000000.0,
Operating Expense,939000000.0,908000000.0,910000000.0,925000000.0,922000000.0,
Other Operating Expenses,88000000.0,81000000.0,75000000.0,84000000.0,82000000.0,
Depreciation Amortization Depletion Income Statement,347000000.0,344000000.0,352000000.0,364000000.0,357000000.0,
Depreciation And Amortization In Income Statement,347000000.0,344000000.0,352000000.0,364000000.0,357000000.0,
Selling General And Administration,504000000.0,483000000.0,483000000.0,477000000.0,483000000.0,
General And Administrative Expense,504000000.0,483000000.0,483000000.0,477000000.0,483000000.0,
Other Gand A,504000000.0,483000000.0,483000000.0,477000000.0,483000000.0,
Gross Profit,1443000000.0,1433000000.0,1413000000.0,1485000000.0,1412000000.0,
Cost Of Revenue,1427000000.0,1483000000.0,1456000000.0,1422000000.0,1382000000.0,
Total Revenue,2870000000.0,2916000000.0,2869000000.0,2907000000.0,2794000000.0,
Operating Revenue,2577000000.0,2597000000.0,2563000000.0,2605000000.0,2511000000.0,
