,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.24,0.0,0.013134,0.027816,,
Normalized EBITDA,129271390.0,-12440745890.0,-874181820.0,-1097404260.0,-380149410.0,,
Net Income From Continuing Operation Net Minority Interest,-1458830250.0,-14903320050.0,-949815880.0,-3242922100.0,-1543132300.0,,
Reconciled Depreciation,1750590000.0,261880000.0,266297000.0,268699000.0,1889125000.0,,
Reconciled Cost Of Revenue,29508741560.0,27553469550.0,27039328910.0,28371091980.0,29097478020.0,,
EBITDA,129271390.0,-12440745890.0,-874181820.0,-1097404260.0,-380149410.0,,
EBIT,-1621318610.0,-12702625890.0,-1140478820.0,-1366103260.0,-2269274410.0,,
Net Interest Income,-277949170.0,-437673430.0,-341020550.0,-482727670.0,-508867870.0,,
Normalized Income,-1458830250.0,-14903320050.0,-949815880.0,-3242922100.0,-1543132300.0,,
Net Income From Continuing And Discontinued Operation,-1458830250.0,-14903320050.0,-949815880.0,-3242922100.0,-1543132300.0,,
Total Expenses,34671376560.0,32917070550.0,32499649910.0,34008068980.0,34721612020.0,,
Total Operating Income As Reported,-1621318700.0,-2152271190.0,-1140478850.0,-1366103200.0,-2269274750.0,,
Diluted Average Shares,13893621.0,,13950320.0,13950320.0,14028475.0,,13967070.0
Basic Average Shares,13893621.0,,13950320.0,13950320.0,14028475.0,,13967070.0
Diluted EPS,-105.0,,-70.0,-230.0,-110.0,,385.0
Basic EPS,-105.0,,-70.0,-230.0,-110.0,,385.0
Net Income Common Stockholders,-1458830250.0,-14903320050.0,-949815880.0,-3242922100.0,-1543132300.0,,
Net Income,-1458830250.0,-14903320050.0,-949815880.0,-3242922100.0,-1543132300.0,,
Minority Interests,,0.0,,,910330.0,62147210.0,11500350.0
Net Income Including Noncontrolling Interests,-1458830250.0,-14903320050.0,-949815880.0,-3242922100.0,-1544042630.0,,
Net Income Continuous Operations,-1458830250.0,-14903320050.0,-949815880.0,-3242922100.0,-1544042630.0,,
Tax Provision,,1370256920.0,,-43159150.0,-44178500.0,896489930.0,-2205162270.0
Pretax Income,-1458830250.0,-13533063120.0,-949815880.0,-3286081260.0,-1588221130.0,,
Other Non Operating Income Expenses,440437620.0,1579504350.0,531683530.0,-1437250390.0,1189921500.0,,
Net Non Operating Interest Income Expense,-277949170.0,-437673430.0,-341020550.0,-482727670.0,-508867870.0,,
Total Other Finance Cost,277949170.0,-1332616570.0,341020550.0,482727670.0,508867870.0,,
Operating Income,-1621318610.0,-2152270880.0,-1140478820.0,-1366103260.0,-2269274410.0,,
Operating Expense,5162635000.0,5363601000.0,5460321000.0,5636977000.0,5624134000.0,,
Other Operating Expenses,1030066000.0,195342000.0,1283231000.0,681125000.0,672281000.0,,
Depreciation And Amortization In Income Statement,235142000.0,261880000.0,266297000.0,268699000.0,275962000.0,,
Amortization,23128000.0,23128000.0,23128000.0,23128000.0,23766000.0,,
Depreciation Income Statement,212014000.0,238752000.0,243169000.0,245571000.0,252196000.0,,
Selling General And Administration,2264680000.0,3150874000.0,2264166000.0,2486714000.0,2565841000.0,,
Selling And Marketing Expense,2083417000.0,2971134000.0,2064225000.0,2286676000.0,2362119000.0,,
General And Administrative Expense,181263000.0,179740000.0,199941000.0,200038000.0,203722000.0,,
Gross Profit,3541316390.0,3211330120.0,4319842180.0,4270873740.0,3354859590.0,,
Cost Of Revenue,29508741560.0,27553469550.0,27039328910.0,28371091980.0,29097478020.0,,
Total Revenue,33050057950.0,30764799670.0,31359171090.0,32641965720.0,32452337610.0,,
Operating Revenue,33050057950.0,30764799670.0,31359171090.0,32641965720.0,32452337610.0,,
