,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,100814.0,288149.562006,-5626.000689,85018.988179,69169.0
Tax Rate For Calcs,0.266,0.277868,0.267905,0.271626,0.263
Total Unusual Items,379000.0,1037000.0,-21000.0,313000.0,263000.0
Total Unusual Items Excluding Goodwill,379000.0,1037000.0,-21000.0,313000.0,263000.0
Net Income From Continuing Operation Net Minority Interest,33685000.0,33634000.0,34019000.0,27542000.0,26363000.0
Reconciled Depreciation,3654000.0,3794000.0,3598000.0,3480000.0,3516000.0
Net Interest Income,90352000.0,91847000.0,89179000.0,86146000.0,82163000.0
Interest Expense,26601000.0,27920000.0,30432000.0,29842000.0,31535000.0
Interest Income,116953000.0,119767000.0,119611000.0,115988000.0,113698000.0
Normalized Income,33406814.0,32885149.562006,34034373.999311,27314018.988179,26169169.0
Net Income From Continuing And Discontinued Operation,33685000.0,33634000.0,34019000.0,27542000.0,26363000.0
Diluted Average Shares,32391466.0,32630819.0,32723358.0,32935750.0,33129161.0
Basic Average Shares,32194905.0,32444684.0,32542401.0,32757378.0,32952541.0
Diluted EPS,1.04,1.03,1.04,0.84,0.8
Basic EPS,1.05,1.04,1.04,0.84,0.8
Diluted NI Availto Com Stockholders,33685000.0,33634000.0,34019000.0,27542000.0,26363000.0
Net Income Common Stockholders,33685000.0,33634000.0,34019000.0,27542000.0,26363000.0
Net Income,33685000.0,33634000.0,34019000.0,27542000.0,26363000.0
Net Income Including Noncontrolling Interests,33685000.0,33634000.0,34019000.0,27542000.0,26363000.0
Net Income Continuous Operations,33685000.0,33634000.0,34019000.0,27542000.0,26363000.0
Tax Provision,12196000.0,12942000.0,12449000.0,10271000.0,8939000.0
Pretax Income,45881000.0,46576000.0,46468000.0,37813000.0,35302000.0
Special Income Charges,15000.0,-6000.0,-21000.0,-5000.0,-85000.0
Other Special Charges,-15000.0,6000.0,21000.0,5000.0,85000.0
Gain On Sale Of Security,0.0,103000.0,-2124000.0,12000.0,-1107000.0
Depreciation Amortization Depletion Income Statement,430000.0,482000.0,482000.0,483000.0,514000.0
Depreciation And Amortization In Income Statement,430000.0,482000.0,482000.0,483000.0,514000.0
Amortization,430000.0,482000.0,482000.0,483000.0,514000.0
Amortization Of Intangibles Income Statement,430000.0,482000.0,482000.0,483000.0,514000.0
Selling General And Administration,38285000.0,38994000.0,39658000.0,40391000.0,39342000.0
Selling And Marketing Expense,835000.0,774000.0,647000.0,808000.0,1204000.0
General And Administrative Expense,37450000.0,38220000.0,39011000.0,39583000.0,38138000.0
Insurance And Claims,1305000.0,1319000.0,1282000.0,1297000.0,1283000.0
Salaries And Wages,36145000.0,36901000.0,37729000.0,38286000.0,36855000.0
Total Revenue,106590000.0,107157000.0,105651000.0,101766000.0,96767000.0
Operating Revenue,106590000.0,107157000.0,105651000.0,101766000.0,96767000.0
Occupancy And Equipment,5813000.0,5932000.0,5657000.0,5389000.0,5361000.0
Professional Expense And Contract Services Expense,1639000.0,1375000.0,1842000.0,1667000.0,1518000.0
Other Non Interest Expense,11232000.0,10792000.0,10853000.0,11353000.0,10917000.0
