,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-738207.281701,-1784379.244547,-409600.0,-2848926.0,-834409.142857,,
Tax Rate For Calcs,0.331183,0.392949,0.2,0.313,0.265651,,
Normalized EBITDA,46413000.0,61096000.0,-91674000.0,57306000.0,54389000.0,,
Total Unusual Items,-2229000.0,-4541000.0,-2048000.0,-9102000.0,-3141000.0,,
Total Unusual Items Excluding Goodwill,-2229000.0,-4541000.0,-2048000.0,-9102000.0,-3141000.0,,
Net Income From Continuing Operation Net Minority Interest,15281000.0,13880000.0,-97760000.0,9183000.0,17355000.0,,
Reconciled Depreciation,17129000.0,22434000.0,22438000.0,21751000.0,21291000.0,,
Reconciled Cost Of Revenue,211539000.0,221341000.0,311372000.0,213892000.0,192288000.0,,
EBITDA,44184000.0,56555000.0,-93722000.0,48204000.0,51248000.0,,
EBIT,27055000.0,34121000.0,-116160000.0,26453000.0,29957000.0,,
Net Interest Income,-5467000.0,-5903000.0,-5897000.0,-5150000.0,-3655000.0,,
Interest Expense,,11062000.0,5897000.0,,,7933000.0,2411000.0
Normalized Income,16771792.718299,16636620.755453,-96121600.0,15436074.0,19661590.857143,,
Net Income From Continuing And Discontinued Operation,15281000.0,13880000.0,-97760000.0,9183000.0,17355000.0,,
Total Expenses,284278000.0,287548000.0,374744000.0,284946000.0,258817000.0,,
Total Operating Income As Reported,25373000.0,29871000.0,-116507000.0,22270000.0,28263000.0,,
Diluted Average Shares,28550000.0,28709000.0,,30090000.0,30984000.0,31355000.0,
Basic Average Shares,28321000.0,28531000.0,,29928000.0,30823000.0,31223000.0,
Diluted EPS,0.54,0.48,,0.31,0.56,0.56,
Basic EPS,0.54,0.49,,0.31,0.56,0.57,
Diluted NI Availto Com Stockholders,15281000.0,13880000.0,-97760000.0,9183000.0,17355000.0,,
Net Income Common Stockholders,15281000.0,13880000.0,-97760000.0,9183000.0,17355000.0,,
Net Income,15281000.0,13880000.0,-97760000.0,9183000.0,17355000.0,,
Minority Interests,-168000.0,-118000.0,-122000.0,-149000.0,6000.0,,
Net Income Including Noncontrolling Interests,15449000.0,13998000.0,-97638000.0,9332000.0,17349000.0,,
Net Income Continuous Operations,15449000.0,13998000.0,-97638000.0,9332000.0,17349000.0,,
Tax Provision,7650000.0,9061000.0,-24419000.0,4254000.0,6276000.0,,
Pretax Income,23099000.0,23059000.0,-122057000.0,13586000.0,23625000.0,,
Other Income Expense,1511000.0,-4696000.0,-2850000.0,-7717000.0,-2677000.0,,
Other Non Operating Income Expenses,3740000.0,-155000.0,-802000.0,1385000.0,464000.0,,
Special Income Charges,-3165000.0,-3787000.0,-3197000.0,-4183000.0,-2515000.0,,
Restructuring And Mergern Acquisition,3165000.0,3787000.0,3197000.0,4183000.0,2515000.0,,
Gain On Sale Of Security,936000.0,-754000.0,1149000.0,-4919000.0,-626000.0,,
Net Non Operating Interest Income Expense,-5467000.0,-5903000.0,-5897000.0,-5150000.0,-3655000.0,,
Total Other Finance Cost,5467000.0,,,5150000.0,3655000.0,63000.0,48000.0
Interest Expense Non Operating,,11062000.0,5897000.0,,,7933000.0,2411000.0
Operating Income,27055000.0,33658000.0,-113310000.0,26453000.0,29957000.0,,
Operating Expense,72739000.0,66207000.0,63372000.0,71054000.0,66529000.0,,
Research And Development,12957000.0,12100000.0,11467000.0,12552000.0,11896000.0,,
Selling General And Administration,59782000.0,54107000.0,51905000.0,58502000.0,54633000.0,,
General And Administrative Expense,59782000.0,,,,54633000.0,,
Other Gand A,58299000.0,,,,53812000.0,,
Salaries And Wages,1483000.0,,,,821000.0,,
Gross Profit,99794000.0,99865000.0,-49938000.0,97507000.0,96486000.0,,
Cost Of Revenue,211539000.0,221341000.0,311372000.0,213892000.0,192288000.0,,
Total Revenue,311333000.0,321206000.0,261434000.0,311399000.0,288774000.0,,
Operating Revenue,311333000.0,321206000.0,261434000.0,311399000.0,288774000.0,,
