,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-7188992.75
Tax Rate For Calcs,0.0,0.0,0.0,0.25
Normalized EBITDA,714867.0,4208532.0,2861077.0,19864254.0
Total Unusual Items,-32371943.0,-727774.0,-3225808.0,-28755971.0
Total Unusual Items Excluding Goodwill,-32371943.0,-727774.0,-3225808.0,-28755971.0
Net Income From Continuing Operation Net Minority Interest,-35664512.0,-773777.0,-4629500.0,-18352519.0
Reconciled Depreciation,3989252.0,4232861.0,4243047.0,4209687.0
Reconciled Cost Of Revenue,7996785.0,7357130.0,1594270.0,12323865.0
EBITDA,-31657076.0,3480758.0,-364731.0,-8891717.0
EBIT,-35646328.0,-752103.0,-4607778.0,-13101404.0
Net Interest Income,-17206.0,-19879.0,-19293.0,-17879.0
Interest Expense,18184.0,21674.0,21722.0,21066.0
Interest Income,978.0,1795.0,2429.0,3187.0
Normalized Income,-3292569.0,-46003.0,-1403692.0,3214459.25
Net Income From Continuing And Discontinued Operation,-35664512.0,-773777.0,-4629500.0,-18352519.0
Total Expenses,12319944.0,8366697.0,2988846.0,15199575.0
Total Operating Income As Reported,-333928.0,-750686.0,-4610207.0,-6285624.0
Diluted Average Shares,1353532.0,13346618.0,11685431.0,
Basic Average Shares,1353532.0,13346618.0,11685431.0,
Diluted EPS,-26.35,-0.06,-0.4,
Basic EPS,-26.35,-0.06,-0.4,
Diluted NI Availto Com Stockholders,-35664512.0,-773777.0,-4629500.0,-18352519.0
Net Income Common Stockholders,-35664512.0,-773777.0,-4629500.0,-18352519.0
Net Income,-35664512.0,-773777.0,-4629500.0,-18352519.0
Net Income Including Noncontrolling Interests,-35664512.0,-773777.0,-4629500.0,-18352519.0
Net Income Continuous Operations,-35664512.0,-773777.0,-4629500.0,-18352519.0
Tax Provision,0.0,0.0,0.0,5230049.0
Pretax Income,-35664512.0,-773777.0,-4629500.0,-13122470.0
Other Income Expense,-32371943.0,-730986.0,-3225808.0,366570.0
Other Non Operating Income Expenses,,-3212.0,,29122541.0
Special Income Charges,-32371943.0,-727774.0,-3225808.0,-28755971.0
Gain On Sale Of Ppe,-2008853.0,0.0,,
Impairment Of Capital Assets,29782912.0,,,
Restructuring And Mergern Acquisition,580178.0,727774.0,3225808.0,
Net Non Operating Interest Income Expense,-17206.0,-19879.0,-19293.0,-17879.0
Interest Expense Non Operating,18184.0,21674.0,21722.0,21066.0
Interest Income Non Operating,978.0,1795.0,2429.0,3187.0
Operating Income,-3275363.0,-22912.0,-1384399.0,-13471161.0
Operating Expense,4323159.0,1009567.0,1394576.0,2875710.0
Other Operating Expenses,3521613.0,,,
Selling General And Administration,801546.0,1009567.0,1394576.0,2875710.0
Selling And Marketing Expense,16013.0,14802.0,5053.0,14656.0
General And Administrative Expense,785533.0,994765.0,1389523.0,2861054.0
Other Gand A,785533.0,994765.0,1389523.0,2861054.0
Gross Profit,1047796.0,986655.0,10177.0,-10595451.0
Cost Of Revenue,7996785.0,7357130.0,1594270.0,12323865.0
Total Revenue,9044581.0,8343785.0,1604447.0,1728414.0
Operating Revenue,9044581.0,8343785.0,1604447.0,1728414.0
