,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.21,0.283063,0.085225
Normalized EBITDA,-2979429.0,-1612682.0,-982530.0,156694.0
Net Income From Continuing Operation Net Minority Interest,-3038194.0,-1768120.0,-736566.0,50126.0
Reconciled Depreciation,39347.0,109398.0,34649.0,100304.0
Reconciled Cost Of Revenue,542994.0,1090658.0,659738.0,278914.0
EBITDA,-2979429.0,-1612682.0,-982530.0,156694.0
EBIT,-3018776.0,-1722080.0,-1017179.0,56390.0
Net Interest Income,-19418.0,-31437.0,-10200.0,-1091.0
Interest Expense,19418.0,31437.0,10200.0,1594.0
Interest Income,,0.0,,503.0
Normalized Income,-3038194.0,-1768120.0,-736566.0,50126.0
Net Income From Continuing And Discontinued Operation,-3038194.0,-1768120.0,-736566.0,50126.0
Total Expenses,5563982.0,5227586.0,4190701.0,2556465.0
Total Operating Income As Reported,-3015340.0,-1740341.0,-1017179.0,86459.0
Diluted Average Shares,16624897.0,,19021650.0,
Basic Average Shares,16624897.0,,19021650.0,
Diluted EPS,-0.18,,-0.038723,
Basic EPS,-0.18,,-0.038723,
Diluted NI Availto Com Stockholders,-3038194.0,-1768120.0,-736566.0,50126.0
Net Income Common Stockholders,-3038194.0,-1768120.0,-736566.0,50126.0
Net Income,-3038194.0,-1768120.0,-736566.0,50126.0
Net Income Including Noncontrolling Interests,-3038194.0,-1768120.0,-736566.0,50126.0
Net Income Continuous Operations,-3038194.0,-1768120.0,-736566.0,50126.0
Tax Provision,0.0,14603.0,-290813.0,4670.0
Pretax Income,-3038194.0,-1753517.0,-1027379.0,54796.0
Other Income Expense,-3436.0,,,-30572.0
Other Non Operating Income Expenses,-3436.0,,,-30572.0
Net Non Operating Interest Income Expense,-19418.0,-31437.0,-10200.0,-1091.0
Interest Expense Non Operating,19418.0,31437.0,10200.0,1594.0
Interest Income Non Operating,,0.0,,503.0
Operating Income,-3015340.0,-1740341.0,-1017179.0,86459.0
Operating Expense,5020988.0,4136928.0,3530963.0,2277551.0
Research And Development,2087767.0,1960227.0,1554246.0,1054581.0
Selling General And Administration,2933221.0,2176701.0,1976717.0,1222970.0
Gross Profit,2005648.0,2396587.0,2513784.0,2364010.0
Cost Of Revenue,542994.0,1090658.0,659738.0,278914.0
Total Revenue,2548642.0,3487245.0,3173522.0,2642924.0
Operating Revenue,2548642.0,3487245.0,3173522.0,2642924.0
