,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-15.18,0.0,0.0,0.0
Tax Rate For Calcs,0.22,0.0,0.0,0.025818
Normalized EBITDA,-985881.0,1012974.0,-525114.0,-285380.0
Total Unusual Items,-69.0,,,
Total Unusual Items Excluding Goodwill,-69.0,,,
Net Income From Continuing Operation Net Minority Interest,-963690.0,920330.0,-536219.0,-296148.0
Reconciled Depreciation,15466.0,15283.0,15136.0,21662.0
Reconciled Cost Of Revenue,0.0,0.0,0.0,1300.0
EBITDA,-985950.0,1012974.0,-525114.0,-285380.0
EBIT,-1001416.0,997691.0,-540250.0,-307042.0
Net Interest Income,1359.0,1114.0,759.0,705.0
Interest Expense,0.0,0.0,63.0,26.0
Interest Income,1359.0,1114.0,822.0,731.0
Normalized Income,-963636.18,920330.0,-536219.0,-296148.0
Net Income From Continuing And Discontinued Operation,-963690.0,920330.0,-536219.0,-296148.0
Total Expenses,2016061.0,584340.0,839415.0,519190.0
Total Operating Income As Reported,-1247387.0,408701.0,-556258.0,-225155.0
Diluted Average Shares,5532163.0,18816668.0,18816668.0,
Basic Average Shares,5532163.0,18816668.0,18816668.0,
Diluted EPS,-0.17,0.04891,-0.028497,
Basic EPS,-0.17,0.04891,-0.028497,
Diluted NI Availto Com Stockholders,-963690.0,920330.0,-536219.0,-296148.0
Net Income Common Stockholders,-963690.0,920330.0,-536219.0,-296148.0
Net Income,-963690.0,920330.0,-536219.0,-296148.0
Minority Interests,85565.0,-77361.0,4094.0,2992.0
Net Income Including Noncontrolling Interests,-1049255.0,997691.0,-540313.0,-299140.0
Net Income Continuous Operations,-1049255.0,997691.0,-540313.0,-299140.0
Tax Provision,47839.0,0.0,0.0,-7928.0
Pretax Income,-1001416.0,997691.0,-540313.0,-307068.0
Other Income Expense,244612.0,587876.0,15186.0,-82618.0
Other Non Operating Income Expenses,244681.0,587876.0,15186.0,-15212.0
Special Income Charges,-69.0,,,
Write Off,69.0,,,
Net Non Operating Interest Income Expense,1359.0,1114.0,759.0,705.0
Interest Expense Non Operating,0.0,0.0,63.0,26.0
Interest Income Non Operating,1359.0,1114.0,822.0,731.0
Operating Income,-1247387.0,408701.0,-556258.0,-225155.0
Operating Expense,2016061.0,584340.0,839415.0,517890.0
Selling General And Administration,2016061.0,584340.0,839415.0,517890.0
Selling And Marketing Expense,43865.0,54363.0,37102.0,31363.0
General And Administrative Expense,1972196.0,529977.0,802313.0,486527.0
Other Gand A,1972196.0,529977.0,802313.0,486527.0
Gross Profit,768674.0,993041.0,283157.0,292735.0
Cost Of Revenue,0.0,0.0,0.0,1300.0
Total Revenue,768674.0,993041.0,283157.0,294035.0
Operating Revenue,768674.0,993041.0,283157.0,294035.0
