,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.2,0.0
Normalized EBITDA,-149745.0,-110849.0,-44128.0
Net Income From Continuing Operation Net Minority Interest,462457.0,360637.0,-44128.0
EBITDA,-149745.0,-110849.0,-44128.0
EBIT,-149745.0,-110849.0,-44128.0
Net Interest Income,612202.0,,
Interest Income,612202.0,,
Normalized Income,462457.0,360637.0,-44128.0
Net Income From Continuing And Discontinued Operation,462457.0,360637.0,-44128.0
Total Expenses,149745.0,110849.0,44128.0
Total Operating Income As Reported,-149745.0,,
Diluted NI Availto Com Stockholders,462457.0,360637.0,-44128.0
Net Income Common Stockholders,462457.0,360637.0,-44128.0
Net Income,462457.0,360637.0,-44128.0
Net Income Including Noncontrolling Interests,462457.0,360637.0,-44128.0
Net Income Continuous Operations,462457.0,360637.0,-44128.0
Pretax Income,462457.0,360637.0,-44128.0
Net Non Operating Interest Income Expense,612202.0,,
Interest Income Non Operating,612202.0,,
Operating Income,-149745.0,-110849.0,-44128.0
Operating Expense,149745.0,110849.0,44128.0
Other Operating Expenses,149745.0,110849.0,44128.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
