,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31,2024-10-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.219058,0.246709,0.256,0.223708,0.184575,,
Normalized EBITDA,4785000.0,3730000.0,2672000.0,2985000.0,2825000.0,,
Net Income From Continuing Operation Net Minority Interest,2057000.0,2232000.0,540000.0,1277000.0,1237000.0,,
Reconciled Depreciation,2031000.0,642000.0,1770000.0,1260000.0,1217000.0,,
Reconciled Cost Of Revenue,40339000.0,40032000.0,36133000.0,26432000.0,26071000.0,,
EBITDA,4785000.0,3730000.0,2672000.0,2985000.0,2825000.0,,
EBIT,2754000.0,3088000.0,902000.0,1725000.0,1608000.0,,
Net Interest Income,-30000.0,-48000.0,-97000.0,-55000.0,-61000.0,,
Interest Expense,120000.0,125000.0,176000.0,80000.0,91000.0,,
Interest Income,90000.0,77000.0,79000.0,25000.0,30000.0,,
Normalized Income,2057000.0,2232000.0,540000.0,1277000.0,1237000.0,,
Net Income From Continuing And Discontinued Operation,2057000.0,2232000.0,540000.0,1277000.0,1237000.0,,
Total Expenses,50102000.0,50976000.0,46446000.0,33503000.0,33677000.0,,
Total Operating Income As Reported,2664000.0,3011000.0,823000.0,1700000.0,1578000.0,,
Diluted Average Shares,43321000.0,,41860000.0,39744000.0,39378000.0,39576500.0,
Basic Average Shares,40665000.0,,39630000.0,37687000.0,37597000.0,37603500.0,
Diluted EPS,0.05,,0.01,0.03,0.03,0.04,
Basic EPS,0.05,,0.01,0.03,0.03,0.04,
Diluted NI Availto Com Stockholders,2057000.0,2232000.0,540000.0,1277000.0,1237000.0,,
Average Dilution Earnings,0.0,,0.0,,0.0,,0.0
Net Income Common Stockholders,2057000.0,2232000.0,540000.0,1277000.0,1237000.0,,
Net Income,2057000.0,2232000.0,540000.0,1277000.0,1237000.0,,
Net Income Including Noncontrolling Interests,2057000.0,2232000.0,540000.0,1277000.0,1237000.0,,
Net Income Continuous Operations,2057000.0,2232000.0,540000.0,1277000.0,1237000.0,,
Tax Provision,577000.0,731000.0,186000.0,368000.0,280000.0,,
Pretax Income,2634000.0,2963000.0,726000.0,1645000.0,1517000.0,,
Other Income Expense,,,,,,43000.0,61000.0
Other Non Operating Income Expenses,,,,,,43000.0,61000.0
Earnings From Equity Interest,,,,,,0.0,0.0
Net Non Operating Interest Income Expense,-30000.0,-48000.0,-97000.0,-55000.0,-61000.0,,
Interest Expense Non Operating,120000.0,125000.0,176000.0,80000.0,91000.0,,
Interest Income Non Operating,90000.0,77000.0,79000.0,25000.0,30000.0,,
Operating Income,2664000.0,3011000.0,823000.0,1700000.0,1578000.0,,
Operating Expense,9763000.0,10944000.0,10313000.0,7071000.0,7606000.0,,
Research And Development,87000.0,80000.0,80000.0,55000.0,73000.0,,
Selling General And Administration,9676000.0,10864000.0,10233000.0,7016000.0,7533000.0,,
Gross Profit,12427000.0,13955000.0,11136000.0,8771000.0,9184000.0,,
Cost Of Revenue,40339000.0,40032000.0,36133000.0,26432000.0,26071000.0,,
Total Revenue,52766000.0,53987000.0,47269000.0,35203000.0,35255000.0,,
Operating Revenue,54616000.0,58996000.0,48273000.0,35203000.0,37504000.0,,
