,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-918400.0,-852180.0,-153090.0,0.0,0.0,,
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21,,
Normalized EBITDA,-16041000.0,-10951000.0,-17237000.0,-14628000.0,-20927000.0,,
Total Unusual Items,-2296000.0,-4058000.0,-729000.0,0.0,0.0,,
Total Unusual Items Excluding Goodwill,-2296000.0,-4058000.0,-729000.0,0.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,-20724000.0,-19583000.0,-20324000.0,-15501000.0,-21875000.0,,
Reconciled Depreciation,1377000.0,2301000.0,1916000.0,1899000.0,1903000.0,,
Reconciled Cost Of Revenue,16111000.0,29923000.0,18748000.0,23531000.0,17714000.0,,
EBITDA,-18337000.0,-15009000.0,-17966000.0,-14628000.0,-20927000.0,,
EBIT,-19714000.0,-17310000.0,-19882000.0,-16527000.0,-22830000.0,,
Net Interest Income,-842000.0,-1076000.0,-370000.0,86000.0,293000.0,,
Interest Expense,,,370000.0,,,,
Interest Income,,,,86000.0,293000.0,497000.0,744000.0
Normalized Income,-19346400.0,-16377180.0,-19748090.0,-15501000.0,-21875000.0,,
Net Income From Continuing And Discontinued Operation,-20724000.0,-19583000.0,-20324000.0,-15501000.0,-21875000.0,,
Total Expenses,42033000.0,64341000.0,52145000.0,56212000.0,54944000.0,,
Total Operating Income As Reported,-22010000.0,-20720000.0,-19885000.0,-16527000.0,-22830000.0,,
Diluted Average Shares,8736862.0,,8167465.0,8090259.0,8020013.0,7957940.0,
Basic Average Shares,8736862.0,,8167465.0,8090259.0,8020013.0,7957940.0,
Diluted EPS,-2.37,,-2.49,-1.92,-2.73,-3.23,
Basic EPS,-2.37,,-2.49,-1.92,-2.73,-3.23,
Diluted NI Availto Com Stockholders,-20724000.0,-19583000.0,-20324000.0,-15501000.0,-21875000.0,,
Net Income Common Stockholders,-20724000.0,-19583000.0,-20324000.0,-15501000.0,-21875000.0,,
Net Income,-20724000.0,-19583000.0,-20324000.0,-15501000.0,-21875000.0,,
Net Income Including Noncontrolling Interests,-20724000.0,-19583000.0,-20324000.0,-15501000.0,-21875000.0,,
Net Income Continuous Operations,-20724000.0,-19583000.0,-20324000.0,-15501000.0,-21875000.0,,
Tax Provision,79000.0,174000.0,72000.0,81000.0,66000.0,,
Pretax Income,-20645000.0,-19409000.0,-20252000.0,-15420000.0,-21809000.0,,
Other Income Expense,-89000.0,-1671000.0,-726000.0,1021000.0,728000.0,,
Other Non Operating Income Expenses,2207000.0,2387000.0,3000.0,1021000.0,728000.0,,
Special Income Charges,-2296000.0,-4058000.0,-729000.0,0.0,0.0,,
Gain On Sale Of Business,,0.0,0.0,0.0,,-2000.0,-236000.0
Impairment Of Capital Assets,1016000.0,3496000.0,729000.0,,0.0,,0.0
Restructuring And Mergern Acquisition,1280000.0,562000.0,0.0,0.0,0.0,,
Net Non Operating Interest Income Expense,-842000.0,-1076000.0,-370000.0,86000.0,293000.0,,
Total Other Finance Cost,842000.0,,,,-293000.0,,
Interest Expense Non Operating,,,370000.0,,,,
Interest Income Non Operating,,,,86000.0,293000.0,497000.0,744000.0
Operating Income,-19714000.0,-16662000.0,-19156000.0,-16527000.0,-22830000.0,,
Operating Expense,25922000.0,34418000.0,33397000.0,32681000.0,37230000.0,,
Selling General And Administration,25922000.0,34418000.0,33397000.0,32681000.0,37230000.0,,
Selling And Marketing Expense,7128000.0,12976000.0,11719000.0,8525000.0,12018000.0,,
General And Administrative Expense,18794000.0,21442000.0,21678000.0,24156000.0,25212000.0,,
Other Gand A,18794000.0,21442000.0,21678000.0,24156000.0,25212000.0,,
Gross Profit,6208000.0,17756000.0,14241000.0,16154000.0,14400000.0,,
Cost Of Revenue,16111000.0,29923000.0,18748000.0,23531000.0,17714000.0,,
Total Revenue,22319000.0,47679000.0,32989000.0,39685000.0,32114000.0,,
Operating Revenue,22319000.0,47679000.0,32989000.0,39685000.0,32114000.0,,
