,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-8929.853181,3544.91018,-4407.185629,-17551.912568,0.0
Tax Rate For Calcs,0.194127,0.147705,0.191617,0.199454,0.203025
Total Unusual Items,-46000.0,24000.0,-23000.0,-88000.0,0.0
Total Unusual Items Excluding Goodwill,-46000.0,24000.0,-23000.0,-88000.0,0.0
Net Income From Continuing Operation Net Minority Interest,494000.0,1281000.0,1080000.0,879000.0,1370000.0
Reconciled Depreciation,792000.0,839000.0,773000.0,814000.0,664000.0
Net Interest Income,11843000.0,8425000.0,13586000.0,13190000.0,11847000.0
Interest Expense,4560000.0,4670000.0,4668000.0,4349000.0,4117000.0
Interest Income,16403000.0,13095000.0,18254000.0,17539000.0,15964000.0
Normalized Income,531070.146819,1260544.91018,1098592.814371,949448.087432,1370000.0
Net Income From Continuing And Discontinued Operation,119000.0,-1411000.0,1080000.0,879000.0,705000.0
Diluted Average Shares,16286635.0,17807009.0,18345720.0,18329850.0,18313980.0
Basic Average Shares,16278177.0,17807009.0,18345720.0,18329850.0,18313980.0
Diluted EPS,0.01,-0.08,0.06,0.05,0.04
Basic EPS,0.01,-0.08,0.06,0.05,0.04
Diluted NI Availto Com Stockholders,119000.0,-1411000.0,1080000.0,879000.0,705000.0
Net Income Common Stockholders,119000.0,-1411000.0,1080000.0,879000.0,705000.0
Net Income,119000.0,-1411000.0,1080000.0,879000.0,705000.0
Net Income Including Noncontrolling Interests,119000.0,-1411000.0,1080000.0,879000.0,705000.0
Net Income Discontinuous Operations,-375000.0,,,,-665000.0
Net Income Continuous Operations,494000.0,1281000.0,1080000.0,879000.0,1370000.0
Tax Provision,119000.0,222000.0,256000.0,219000.0,349000.0
Pretax Income,613000.0,1503000.0,1336000.0,1098000.0,1719000.0
Special Income Charges,,,0.0,0.0,0.0
Impairment Of Capital Assets,,,0.0,0.0,0.0
Gain On Sale Of Security,85000.0,948000.0,-226000.0,-133000.0,55000.0
Depreciation Amortization Depletion Income Statement,107000.0,85000.0,96000.0,103000.0,91000.0
Depreciation And Amortization In Income Statement,107000.0,85000.0,96000.0,103000.0,91000.0
Amortization,107000.0,85000.0,96000.0,103000.0,91000.0
Amortization Of Intangibles Income Statement,107000.0,85000.0,96000.0,103000.0,91000.0
Selling General And Administration,8607000.0,-4820000.0,13052000.0,12784000.0,7846000.0
Selling And Marketing Expense,245000.0,-21000.0,291000.0,345000.0,168000.0
General And Administrative Expense,8362000.0,-4799000.0,12761000.0,12439000.0,7678000.0
Other Gand A,1403000.0,-749000.0,2411000.0,2318000.0,1339000.0
Salaries And Wages,6959000.0,-4050000.0,10350000.0,10121000.0,6339000.0
Total Revenue,12954000.0,-963000.0,18458000.0,17870000.0,12902000.0
Operating Revenue,12954000.0,-963000.0,18458000.0,17870000.0,12902000.0
Occupancy And Equipment,1859000.0,882000.0,2211000.0,2102000.0,1633000.0
Other Non Interest Expense,1278000.0,918000.0,1350000.0,1330000.0,1228000.0
