,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.0
Normalized EBITDA,-23510.0,-63291.0
Net Income From Continuing Operation Net Minority Interest,-23207.0,-63272.0
EBITDA,-23510.0,-63291.0
EBIT,-23510.0,-63291.0
Net Interest Income,303.0,19.0
Interest Income,303.0,19.0
Normalized Income,-23207.0,-63272.0
Net Income From Continuing And Discontinued Operation,-23207.0,-63272.0
Total Expenses,23510.0,63291.0
Total Operating Income As Reported,-23510.0,-63291.0
Diluted Average Shares,13568082.0,13568082.0
Basic Average Shares,13568082.0,13568082.0
Diluted EPS,-0.00171,-0.004663
Basic EPS,-0.00171,-0.004663
Diluted NI Availto Com Stockholders,-23207.0,-63272.0
Net Income Common Stockholders,-23207.0,-63272.0
Net Income,-23207.0,-63272.0
Net Income Including Noncontrolling Interests,-23207.0,-63272.0
Net Income Continuous Operations,-23207.0,-63272.0
Pretax Income,-23207.0,-63272.0
Net Non Operating Interest Income Expense,303.0,19.0
Interest Income Non Operating,303.0,19.0
Operating Income,-23510.0,-63291.0
Operating Expense,23510.0,63291.0
Selling General And Administration,23510.0,63291.0
General And Administrative Expense,23510.0,63291.0
Other Gand A,23510.0,63291.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
