,2026-03-31,2025-12-31,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0
Normalized EBITDA,-4501000.0,-11054000.0,-5140000.0
Net Income From Continuing Operation Net Minority Interest,-5005000.0,-14445000.0,-5178000.0
Reconciled Depreciation,326000.0,-2348000.0,38000.0
Reconciled Cost Of Revenue,1334000.0,-3751000.0,3006000.0
EBITDA,-4501000.0,-11054000.0,-5140000.0
EBIT,-4827000.0,-11054000.0,-5178000.0
Net Interest Income,-158000.0,,60000.0
Interest Expense,178000.0,,0.0
Interest Income,20000.0,,60000.0
Normalized Income,-5005000.0,-14445000.0,-5178000.0
Net Income From Continuing And Discontinued Operation,-5005000.0,-14445000.0,-5178000.0
Total Expenses,5357000.0,6868000.0,5444000.0
Total Operating Income As Reported,-4847000.0,-11237000.0,-5238000.0
Diluted Average Shares,2211523.0,,1641627.0
Basic Average Shares,2211523.0,,1641627.0
Diluted EPS,-2.30486,,-3.154188
Basic EPS,-2.30486,,-3.154188
Diluted NI Availto Com Stockholders,-5101000.0,-13154000.0,-5178000.0
Net Income Common Stockholders,-5101000.0,-13154000.0,-5178000.0
Preferred Stock Dividends,96000.0,-1291000.0,
Net Income,-5005000.0,-14445000.0,-5178000.0
Net Income Including Noncontrolling Interests,-5005000.0,-14445000.0,-5178000.0
Net Income Continuous Operations,-5005000.0,-14445000.0,-5178000.0
Tax Provision,0.0,,0.0
Pretax Income,-5005000.0,-13566000.0,-5178000.0
Net Non Operating Interest Income Expense,-158000.0,,60000.0
Interest Expense Non Operating,178000.0,,0.0
Interest Income Non Operating,20000.0,,60000.0
Operating Income,-4847000.0,-11237000.0,-5238000.0
Operating Expense,4023000.0,10619000.0,2438000.0
Depreciation Amortization Depletion Income Statement,326000.0,,38000.0
Depreciation And Amortization In Income Statement,326000.0,,38000.0
Selling General And Administration,3697000.0,4879000.0,2400000.0
Selling And Marketing Expense,304000.0,-342000.0,763000.0
General And Administrative Expense,3393000.0,5221000.0,1637000.0
Other Gand A,3393000.0,5221000.0,1637000.0
Gross Profit,-824000.0,-618000.0,-2800000.0
Cost Of Revenue,1334000.0,-3751000.0,3006000.0
Total Revenue,510000.0,-4369000.0,206000.0
Operating Revenue,510000.0,-4369000.0,206000.0
