,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31
Tax Effect Of Unusual Items,-2421383.647799,-746113.989637,-1210937.5,-1483695.652174,-28888888.888889,
Tax Rate For Calcs,0.220126,0.248705,0.242188,0.211957,0.185185,
Normalized EBITDA,358000000.0,380000000.0,441000000.0,382000000.0,431000000.0,
Total Unusual Items,-11000000.0,-3000000.0,-5000000.0,-7000000.0,-156000000.0,
Total Unusual Items Excluding Goodwill,-11000000.0,-3000000.0,-5000000.0,-7000000.0,-156000000.0,
Net Income From Continuing Operation Net Minority Interest,124000000.0,145000000.0,194000000.0,145000000.0,66000000.0,
Reconciled Depreciation,105000000.0,102000000.0,99000000.0,106000000.0,109000000.0,
Reconciled Cost Of Revenue,1621000000.0,1755000000.0,1797000000.0,1520000000.0,1657000000.0,
EBITDA,347000000.0,377000000.0,436000000.0,375000000.0,275000000.0,
EBIT,242000000.0,275000000.0,337000000.0,269000000.0,166000000.0,
Net Interest Income,-80000000.0,-80000000.0,-80000000.0,-85000000.0,-80000000.0,
Interest Expense,83000000.0,82000000.0,81000000.0,85000000.0,85000000.0,
Interest Income,3000000.0,2000000.0,1000000.0,0.0,5000000.0,
Normalized Income,132578616.352201,147253886.010363,197789062.5,150516304.347826,193111111.111111,
Net Income From Continuing And Discontinued Operation,124000000.0,145000000.0,194000000.0,145000000.0,66000000.0,
Total Expenses,2120000000.0,2291000000.0,2340000000.0,2026000000.0,2167000000.0,
Diluted Average Shares,299000000.0,299000000.0,299000000.0,299000000.0,299000000.0,
Basic Average Shares,298000000.0,298000000.0,298000000.0,298000000.0,298000000.0,
Diluted EPS,0.41,0.48,0.65,0.48,0.22,
Basic EPS,0.42,0.49,0.65,0.49,0.22,
Diluted NI Availto Com Stockholders,124000000.0,145000000.0,194000000.0,145000000.0,66000000.0,
Net Income Common Stockholders,124000000.0,145000000.0,194000000.0,145000000.0,66000000.0,
Net Income,124000000.0,145000000.0,194000000.0,145000000.0,66000000.0,
Minority Interests,0.0,0.0,0.0,0.0,0.0,
Net Income Including Noncontrolling Interests,124000000.0,145000000.0,194000000.0,145000000.0,66000000.0,
Net Income Continuous Operations,124000000.0,145000000.0,194000000.0,145000000.0,66000000.0,
Tax Provision,35000000.0,48000000.0,62000000.0,39000000.0,15000000.0,
Pretax Income,159000000.0,193000000.0,256000000.0,184000000.0,81000000.0,
Other Income Expense,-7000000.0,,-1000000.0,-26000000.0,-147000000.0,-27000000.0
Other Non Operating Income Expenses,4000000.0,3000000.0,4000000.0,-19000000.0,9000000.0,
Special Income Charges,-11000000.0,-3000000.0,-5000000.0,-7000000.0,-156000000.0,
Gain On Sale Of Business,0.0,0.0,0.0,0.0,0.0,
Impairment Of Capital Assets,0.0,0.0,,0.0,150000000.0,26000000.0
Restructuring And Mergern Acquisition,11000000.0,3000000.0,5000000.0,7000000.0,6000000.0,
Net Non Operating Interest Income Expense,-80000000.0,-80000000.0,-80000000.0,-85000000.0,-80000000.0,
Interest Expense Non Operating,83000000.0,82000000.0,81000000.0,85000000.0,85000000.0,
Interest Income Non Operating,3000000.0,2000000.0,1000000.0,0.0,5000000.0,
Operating Income,246000000.0,273000000.0,337000000.0,295000000.0,308000000.0,
Operating Expense,404000000.0,444000000.0,455000000.0,410000000.0,420000000.0,
Depreciation Amortization Depletion Income Statement,10000000.0,10000000.0,11000000.0,10000000.0,19000000.0,
Depreciation And Amortization In Income Statement,10000000.0,10000000.0,11000000.0,10000000.0,19000000.0,
Amortization,10000000.0,10000000.0,11000000.0,10000000.0,19000000.0,
Amortization Of Intangibles Income Statement,10000000.0,10000000.0,11000000.0,10000000.0,19000000.0,
Research And Development,25000000.0,22000000.0,24000000.0,26000000.0,23000000.0,
Selling General And Administration,369000000.0,412000000.0,420000000.0,374000000.0,378000000.0,
Selling And Marketing Expense,214000000.0,252000000.0,253000000.0,202000000.0,216000000.0,
General And Administrative Expense,155000000.0,160000000.0,167000000.0,172000000.0,162000000.0,
Other Gand A,155000000.0,160000000.0,167000000.0,172000000.0,162000000.0,
Gross Profit,650000000.0,717000000.0,792000000.0,705000000.0,728000000.0,
Cost Of Revenue,1716000000.0,1847000000.0,1885000000.0,1616000000.0,1747000000.0,
Total Revenue,2366000000.0,2564000000.0,2677000000.0,2321000000.0,2475000000.0,
Operating Revenue,2366000000.0,2564000000.0,2677000000.0,2321000000.0,2475000000.0,
